广工大院一楼带70方花园使用率高 西南北通风采光好,广工大院,黄花岗,3室2厅 ,72.23, 南 北 , 简装 ,7,1991, 塔楼,3,4,4990000.0,"69,085元/平",VR房源 房本满五年 随时看房 
越秀区永福路89号大院 小区管理  有顶楼大平台,永福路89号大院,沙河,4室2厅 ,108.97, 南 , 精装 ,5,1998, 塔楼,48, 一年前发布,4800000.0,"44,049元/平",VR看装修 房本满五年 
独门独院 私密性高 安静舒适 户型方正 三世同堂,麓苑路,淘金,3室2厅 ,130.0, 东 南 北 , 精装 ,7,2000, 暂无数据,7, 3个月以前发布,7800000.0,"60,000元/平",近地铁 VR房源 房本满五年 
小北* 格局方正 东向大阳台,陶瓷大厦,小北,3室2厅 ,97.14, 东南 , 其他 ,11,1994, 塔楼,2, 一年前发布,4800000.0,"49,414元/平",近地铁 VR看装修 房本满两年 
雕塑公司就在家门， 桂花岗矮层两房~小户型很实用,桂花岗,桂花岗,2室1厅 ,44.0, 南 , 简装 ,9,1996, 塔楼,100, 一年前发布,1200000.0,"27,273元/平",VR看装修 房本满两年 
省一级清水濠，南向小三房，带主套,清水濠小区,越秀南,3室1厅 ,64.48, 南 , 精装 ,4,1998, 板楼,14, 一年前发布,3480000.0,"53,971元/平",VR看装修 房本满两年 
淘金小区 中星 电梯南向三房 精装 安静 满五年无抵押,太和岗路22号大院,黄花岗,3室1厅 ,77.73, 东南 , 精装 ,8,1988, 板塔结合,6, 3个月以前发布,5050000.0,"64,969元/平",VR房源 房本满五年 
体委大院电梯房  户型方正全明户型 大院管理，东川,体委大院,东川路,3室1厅 ,68.39, 西南 北 , 简装 ,8,1993, 塔楼,11, 一年前发布,5300000.0,"77,497元/平",VR看装修 房本满两年 
此房证过五年，格局方正，两房采光通风良好,执信大院,环市东,2室1厅 ,57.22, 南 , 精装 ,6,1996, 板楼,7, 11个月以前发布,4250000.0,"74,275元/平",近地铁 VR看装修 房本满五年 
淘金东路小区 电梯精装三房两厅,淘金东路,淘金,3室2厅 ,85.8, 东南 , 其他 ,9,1992, 塔楼,12, 一年前发布,5520000.0,"64,336元/平",近地铁 VR看装修 房本满五年 
交通便利 配套完善 户型方正 小区管理,黄田小区,麓景,2室1厅 ,68.27, 南 , 简装 ,9,1988, 塔楼,55, 一年前发布,3200000.0,"46,873元/平",近地铁 VR看装修 房本满五年 
大东门华庭 电梯高层 三房带主套 视野开阔,大东门华庭,农讲所,3室2厅 ,155.0, 东 南 , 其他 ,31,2000, 塔楼,6, 一年前发布,15000000.0,"96,775元/平",VR看装修 房本满五年 
东风广场 精致装修 东南向四房  *格可谈,东风广场,东风东,4室2厅 ,167.41, 东南 , 精装 ,38,1998, 塔楼,57, 一年前发布,13690000.0,"81,754元/平",近地铁 VR看装修 房本满五年 
洪都电梯高层 二房二厅 采光好,洪都逸品,黄花岗,2室2厅 ,63.87, 东北 , 精装 ,33,2010, 塔楼,7, 8个月以前发布,5080000.0,"79,537元/平",近地铁 VR看装修 房本满两年 
嘉诚国际公寓 户型方正 间隔好用采光通风70年住宅性质,嘉诚国际公寓,水荫,3室2厅 ,119.23, 南 , 精装 ,29,2007, 塔楼,3, 一年前发布,8000000.0,"67,098元/平",VR看装修 房本满五年 
望东湖公园 安静不吵 楼龄新 视野开阔,海印集团中心,东湖,3室1厅 ,94.0, 东北 , 其他 ,39,2013, 塔楼,38, 一年前发布,8390000.0,"89,256元/平",近地铁 VR看装修 房本满五年 
加装电梯，中楼层，采光好，大两房,水荫翠院,水荫,2室1厅 ,80.88, 东南 , 简装 ,9,1998, 塔楼,13, 3个月以前发布,5050000.0,"62,439元/平",近地铁 VR看装修 房本满五年 
高层视野广阔望白云山，户型方正保养好，向花园安静,保利中环广场,建设路,2室1厅 ,90.28, 北 , 其他 ,36,2009, 塔楼,5, 9个月以前发布,8160000.0,"90,386元/平",近地铁 VR看装修 房本满五年 
桂花岗广大南区高层电梯精装二房,广州大学宿舍,桂花岗,2室1厅 ,72.73, 东 , 其他 ,9,1992, 塔楼,8, 11个月以前发布,4240000.0,"58,298元/平",VR看装修 房本满五年 
五羊新城 美景大厦 高层三房带主套 精装修,广信美景大厦,五羊新城,3室2厅 ,105.1, 西北 , 精装 ,25,1993, 塔楼,1, 2个月以前发布,6000000.0,"57,089元/平",近地铁 VR看装修 房本满五年 
大院管理，一梯两户，南北对流，户型方正,淘金东路,淘金,2室1厅 ,65.22, 北 南 , 简装 ,9,1992, 塔楼,0, 一年前发布,4150000.0,"63,631元/平",近地铁 VR看装修 房本满五年 
桂花岗广大南区，电梯二房，楼龄新。,桂花岗,桂花岗,2室1厅 ,67.85, 西南 , 简装 ,9,1996, 塔楼,3, 一年前发布,3500000.0,"51,585元/平",VR房源 房本满五年 
仓边路 仁生里社区 低楼层二楼 东南向 农讲所地铁,仓边路,农讲所,5室2厅 ,106.1, 东南 西 , 简装 ,9,1990, 塔楼,72, 一年前发布,4050000.0,"38,172元/平",近地铁 VR房源 房本满五年 
过五年 南向单位 原装电梯 小区管理,花果山庄,桂花岗,2室1厅 ,73.04, 南 , 简装 ,10,2000, 塔楼,138, 一年前发布,3180000.0,"43,538元/平",VR房源 房本满五年 
满五不唯一，小区管理，安静舒适,嘉富广场,水荫,3室2厅 ,117.19, 南 , 简装 ,9,1999, 塔楼,17, 一年前发布,6950000.0,"59,306元/平",VR看装修 房本满两年 
红顶E区，南向精装两房，户型方正实用，通风采光好,五羊小区,五羊新城,2室1厅 ,71.5, 南 , 精装 ,9,1986, 塔楼,38, 一年前发布,4800000.0,"67,133元/平",VR看装修 房本满五年 
户型方正实用小三房，产权清晰，安静，近地铁,水荫直街,水荫,3室1厅 ,74.0, 东 东南 , 简装 ,8,1990, 塔楼,26, 一年前发布,3570000.0,"48,244元/平",近地铁 VR看装修 房本满五年 
望东湖公园 安静不吵 楼龄新 视野开阔,海印集团中心,东湖,3室1厅 ,94.0, 东北 , 其他 ,39,2013, 塔楼,38, 一年前发布,8390000.0,"89,256元/平",近地铁 VR看装修 房本满五年 
嘉诚国际公寓 户型方正 间隔好用采光通风70年住宅性质,嘉诚国际公寓,水荫,3室2厅 ,119.23, 南 , 精装 ,29,2007, 塔楼,3, 一年前发布,8000000.0,"67,098元/平",VR看装修 房本满五年 
加装电梯，中楼层，采光好，大两房,水荫翠院,水荫,2室1厅 ,80.88, 东南 , 简装 ,9,1998, 塔楼,13, 3个月以前发布,5050000.0,"62,439元/平",近地铁 VR看装修 房本满五年 
东方文德广场 大三房 望泳池 楼龄新,东方文德广场,农讲所,3室1厅 ,109.59, 北 , 简装 ,29,2015, 塔楼,6, 5个月以前发布,12930000.0,"117,986元/平",VR看装修 房本满两年 
中山三路 框架结构 三房两厅 交通便利,中山三路,东川路,3室1厅 ,85.72, 东 南 北 , 简装 ,9,1995, 塔楼,21, 一年前发布,3450000.0,"40,248元/平",VR看装修 房本满五年 
中山四路旧仓巷，中楼层三房，实用面积大,中山四路,农讲所,3室1厅 ,81.37, 东南 , 简装 ,9,1990, 塔楼,200, 一年前发布,3180000.0,"39,081元/平",近地铁 VR看装修 房本满五年 
东兴大厦 原装电梯   小三房,东兴大厦,环市东,2室2厅 ,103.44, 南 , 其他 ,25,1990, 塔楼,4, 一年前发布,6000000.0,"58,005元/平",近地铁 VR看装修 房本满五年 
雅景花园 三房单位 小区管理 环境安静,雅景花园,水荫,3室1厅 ,111.11, 东 南 , 其他 ,30,1995, 塔楼,1, 5个月以前发布,7800000.0,"70,201元/平",近地铁 VR看装修 房本满五年 
好房推荐 保利高层南向大两房 视野开阔 预约看房,保利中环广场,建设路,2室1厅 ,91.52, 南 北 , 其他 ,36,2009, 塔楼,3, 3个月以前发布,9990000.0,"109,157元/平",近地铁 VR看装修 房本满五年 
东园新村 3室1厅 南,东园新村,东山口,3室1厅 ,92.37, 南 , 其他 ,6,1980, 板楼,0, 1个月以前发布,6100000.0,"66,039元/平",近地铁 VR房源 房本满两年 
3年前精装 品质两房，过五年唯一 近地铁,置地大厦,东川路,3室1厅 ,86.35, 西 北 , 精装 ,15,2000, 塔楼,4, 2个月以前发布,4660000.0,"53,967元/平",近地铁 VR房源 房本满五年 
越秀区 明泉花园 三房 间隔方正 精装修 南北对流,明泉花园,机场路,3室1厅 ,78.78, 东南 , 精装 ,9,2000, 塔楼,9, 2个月以前发布,1890000.0,"23,991元/平",VR看装修 房本满两年 
体委大院电梯房  户型方正全明户型 大院管理，东川,体委大院,东川路,3室1厅 ,68.39, 西南 北 , 简装 ,8,1993, 塔楼,11, 一年前发布,5300000.0,"77,497元/平",VR看装修 房本满两年 
南北对流小三房  大院管理户型正,环市东路,环市东,3室1厅 ,82.54, 南 北 , 简装 ,9,1996, 塔楼,62, 一年前发布,4000000.0,"48,462元/平",VR看装修 房本满五年 
区庄社区，框架三房，东南向，采光好，交通便利。,区庄村,黄花岗,3室1厅 ,89.3, 东南 , 精装 ,8,1990, 塔楼,6, 6个月以前发布,4980000.0,"55,768元/平",近地铁 VR看装修 房本满五年 
大东门华庭 电梯高层 三房带主套 视野开阔,大东门华庭,农讲所,3室2厅 ,155.0, 东 南 , 其他 ,31,2000, 塔楼,6, 一年前发布,15000000.0,"96,775元/平",VR看装修 房本满五年 
洪都电梯高层 二房二厅 采光好,洪都逸品,黄花岗,2室2厅 ,63.87, 东北 , 精装 ,33,2010, 塔楼,7, 8个月以前发布,5080000.0,"79,537元/平",近地铁 VR看装修 房本满两年 
西南向 高层电梯 户型漂亮 厅出阳台 视野开阔,骏文雅苑,农讲所,4室2厅 ,158.35, 南 西 , 精装 ,33,2015, 塔楼,74, 9个月以前发布,15000000.0,"94,727元/平",近地铁 VR看装修 房本满五年 
永福西约，户型方正，安静，楼层好,永福路永福西约,黄花岗,2室1厅 ,44.74, 南 , 简装 ,6,1995, 塔楼,3, 一年前发布,2110000.0,"47,162元/平",近地铁 VR看装修 房本满五年 
法政路 电梯房 南北户型  业主诚心卖,法政路,小北,2室2厅 ,64.97, 南 , 其他 ,7,1934, 板楼,2, 2个月以前发布,4980000.0,"76,651元/平",近地铁 VR看装修 房本满五年 
海印苑 电梯大三房 带露台花园 格局方正实用,海印苑,东湖,3室1厅 ,129.14, 西南 , 其他 ,22,1996, 塔楼,26, 一年前发布,9600000.0,"74,338元/平",近地铁 VR看装修 房本满五年 
有位置加装电梯 实用三房 马赛克外墙 采光充足,水荫路,水荫,3室1厅 ,93.36, 南 , 精装 ,9,1993, 塔楼,23, 一年前发布,4980000.0,"53,342元/平",近地铁 VR看装修 房本满五年 
公园前地铁站150米，东向望北京路，高层视野靓仔,文星阁,北京路,2室1厅 ,80.06, 东 , 其他 ,32,2007, 塔楼,6, 6个月以前发布,5500000.0,"68,699元/平",近地铁 VR房源 房本满五年 
证满五，通风采光好，楼层好，视野开阔。,东园新村,东山口,3室2厅 ,89.07, 南 北 , 简装 ,7,1980, 板楼,26, 7个月以前发布,6270000.0,"70,395元/平",VR看装修 房本满五年 
五羊E区 中楼层 近公园 近东山实验 近二沙岛,五羊小区,五羊新城,3室2厅 ,82.0, 东 西 , 其他 ,9,1986, 塔楼,8, 5个月以前发布,5900000.0,"71,952元/平",近地铁 VR看装修 房本满五年 
淘金家园 南向两房 户型方正实用,淘金家园二三期,淘金,2室1厅 ,74.7, 南 , 精装 ,11,2004, 塔楼,3, 7个月以前发布,7400000.0,"99,063元/平",近地铁 VR看装修 房本满五年 
双地铁、地段好、楼龄新、大三房、保养好，值得推荐！,东山领汇广场,杨箕,2室1厅 ,71.87, 西北 , 其他 ,36,2011, 塔楼,10, 一年前发布,7380000.0,"102,686元/平",近地铁 VR看装修 房本满五年 
长堤大马路 3室1厅 南,长堤大马路,解放南,3室1厅 ,98.37, 南 , 简装 ,9,1993, 塔楼,12, 一年前发布,4300000.0,"43,713元/平",近地铁 VR看装修 房本满两年 
大南路 大院管理 北京路地铁 住家精装 全明三房,大南路,北京路,3室2厅 ,78.16, 东 南 北 , 精装 ,8,1995, 塔楼,6, 10个月以前发布,3300000.0,"42,222元/平",VR看装修 房本满两年 
淘金家园高层东南向三房两卫视野开阔安静满五年急卖,淘金家园二三期,淘金,3室2厅 ,101.54, 东南 , 精装 ,28,2006, 塔楼,0, 1个月以前发布,11880000.0,"116,999元/平",VR房源 房本满五年 
黄花新村 低层大三房 户型实用,黄花新村,淘金,3室1厅 ,86.6, 北 , 其他 ,8,1985, 塔楼,4, 5个月以前发布,5200000.0,"60,047元/平",近地铁 VR看装修 房本满五年 
平层电梯楼，自家花园40平，花果丰硕,仓边路,农讲所,3室1厅 ,69.67, 东 东南 南 , 简装 ,9,1990, 塔楼,4, 3个月以前发布,6280000.0,"90,140元/平",近地铁 VR看装修 房本满五年 
东方文德广场 满五唯一 税费少 中高层 文德不占,东方文德广场,农讲所,3室2厅 ,114.0, 东北 , 精装 ,29,2015, 塔楼,2, 3个月以前发布,14700000.0,"128,948元/平",VR看装修 房本满五年 
越秀区云山 89号大院 三房两卫,永福路89号大院,沙河,3室1厅 ,84.1, 南 北 , 其他 ,8,1997, 塔楼,0, 4个月以前发布,5046000.0,"60,001元/平",VR看装修 房本满五年 
81号大院 框架大两房 通风采光好,先烈中路81号大院,黄花岗,2室1厅 ,68.57, 南 , 其他 ,9,2000, 塔楼,6, 3个月以前发布,3680000.0,"53,668元/平",近地铁 VR房源 房本满五年 
小北地铁口+安静南向+越秀公园侧+原装电梯房+实用三房,天秀大厦,小北,3室1厅 ,84.94, 南 , 精装 ,30,1995, 塔楼,8, 10个月以前发布,4600000.0,"54,156元/平",近地铁 VR房源 房本满两年 
嘉富广场 小区安静 楼龄新 封闭式管理,嘉富广场,水荫,3室1厅 ,102.0, 西北 , 精装 ,32,1999, 塔楼,62, 一年前发布,8500000.0,"83,334元/平",近地铁 VR看装修 房本满五年 
豪贤路 2室1厅 南 北,豪贤路,农讲所,2室1厅 ,85.61, 南 北 , 其他 ,9,2002, 塔楼,19, 一年前发布,4850000.0,"56,653元/平",近地铁 VR看装修 房本满五年 
满五唯一，户型方正， 通风采光不错，小区管理。,花果山社区,桂花岗,3室2厅 ,97.77, 南 北 , 精装 ,9,1990, 塔楼,63, 一年前发布,3300000.0,"33,753元/平",VR房源 房本满五年 
业主诚心急*，高层南向两房，少有放盘，笋盘再现,万科金色家园,东风东,2室1厅 ,93.73, 南 , 精装 ,33,2008, 塔楼,36, 一年前发布,12000000.0,"128,028元/平",VR房源 房本满五年 
三元里地铁口 瑶台宿舍 格局方正 通风采光好,松岗大街宿舍,桂花岗,2室1厅 ,69.0, 南 , 简装 ,7,1994, 塔楼,3, 9个月以前发布,1800000.0,"26,087元/平",近地铁 VR看装修 房本满五年 
骏文雅苑 电梯两房厅出阳台 小区管理,骏文雅苑,农讲所,2室2厅 ,82.0, 西北 , 其他 ,31,2015, 塔楼,0, 2个月以前发布,7600000.0,"92,683元/平",近地铁 VR看装修 房本满五年 
杨箕框架正规精装修3房 大院管理加装电梯 南北对流,共和路,杨箕,3室1厅 ,77.82, 南 , 其他 ,9,1992, 塔楼,21, 一年前发布,7700000.0,"98,947元/平",近地铁 VR看装修 房本满五年 
越秀区北站路 户型方正 通风采光 交通便利 地铁三元里,北站路,机场路,2室2厅 ,70.6, 南 北 , 简装 ,9,1994, 板楼,18, 一年前发布,1860000.0,"26,346元/平",VR看装修 房本满两年 
西门口板块、原装电梯东南向两房，配套设施齐全,穗安楼,西门口,2室1厅 ,71.86, 东南 , 简装 ,26,1995, 塔楼,16, 一年前发布,3180000.0,"44,253元/平",近地铁 VR看装修 房本满两年 
北园社区十七中旁，东南向方正两房，光线好。,小北路,小北,2室1厅 ,58.25, 东南 , 简装 ,8,1990, 塔楼,33, 10个月以前发布,3100000.0,"53,219元/平",近地铁 VR看装修 房本满五年 
仓前大厦7字单边位。厅出阳台，采光好,仓前大厦,西门口,2室2厅 ,77.0, 东 , 简装 ,18,1996, 塔楼,42, 一年前发布,3300000.0,"42,858元/平",近地铁 VR看装修 房本满五年 
商品房 税费少 高楼层 采光好 产权清晰 户型方正,花果山庄,桂花岗,3室1厅 ,89.39, 东南 , 其他 ,10,2000, 塔楼,9, 5个月以前发布,4080000.0,"45,643元/平",VR房源 房本满五年 
少有放盘 冠城大厦东南向电梯望小蛮腰 视野好无遮挡,冠城大厦,五羊新城,2室2厅 ,91.94, 东南 , 精装 ,28,1997, 塔楼,6, 一年前发布,6650000.0,"72,330元/平",VR看装修 房本满五年 
小区楼梯中楼层南向3房  全明格局户型方正  安静不吵,海印苑,东湖,3室1厅 ,89.85, 南 , 精装 ,9,1996, 塔楼,11, 7个月以前发布,7300000.0,"81,247元/平",近地铁 VR看装修 房本满五年 
兰亭广电物业 新净楼龄 高层单边位户型 诚心出方便看,兰亭璟濠,人民路,3室2厅 ,96.24, 西北 北 , 其他 ,32,2013, 塔楼,58, 5个月以前发布,6180000.0,"64,215元/平",VR房源 房本满五年 
广信怡景大厦 3室1厅 西北 北,广信怡景大厦,五羊新城,3室1厅 ,100.12, 西北 北 , 其他 ,26,1993, 塔楼,2, 4个月以前发布,6200000.0,"61,926元/平",近地铁 VR看装修 房本满五年 
海珠北路 低楼层 自带小庭院 社区环境安静,海珠北路,西门口,3室1厅 ,60.28, 东 , 精装 ,9,1988, 塔楼,34, 一年前发布,2690000.0,"44,626元/平",近地铁 VR看装修 房本满两年 
五羊小区，低层南向大两房，南向看小区花园,五羊小区,五羊新城,2室1厅 ,69.87, 南 , 简装 ,9,1986, 塔楼,4, 3个月以前发布,3530000.0,"50,523元/平",近地铁 VR看装修 房本满五年 
红顶E区，南向精装两房，户型方正实用，通风采光好,五羊小区,五羊新城,2室1厅 ,71.5, 南 , 精装 ,9,1986, 塔楼,38, 一年前发布,4800000.0,"67,133元/平",VR看装修 房本满五年 
户型方正实用小三房，产权清晰，安静，近地铁,水荫直街,水荫,3室1厅 ,74.0, 东 东南 , 简装 ,8,1990, 塔楼,26, 一年前发布,3570000.0,"48,244元/平",近地铁 VR看装修 房本满五年 
满五不唯一，小区管理，安静舒适,嘉富广场,水荫,3室2厅 ,117.19, 南 , 简装 ,9,1999, 塔楼,17, 一年前发布,6950000.0,"59,306元/平",VR看装修 房本满两年 
南北通透格局好，加装电梯，环境安静舒适。,淘金路,淘金,2室1厅 ,87.72, 南 北 , 精装 ,9,1996, 塔楼,5, 一年前发布,5600000.0,"63,840元/平",VR房源 房本满两年 
有位置加装电梯 实用三房 马赛克外墙 采光充足,水荫路,水荫,3室1厅 ,93.36, 南 , 精装 ,9,1993, 塔楼,23, 一年前发布,4980000.0,"53,342元/平",近地铁 VR看装修 房本满五年 
