低密度舒适小区 优质配套 业主很诚意,光大花园中海锦榕湾,工业大道北,3室2厅 ,109.59, 南 , 简装 ,33,2010, 塔楼,1,7,8600000.0,"78,475元/平",VR看装修 房本满五年 随时看房 
怡安花园 少有中低层 双阳台 全明屋 满五,怡安花园,滨江中,2室1厅 ,62.0, 东 , 其他 ,9,1999, 塔楼,4, 2个月以前发布,3050000.0,"49,194元/平",VR看装修 房本满两年 随时看房 
赤岗地铁600米   准电梯   高层厅出阳台   满五不唯一,华怡花园,赤岗,3室2厅 ,81.01, 北 , 简装 ,9,1997, 塔楼,20, 8个月以前发布,3442000.0,"42,489元/平",近地铁 VR看装修 房本满五年 随时看房 
富景花园，精致小户型，设备齐全，业主诚心出,富景花园,新港西,1室1厅 ,39.73, 北 , 简装 ,32,2003, 塔楼,9, 2个月以前发布,1980000.0,"49,837元/平",近地铁 VR房源 房本满五年 随时看房 
富景花园 中大为邻 近地铁  过五唯一 随时可看,富景花园,新港西,2室1厅 ,87.8, 南 , 简装 ,32,2003, 塔楼,93, 一年前发布,4150000.0,"47,267元/平",近地铁 VR房源 房本满五年 随时看房 
江南西商圈，江南花园二期，交通方便,江南花园,宝岗,2室1厅 ,64.06, 西北 , 精装 ,30,2009, 塔楼,16, 一年前发布,2950000.0,"46,051元/平",VR看装修 房本满五年 随时看房 
贝壳甄选&天悦全南向三房 中高楼层，视野开阔添福气！,保利天悦花园,万胜围,3室2厅 ,133.38, 南 , 精装 ,29,2016, 塔楼,32, 一年前发布,22680000.0,"170,041元/平",VR看装修 房本满两年 随时看房 
敦和商务公寓  正南向 高层电梯 交通便利,敦和商务公寓,广州大道南,3室2厅 ,101.31, 南 , 简装 ,12,2002, 塔楼,21, 一年前发布,3640000.0,"35,930元/平",VR看装修 房本满五年 随时看房 
户型方正中区房源，离11号线地铁逸景站出入口近。,逸景翠园,广州大道南,3室2厅 ,109.96, 北 , 其他 ,33,2007, 塔楼,0, 1个月以前发布,6700000.0,"60,932元/平",VR房源 房本满五年 随时看房 
过五年免增值税 格局朝向好 业主诚心出*。,翠馨华庭,广州大道南,2室1厅 ,42.05, 南 , 简装 ,24,2003, 塔楼,29, 一年前发布,1950000.0,"46,374元/平",VR房源 房本满五年 随时看房 
晓园新村晓园新 2室1厅 南 北,晓园新村晓园新,昌岗,2室1厅 ,37.95, 南 北 , 其他 ,9,1990, 塔楼,0, 1个月以前发布,1680000.0,"44,269元/平",近地铁 VR看装修 房本满五年 随时看房 
丽园雅庭 南向静谧采光好 证满五年方正实用,丽园雅庭,赤岗,2室1厅 ,78.5, 南 , 其他 ,17,2007, 塔楼,0, 2个月以前发布,6280000.0,"80,000元/平",近地铁 VR看装修 房本满五年 随时看房 
业主急卖换房，房子费用税费可以商量,侨诚花园,东晓南,2室1厅 ,61.63, 东 北 , 简装 ,15,2000, 塔楼,40, 7个月以前发布,2120000.0,"34,399元/平",近地铁 VR看装修 房本满两年 随时看房 
侨诚花园 准电梯三房，户型方正，安静望花园,侨诚花园,东晓南,3室2厅 ,83.98, 东南 , 简装 ,9,1998, 塔楼,20, 6个月以前发布,2850000.0,"33,937元/平",VR看装修 房本满五年 随时看房 
满五唯一 2012年次新电梯楼 高层视野开阔  南向安静,纵横公寓,赤岗,2室1厅 ,77.54, 东 东南 南 , 精装 ,30,2012, 塔楼,0, 1个月以前发布,3560000.0,"45,912元/平",VR房源 房本满五年 随时看房 
会展世界城 南北对流4房楼皇 双主套 带大园 采光好,会展世界城,万胜围,4室1厅 ,184.39, 东南 南 , 毛坯 ,11,2003, 塔楼,13, 7个月以前发布,21000000.0,"113,890元/平",近地铁 VR看装修 房本满五年 随时看房 
精装修 2房一厅 中楼层 拎包入住,金紫里北街机电大院,江燕路,2室1厅 ,38.0, 南 北 , 其他 ,9,1995, 塔楼,7, 3个月以前发布,1230000.0,"32,369元/平",近地铁 VR看装修 房本满五年 随时看房 
北向安静高层望小蛮腰，温馨精致实用两居室,金碧花园第三金碧,金碧,2室1厅 ,81.44, 北 , 精装 ,32,2005, 塔楼,25, 8个月以前发布,4250000.0,"52,186元/平",近地铁 VR看装修 房本满五年 随时看房 
江南嘉居 2室2厅 东,江南嘉居,宝岗,2室2厅 ,39.04, 东 , 其他 ,9,1995, 塔楼,7, 4个月以前发布,1680000.0,"43,033元/平",近地铁 VR看装修 房本满五年 随时看房 
江南西市二宫原装电梯两房，花园小区,海逸花园,江南大道中,2室1厅 ,76.99, 东南 , 简装 ,31,2002, 塔楼,8, 2个月以前发布,3300000.0,"42,863元/平",近地铁 VR房源 房本满五年 随时看房 
芳草轩 电梯实用三房 南北对流 采光通风好 安静舒适,芳草轩,东晓南,3室2厅 ,99.55, 南 , 简装 ,11,2007, 塔楼,386, 一年前发布,4900000.0,"49,222元/平",VR房源 房本满五年 随时看房 
电梯已经公示 正规两房 小区整改过  干净舒适,赤岗苑,赤岗,2室1厅 ,75.32, 南 北 , 简装 ,9,1997, 塔楼,14, 4个月以前发布,2020000.0,"26,819元/平",VR房源 房本满五年 随时看房 
聚德花园 中楼层 位置安静舒适 房子保养新净户型方正,聚德花园,赤岗,2室1厅 ,64.45, 西南 , 简装 ,9,1997, 塔楼,3, 2个月以前发布,2220000.0,"34,446元/平",VR看装修 房本满五年 随时看房 
赤岗二街大院 东南向三房 通风好 采光佳 证满五年,赤岗二街1号大院,赤岗,3室1厅 ,69.11, 东南 , 简装 ,8,1994, 塔楼,7, 6个月以前发布,2320000.0,"33,570元/平",VR房源 房本满五年 随时看房 
赤岗地铁站 次新楼 北向望广州塔三房 通风采光好,利海假日轩,赤岗,3室2厅 ,107.0, 北 , 其他 ,21,2012, 塔楼,0, 1个月以前发布,7680000.0,"71,776元/平",近地铁 VR看装修 房本满五年 随时看房 
江南西全新装修 中低层 东向3房 马赛克外墙,嘉丽苑,江南大道中,3室1厅 ,57.51, 东 , 精装 ,9,1998, 塔楼,68, 9个月以前发布,2100000.0,"36,516元/平",VR看装修 房本满五年 随时看房 
丽海雅居 南向两房 安静视野开阔 近大元帅府广场珠江,丽海雅居,滨江中,2室2厅 ,72.0, 南 , 精装 ,28,2010, 塔楼,11, 6个月以前发布,5300000.0,"73,612元/平",VR看装修 房本满两年 随时看房 
和辉花园 环境舒适 小区安静 户型方正 望景花园,和辉花园,南洲,3室2厅 ,78.57, 西北 , 其他 ,13,1999, 塔楼,20, 一年前发布,2700000.0,"34,365元/平",VR看装修 房本满五年 随时看房 
荟萃苑南向两房 小区管理  楼龄新 满五唯一,荟翠苑,新港西,2室1厅 ,66.56, 东 南 , 简装 ,9,1998, 塔楼,397, 一年前发布,1730000.0,"25,992元/平",近地铁 VR看装修 房本满五年 随时看房 
锦丽居 三房两卫带主套 出门就是地铁 视野开阔,锦丽居,东晓南,3室2厅 ,110.98, 西南 , 简装 ,23,2000, 塔楼,33, 2个月以前发布,5000000.0,"45,054元/平",近地铁 VR看装修 房本满两年 随时看房 
三号线地铁 聚德花苑 东北三房 业主诚心放卖,聚德花园,赤岗,3室2厅 ,94.33, 东 , 其他 ,9,1997, 塔楼,29, 10个月以前发布,3160000.0,"33,500元/平",VR看装修 房本满五年 随时看房 
琶洲片区近地铁100米 花园小区管理,粤信广场,赤岗,2室1厅 ,53.46, 东南 北 , 精装 ,9,1996, 塔楼,90, 7个月以前发布,2200000.0,"41,153元/平",近地铁 VR看装修 房本满五年 随时看房 
交通便利 ，格局方正， 采光通风好。,晓港湾,东晓南,2室1厅 ,69.6, 西 , 简装 ,23,1999, 塔楼,79, 一年前发布,2290000.0,"32,903元/平",VR房源 房本满五年 随时看房 
侨诚花园方正两房 西南向安静看花园 居住舒适生活方便,侨诚花园,东晓南,2室1厅 ,60.17, 南 西南 , 精装 ,9,1998, 塔楼,0, 1个月以前发布,1910000.0,"31,744元/平",近地铁 VR看装修 房本满五年 随时看房 
龙祥大厦   正规两房  业主诚意放卖,龙祥大厦,赤岗,2室1厅 ,64.46, 西 , 精装 ,10,1996, 塔楼,16, 7个月以前发布,1800000.0,"27,925元/平",近地铁 VR看装修 房本满五年 随时看房 
刚需两房，采光好，视野开阔，格局方正，业主急换房,赤岗苑,赤岗,3室1厅 ,64.14, 东 , 其他 ,9,1997, 塔楼,2, 10个月以前发布,2250000.0,"35,080元/平",VR看装修 房本满五年 随时看房 
有匙方便即看，客村小区管理大两房,鸿运花园,赤岗,2室2厅 ,77.72, 北 , 其他 ,9,1995, 塔楼,0, 3个月以前发布,3460000.0,"44,519元/平",近地铁 VR房源 房本满两年 随时看房 
繁华地段 小区环境优美 交通便捷 小区生活配套成熟,佳信花园,赤岗,2室2厅 ,79.89, 北 , 精装 ,11,2004, 塔楼,28, 一年前发布,4510000.0,"56,445元/平",近地铁 VR看装修 房本满五年 随时看房 
广州塔旁品质小区，满五年省重税，全明屋看小蛮腰,泓景花园,赤岗,2室1厅 ,87.37, 西北 , 简装 ,18,2006, 塔楼,8, 7个月以前发布,6080000.0,"69,511元/平",近地铁 VR房源 房本满五年 随时看房 
近地铁，交通方便，精装修，适合首套温馨安家,江南大道北,同福,2室1厅 ,43.68, 北 , 其他 ,5,1985, 板楼,6, 7个月以前发布,1290000.0,"29,533元/平",VR看装修 房本满两年 随时看房 
正规三房，户型方正，采光好，楼龄新,群星苑,新港西,3室2厅 ,94.0, 东北 , 简装 ,9,1997, 塔楼,11, 7个月以前发布,2700000.0,"28,724元/平",VR看装修 房本满五年 随时看房 
锦丽居 封闭式小区电梯三房 采光视野开阔  交通便利,锦丽居,东晓南,3室1厅 ,104.75, 东 , 其他 ,23,1999, 塔楼,7, 6个月以前发布,5080000.0,"48,497元/平",近地铁 VR看装修 房本满五年 随时看房 
富景花园 地理位置优越 方正一房 上车笋盘,富景花园,新港西,1室1厅 ,44.72, 东北 , 简装 ,32,2003, 塔楼,4, 10个月以前发布,1950000.0,"43,605元/平",近地铁 VR看装修 房本满五年 随时看房 
罗马家园 南北对流 安静看花园,罗马家园,沥滘,3室2厅 ,128.85, 南 北 , 精装 ,12,2007, 塔楼,12, 6个月以前发布,5070000.0,"39,282元/平",VR房源 房本满五年 随时看房 
两房 户型方正 实用 满五年 看房方便,赤岗三街17至23号小区,赤岗,2室1厅 ,62.22, 东 , 其他 ,8,1996, 塔楼,0, 1个月以前发布,2200000.0,"35,359元/平",VR看装修 房本满五年 随时看房 
证过五年，采光通风好，格局方正,赤岗一街大院赤岗一街,赤岗,2室1厅 ,58.51, 南 , 简装 ,9,1990, 塔楼,8, 11个月以前发布,2160000.0,"36,917元/平",近地铁 VR房源 房本满五年 随时看房 
电梯三房 南北通透  实用率高 生活方便,侨燕苑,江燕路,3室1厅 ,85.34, 南 北 , 简装 ,9,1999, 塔楼,39, 10个月以前发布,2750000.0,"32,225元/平",近地铁 VR看装修 房本满五年 随时看房 
晓安花苑 花园小区 实用新装三房带主套，满五年,晓安花园,昌岗,3室1厅 ,81.49, 北 , 精装 ,17,2000, 塔楼,99, 4个月以前发布,2600000.0,"31,906元/平",近地铁 VR房源 房本满五年 随时看房 
客村双地铁口，交通便利，南向大三房，景观视野好,影城花园,客村,2室1厅 ,105.65, 南 , 简装 ,27,2003, 塔楼,5, 一年前发布,5000000.0,"47,327元/平",近地铁 VR看装修 房本满五年 随时看房 
这套房子过五唯一，省税费，楼龄新。电梯楼。,索丽苑,赤岗,2室1厅 ,76.18, 南 , 其他 ,9,2008, 塔楼,11, 2个月以前发布,3200000.0,"42,006元/平",近地铁 VR房源 房本满五年 随时看房 
3/8客村地铁城市中轴线 装修新 满五 中楼层,金影花园,客村,2室1厅 ,58.06, 南 , 精装 ,8,1997, 塔楼,2, 9个月以前发布,2450000.0,"42,198元/平",近地铁 VR看装修 房本满五年 随时看房 
翠城六期 满五唯一免重税  花园式小区,翠城花园,江燕路,3室2厅 ,96.3, 北 , 其他 ,33,2009, 塔楼,48, 一年前发布,6100000.0,"63,344元/平",近地铁 VR房源 房本满五年 随时看房 
保利天悦舒适大三房  业主诚心,保利天悦公寓,万胜围,3室1厅 ,117.64, 南 , 精装 ,35,2016, 塔楼,13, 一年前发布,8000000.0,"68,005元/平",近地铁 房本满两年 随时看房 
此房东西对流，安静望花园，采光通风好，满五年唯一,罗马家园,沥滘,3室1厅 ,120.9, 东 西 , 精装 ,28,2007, 塔楼,30, 8个月以前发布,4750000.0,"39,282元/平",VR看装修 房本满五年 随时看房 
带天台 种花草 通水电  原装电梯一房一厅，方正实用，,嘉仕花园西区,滨江东,1室1厅 ,35.95, 东南 , 简装 ,9,2003, 塔楼,13, 一年前发布,2330000.0,"64,813元/平",近地铁 VR看装修 房本满五年 随时看房 
客村地铁 赤岗片区 电梯 采光好,景致花园,赤岗,2室1厅 ,54.9, 西南 , 精装 ,9,1997, 塔楼,32, 5个月以前发布,1980000.0,"36,066元/平",近地铁 VR房源 房本满两年 随时看房 
各付各税 格局好 视野宽阔 交通便利 配套完善,基立大厦,前进路,3室1厅 ,82.52, 东 , 简装 ,9,1998, 塔楼,7, 8个月以前发布,2600000.0,"31,508元/平",近地铁 VR看装修 房本满两年 随时看房 
满五年非唯一，精装修方正南向2房，欢迎看房,赤岗一街大院赤岗一街,赤岗,2室1厅 ,58.16, 南 , 其他 ,9,1990, 塔楼,19, 一年前发布,2200000.0,"37,827元/平",近地铁 VR看装修 房本满五年 随时看房 
聚龙花园，马赛克小区 地铁8号同福西站上盖 交通便利,聚龙花园,同福,1室1厅 ,34.72, 西 , 其他 ,9,1995, 塔楼,1, 9个月以前发布,1050000.0,"30,242元/平",近地铁 VR看装修 房本满两年 随时看房 
嘉仕花园东区 间隔方正 实用性两房,嘉仕花园东区,滨江东,2室2厅 ,69.84, 西北 , 简装 ,28,2003, 塔楼,52, 一年前发布,4500000.0,"64,433元/平",近地铁 VR看装修 房本满两年 随时看房 
富基B区 保利物业 全新未住过 诚意卖,富基广场,滨江中,2室2厅 ,97.9, 东南 , 精装 ,44,2012, 塔楼,6, 4个月以前发布,5500000.0,"56,180元/平",VR看装修 房本满两年 随时看房 
江南西板块 花园小区 厅出阳台正规两房 马赛克楼龄新,昌盛小区,宝岗,2室1厅 ,53.33, 东北 , 其他 ,9,2000, 塔楼,2, 2个月以前发布,2800000.0,"52,504元/平",近地铁 VR房源 房本满五年 随时看房 
南向，户型方正，附大平台种花养鱼。,逸景翠园,广州大道南,1室1厅 ,42.92, 南 , 简装 ,18,2006, 塔楼,23, 4个月以前发布,2650000.0,"61,743元/平",VR房源 房本满五年 随时看房 
富景花园 地理位置优越 方正一房 上车笋盘,富景花园,新港西,1室1厅 ,44.72, 东北 , 简装 ,32,2003, 塔楼,4, 10个月以前发布,1950000.0,"43,605元/平",近地铁 VR看装修 房本满五年 随时看房 
近地铁，交通方便，精装修，适合首套温馨安家,江南大道北,同福,2室1厅 ,43.68, 北 , 其他 ,5,1985, 板楼,6, 7个月以前发布,1290000.0,"29,533元/平",VR看装修 房本满两年 随时看房 
正规三房，户型方正，采光好，楼龄新,群星苑,新港西,3室2厅 ,94.0, 东北 , 简装 ,9,1997, 塔楼,11, 7个月以前发布,2700000.0,"28,724元/平",VR看装修 房本满五年 随时看房 
广州塔旁品质小区，满五年省重税，全明屋看小蛮腰,泓景花园,赤岗,2室1厅 ,87.37, 西北 , 简装 ,18,2006, 塔楼,8, 7个月以前发布,6080000.0,"69,511元/平",近地铁 VR房源 房本满五年 随时看房 
荔海鸣蝉花园 户型方正三房 实用率高 过五唯一,荔海鸣蝉花园,赤岗,3室1厅 ,80.35, 北 , 简装 ,9,1998, 塔楼,5, 2个月以前发布,2490000.0,"30,990元/平",近地铁 VR房源 房本满五年 随时看房 
两房 户型方正 实用 满五年 看房方便,赤岗三街17至23号小区,赤岗,2室1厅 ,62.22, 东 , 其他 ,8,1996, 塔楼,0, 1个月以前发布,2200000.0,"35,359元/平",VR看装修 房本满五年 随时看房 
业主刚新装修好！间隔好，厅出阳台！单边通风采光好！,坚真花园,赤岗,2室1厅 ,64.25, 东北 , 精装 ,12,2005, 塔楼,13, 3个月以前发布,3800000.0,"59,144元/平",近地铁 VR房源 房本满两年 随时看房 
罗马家园 南北对流 安静看花园,罗马家园,沥滘,3室2厅 ,128.85, 南 北 , 精装 ,12,2007, 塔楼,12, 6个月以前发布,5070000.0,"39,282元/平",VR房源 房本满五年 随时看房 
北向 高楼层电梯，交通便利，配套成熟，地铁500米,纵横公寓,赤岗,1室1厅 ,61.08, 北 , 精装 ,30,2012, 塔楼,0, 4个月以前发布,2600000.0,"42,568元/平",VR看装修 房本满两年 随时看房 
锦丽居 封闭式小区电梯三房 采光视野开阔  交通便利,锦丽居,东晓南,3室1厅 ,104.75, 东 , 其他 ,23,1999, 塔楼,7, 6个月以前发布,5080000.0,"48,497元/平",近地铁 VR看装修 房本满五年 随时看房 
地铁口100米！框架结构，马赛克外墙，可公积金贷款！,聚龙花园,同福,2室1厅 ,38.31, 北 , 简装 ,9,1996, 塔楼,5, 一年前发布,1230000.0,"32,107元/平",近地铁 VR看装修 房本满两年 随时看房 
繁华地段 小区环境优美 交通便捷 小区生活配套成熟,佳信花园,赤岗,2室2厅 ,79.89, 北 , 精装 ,11,2004, 塔楼,28, 一年前发布,4510000.0,"56,445元/平",近地铁 VR看装修 房本满五年 随时看房 
有匙方便即看，客村小区管理大两房,鸿运花园,赤岗,2室2厅 ,77.72, 北 , 其他 ,9,1995, 塔楼,0, 3个月以前发布,3460000.0,"44,519元/平",近地铁 VR房源 房本满两年 随时看房 
杏园小区 ，省级无占用 电梯已在用 全明屋对流,杏园小区,宝岗,2室1厅 ,66.63, 西北 , 精装 ,8,1990, 塔楼,11, 11个月以前发布,3290000.0,"49,378元/平",近地铁 VR看装修 房本满五年 随时看房 
逸华轩 小高层电梯 楼龄新净 琶洲会展商圈,逸华轩,赤岗,3室1厅 ,153.86, 西 , 其他 ,9,2004, 塔楼,1, 一年前发布,6400000.0,"41,597元/平",近地铁 VR看装修 房本满两年 随时看房 
业主诚心出* 保利红棉花园 正规一房一厅 格局方正,保利红棉花园,江燕路,1室1厅 ,37.92, 东北 , 简装 ,9,1997, 塔楼,55, 一年前发布,1200000.0,"31,646元/平",近地铁 VR看装修 房本满两年 随时看房 
玫瑰园 电梯大两房 朝向好 采光通风好,玫瑰园,江南西,2室1厅 ,98.69, 东 , 其他 ,19,2007, 板塔结合,3, 3个月以前发布,5750000.0,"58,264元/平",近地铁 VR房源 房本满五年 随时看房 
此房户型方正，保养新净，视野开阔，采光通风好，,时代廊桥,南洲,3室2厅 ,113.95, 南 , 精装 ,18,2004, 塔楼,64, 11个月以前发布,5550000.0,"48,706元/平",VR看装修 房本满两年 随时看房 
近龙潭地铁口 市区安静小区 电梯中层 有钥匙即看房,君晖苑,赤岗,2室1厅 ,79.24, 东南 , 简装 ,10,1997, 塔楼,0, 1个月以前发布,3200000.0,"40,384元/平",VR看装修 房本满两年 随时看房 
此房满五年 产权清晰 随时可以交易,光大花园水岸榕城,工业大道北,1室0厅 ,38.81, 东南 , 简装 ,17,2009, 塔楼,0, 3个月以前发布,2730000.0,"70,343元/平",近地铁 VR看装修 房本满五年 随时看房 
