双地铁 临江物业 户型方正 装修新净,悦涛雅苑,黄埔区府,2室2厅 ,67.36, 北 , 精装 ,13,2000, 塔楼,0,6,2820000.0,"41,865元/平",近地铁 VR房源 房本满五年 随时看房 
金融街南向小三房，楼层好视野开阔,金融街融穗御府,科学城,3室2厅 ,84.58, 南 , 其他 ,30,2016, 塔楼,6, 6个月以前发布,3500000.0,"41,381元/平",VR房源 房本满两年 
中海原山别墅 小区中间 位置安静 带双产权车位,中海誉城南苑,香雪,5室2厅 ,273.9, 南 , 毛坯 ,3, 板楼 , 联排别墅 ,5, 6个月以前发布,13480000.0,"49,216元/平",VR房源 房本满两年 
珠江嘉园 刚需必看  重新装修 满二唯一,珠江嘉园,科学城,3室2厅 ,91.41, 北 , 精装 ,32,2015, 塔楼,67, 一年前发布,2600000.0,"28,444元/平",VR看装修 房本满五年 
复古装修南向大三房 中楼层 采光好无遮挡,珠江嘉园,科学城,3室2厅 ,113.07, 南 , 精装 ,12,2017, 塔楼,3, 一年前发布,3060000.0,"27,063元/平",VR看装修 房本满两年 
珠江嘉园北向大三房 采光充足 红本在*,珠江嘉园,科学城,3室2厅 ,91.09, 北 , 精装 ,32,2015, 塔楼,36, 一年前发布,2220000.0,"24,372元/平",VR看装修 房本满五年 
南向大三房 釆光充足 中高楼层视野宽阔,珠江嘉园,科学城,3室2厅 ,101.42, 东南 , 精装 ,32,2015, 塔楼,5, 一年前发布,2510000.0,"24,749元/平",VR看装修 房本满五年 
珠江嘉园三房 朝北向 业主诚心放卖,珠江嘉园,科学城,3室2厅 ,91.19, 北 , 精装 ,32,2017, 塔楼,84, 一年前发布,2250000.0,"24,674元/平",VR看装修 房本满两年 
富力悦禧花园 高层 南向 三房 望山景 户型方正 安静,富力悦禧花园,开发东区,3室2厅 ,86.96, 南 , 精装 ,33,2017, 塔楼,7, 4个月以前发布,2600000.0,"29,899元/平",VR看装修 房本满两年 
奥园香雪华府 3室2厅 东南,奥园香雪华府,香雪,3室2厅 ,115.72, 东南 , 其他 ,32,2017, 塔楼,9, 9个月以前发布,6540000.0,"56,516元/平",近地铁 VR看装修 房本满两年 
地铁口旁 东南向大三房 视野广阔 采光通风好,腾飞园中新里,知识城,3室1厅 ,113.46, 南 , 精装 ,25,2016, 塔楼,0, 2个月以前发布,3080000.0,"27,147元/平",近地铁 VR看装修 房本满两年 
黄埔科学城长岭居金融街融穗御府93平的南向3房，,金融街融穗御府,科学城,3室1厅 ,92.76, 南 , 精装 ,30,2016, 塔楼,156, 一年前发布,3900000.0,"42,044元/平",VR看装修 房本满两年 
双地铁 小区门口20米距离 交通便利,金逸雅居,黄埔区府,3室1厅 ,118.59, 东南 , 其他 ,17,2006, 塔楼,5, 5个月以前发布,4310000.0,"36,330元/平",近地铁 VR房源 房本满五年 
鹤林苑 温馨小两房 交通便利 配套成熟,鹤林苑,大沙地,2室1厅 ,47.02, 北 , 精装 ,9,2000, 塔楼,2, 2个月以前发布,1600000.0,"34,029元/平",近地铁 VR房源 房本满五年 
港湾三村 地铁五号线 刚需两房 配套齐全，交通便利,港湾三村,大沙地,2室1厅 ,49.37, 南 北 , 其他 ,6,1990, 板楼,8, 4个月以前发布,1750000.0,"35,447元/平",VR看装修 房本满五年 
实地常春藤精装南向三房，业主诚心放卖，保养好,实地常春藤,科学城,3室2厅 ,96.84, 东南 , 精装 ,27,2017, 塔楼,12, 10个月以前发布,3000000.0,"30,979元/平",VR看装修 房本满两年 
东城华庭 温馨小两房 采光充足 视野开阔,泰景花园东城华庭,黄埔区府,2室1厅 ,77.98, 北 , 精装 ,27,2012, 塔楼,26, 7个月以前发布,2730000.0,"34,915元/平",近地铁 VR房源 房本满五年 
祥辉广场  南向电梯两房  过五唯一,祥辉广场,文冲,2室2厅 ,87.24, 东 东南 南 , 精装 ,13,2000, 塔楼,79, 10个月以前发布,2080000.0,"23,843元/平",近地铁 VR看装修 房本满五年 
房子动静分离高楼层视野开阔，带车位,奥园香雪华府,香雪,3室2厅 ,87.57, 东北 , 精装 ,32,2019, 塔楼,4, 5个月以前发布,4300000.0,"49,104元/平",近地铁 VR看装修 房本满两年 
东荟城满五位置居中  东南向单边位,万科东荟城,香雪,4室2厅 ,141.98, 东南 , 精装 ,33,2016, 塔楼,1, 4个月以前发布,7300000.0,"51,416元/平",VR看装修 房本满五年 
采光好 通风，户型方正，。。。，，，，，,东城雅苑,开发东区,3室2厅 ,131.31, 南 , 精装 ,21,2005, 塔楼,4, 一年前发布,3090000.0,"23,533元/平",VR房源 房本满两年 
万科东荟城  南向小三房 安静舒适  楼层位置好,万科东荟城,香雪,3室2厅 ,85.98, 南 , 精装 ,18,2015, 塔楼,4, 一年前发布,4200000.0,"48,849元/平",VR看装修 房本满五年 
海安小区，实用方正，舒适三房，一梯两户，南北对流，,海安小区,文冲,2室1厅 ,83.71, 南 , 简装 ,9,1998, 塔楼,1, 一年前发布,3100000.0,"37,033元/平",近地铁 VR看装修 房本满五年 
奥园春晓精装南向91平三房 横厅户型 位置安静,奥园春晓,科学城,3室2厅 ,90.82, 南 , 精装 ,18,2014, 塔楼,0, 7个月以前发布,3800000.0,"41,842元/平",近地铁 VR看装修 房本满两年 
奥园春晓精装三房 中楼层位置安静 望花园 诚心放卖,奥园春晓,科学城,3室2厅 ,88.95, 北 , 精装 ,18,2014, 塔楼,12, 11个月以前发布,3150000.0,"35,414元/平",近地铁 VR看装修 房本满两年 
房子采用精装修，格局方正，高楼层,实地常春藤,科学城,3室1厅 ,90.56, 西南 , 其他 ,33,2018, 塔楼,2, 8个月以前发布,2580000.0,"28,490元/平",VR看装修 房本满两年 
户型方正， 全新装修， 采光无限好，实用率高,实地常春藤,科学城,3室2厅 ,96.0, 南 , 精装 ,27,2018, 塔楼,9, 一年前发布,3480000.0,"36,250元/平",VR看装修 房本满两年 
房子位于高楼层无按揭，南北对流，采光好视野开阔,奥园香雪公馆,香雪,3室2厅 ,93.97, 南 , 精装 ,32,2017, 塔楼,69, 一年前发布,5400000.0,"57,466元/平",近地铁 VR看装修 房本满两年 
户型方正，全新装修，中高楼层，采光无限好,实地常春藤,科学城,3室2厅 ,96.73, 西南 , 精装 ,27,2018, 塔楼,7, 一年前发布,2940000.0,"30,394元/平",VR看装修 房本满两年 
万科城市花园精致实用两房大型园林小区,万科城市花园,文冲,2室2厅 ,74.55, 西南 , 精装 ,18,2003, 塔楼,597, 一年前发布,3070000.0,"41,176元/平",近地铁 VR看装修 房本满五年 
新小区，望山景，位置安静，户型方正,峰湖御境,科学城,3室2厅 ,92.0, 西北 北 , 其他 ,33,2018, 塔楼,0, 1个月以前发布,4100000.0,"44,566元/平",VR看装修 房本满两年 
宝能文化广场 东南向中高三房 视野开阔  四月满二,宝能文化广场,科学城,3室2厅 ,94.57, 东南 , 精装 ,31,2018, 塔楼,36, 一年前发布,5500000.0,"58,158元/平",近地铁 VR看装修 房本满两年 
房子正南向采光充足，高楼层视野好带车位卖,奥园香雪公馆,香雪,3室2厅 ,94.06, 南 , 精装 ,22,2017, 塔楼,6, 6个月以前发布,5000000.0,"53,158元/平",近地铁 VR看装修 房本满两年 
万科山景城 北外别墅 上叠居住舒服,万科山景城,科学城,4室2厅 ,74.91, 北 , 精装 ,4,2015, 塔楼,6, 5个月以前发布,5980000.0,"79,830元/平",VR房源 房本满两年 
过五唯一，居住舒适，房屋安静。,龙光峰景华庭,科学城,3室2厅 ,88.65, 东北 , 精装 ,18,2009, 塔楼,2, 2个月以前发布,2530000.0,"28,463元/平",VR看装修 房本满五年 
东荟城小区中间位置    满五免重税,万科东荟城,香雪,4室2厅 ,141.98, 东南 , 精装 ,33,2016, 塔楼,82, 5个月以前发布,6780000.0,"47,754元/平",VR看装修 房本满五年 
山景城 南向双阳台 业主诚心放卖,万科山景城,科学城,4室2厅 ,77.34, 南 , 精装 ,4,2015, 塔楼,10, 一年前发布,6000000.0,"77,580元/平",VR房源 房本满两年 
君合雅居 2室1厅 南,君合雅居,开发西区,2室1厅 ,91.48, 南 , 简装 ,15,2010, 塔楼,0, 2个月以前发布,2500000.0,"27,329元/平",VR看装修 房本满五年 
中高楼层，采光充足，满五年，配套设施齐全,萝岗金晖苑,开发西区,2室1厅 ,73.45, 北 , 简装 ,9,2001, 塔楼,8, 一年前发布,2080000.0,"28,319元/平",VR看装修 房本满五年 
房子位于小区中间楼栋.安静位置.保养也很好,保利越秀岭南林语,科学城,3室1厅 ,91.79, 东北 , 其他 ,33,2016, 塔楼,11, 一年前发布,3750000.0,"40,855元/平",VR看装修 房本满两年 
花园小区，配套成熟，中楼层，精装三房，臻享优质商圈,佳兆业城市广场,沙村,3室1厅 ,83.8, 西南 , 精装 ,30,2019, 塔楼,0, 2个月以前发布,2850000.0,"34,010元/平",VR看装修 房本满两年 
万科金色悦府 南北对流 大三房带主套 带精装修,万科金色悦府,文冲,3室2厅 ,100.06, 南 , 精装 ,31,2012, 塔楼,17, 9个月以前发布,4540000.0,"45,294元/平",近地铁 VR看装修 房本满五年 
此房满两年，望花园，楼层好，视野开阔采光好,万科东荟城,香雪,3室2厅 ,101.79, 东南 , 其他 ,32,2016, 塔楼,35, 一年前发布,4600000.0,"45,192元/平",VR看装修 房本满两年 
富力悦禧高层两房，近天河，背靠丹水坑风景区。空气好,富力悦禧花园,开发东区,2室2厅 ,75.17, 北 , 精装 ,33,2017, 塔楼,0, 2个月以前发布,2200000.0,"29,267元/平",VR看装修 房本满两年 
满五年 舒适大三房 通风采光好 望花园,万科金色梦想,香雪,3室1厅 ,95.33, 南 , 精装 ,28,2014, 板塔结合,2, 1个月以前发布,3600000.0,"37,764元/平",VR房源 房本满五年 
看房方便，采光充足，：精装修，保养的很好。,时代春树里,香雪,3室2厅 ,81.69, 北 , 其他 ,34,2017, 塔楼,12, 4个月以前发布,2730000.0,"33,420元/平",VR看装修 房本满两年 
万科东荟城，南向三房，免费车位，自住保养好，税费少,万科东荟城,香雪,3室2厅 ,86.08, 南 , 精装 ,28,2015, 塔楼,48, 一年前发布,4000000.0,"46,469元/平",VR看装修 房本满五年 
业主包增值税，南向单边位高楼层，望别墅近公园,时代春树里,香雪,3室2厅 ,93.48, 南 , 精装 ,27,2016, 塔楼,1, 2个月以前发布,3450000.0,"36,907元/平",VR看装修 房本满两年 
东荟城四房安静位置　满五年产权清晰　中间楼层,万科东荟城,香雪,4室2厅 ,123.0, 东南 , 其他 ,28,2016, 塔楼,0, 4个月以前发布,6000000.0,"48,781元/平",VR看装修 房本满五年 
中海誉城南苑南向三房，望泳池景观好，通风采光好,中海誉城南苑,香雪,3室1厅 ,93.35, 南 , 精装 ,33,2015, 塔楼,6, 4个月以前发布,3650000.0,"39,101元/平",VR看装修 房本满两年 
万科东荟城A区中间位置四房两卫，安静舒适,万科东荟城,香雪,4室2厅 ,124.26, 南 , 精装 ,33,2016, 塔楼,0, 1个月以前发布,5650000.0,"45,470元/平",VR看装修 房本满五年 
东时区 电梯三房 楼龄新 中楼层 南向 户型方正,天伦东时区,黄埔区府,3室2厅 ,92.2, 南 , 简装 ,18,2009, 塔楼,0, 1个月以前发布,4800000.0,"52,061元/平",VR看装修 房本满五年 
此房是电梯房，业主诚心卖，交通方便，省一级教育,尚品华庭,开发西区,2室1厅 ,81.71, 南 , 其他 ,19,2011, 塔楼,20, 6个月以前发布,2040000.0,"24,967元/平",VR看装修 房本满五年 
鸿森大厦 电梯三房一厅 业主急卖,鸿森大厦,夏园,3室1厅 ,92.51, 北 , 简装 ,9,1998, 塔楼,6, 4个月以前发布,2490000.0,"26,917元/平",近地铁 VR房源 房本满五年 
地铁口旁 东南向大三房 视野广阔 采光通风好,腾飞园中新里,知识城,3室1厅 ,113.46, 南 , 精装 ,25,2016, 塔楼,0, 2个月以前发布,3080000.0,"27,147元/平",近地铁 VR看装修 房本满两年 
双地铁 小区门口20米距离 交通便利,金逸雅居,黄埔区府,3室1厅 ,118.59, 东南 , 其他 ,17,2006, 塔楼,5, 5个月以前发布,4310000.0,"36,330元/平",近地铁 VR房源 房本满五年 
万科东荟城 A区三房 南北对流 高楼层 视野开阔 位置好,万科东荟城,香雪,3室2厅 ,100.81, 南 , 精装 ,32,2016, 塔楼,3, 5个月以前发布,5050000.0,"50,095元/平",VR看装修 房本满两年 
珠江嘉园北向三房 釆光充足 中高楼层视野宽阔,珠江嘉园,科学城,3室2厅 ,91.41, 北 , 精装 ,32,2015, 塔楼,6, 一年前发布,2400000.0,"26,256元/平",VR看装修 房本满五年 
房子看花园，户型动静分离，自住保养好，次新房,奥园香雪华府,香雪,3室1厅 ,87.57, 北 , 精装 ,32,2017, 塔楼,10, 2个月以前发布,3850000.0,"43,965元/平",近地铁 VR看装修 房本满两年 
电梯大四房 采光通风都很好 户型方正,天虹花园,大沙地,4室2厅 ,111.74, 南 北 , 精装 ,9,2006, 塔楼,7, 一年前发布,4990000.0,"44,658元/平",VR房源 房本满五年 
金梦稀有东南向两房，业主自住，保养好，看房方便,万科金色梦想,香雪,2室1厅 ,64.96, 东南 , 精装 ,34,2015, 板塔结合,140, 一年前发布,2480000.0,"38,178元/平",VR看装修 房本满两年 
满五唯一 层高3米 三房 产权清晰 随时可交易 交通便利,龙光峰景华庭,科学城,3室2厅 ,86.3, 东北 , 简装 ,18,2009, 塔楼,30, 7个月以前发布,2460000.0,"28,463元/平",VR看装修 房本满五年 
龙光三房，南向通风户型方正，楼层好，产权清晰,龙光峰景华庭,科学城,3室2厅 ,91.57, 南 , 精装 ,18,2009, 塔楼,23, 一年前发布,2610000.0,"28,463元/平",VR看装修 房本满五年 
乙烯大院  三房两厅  房改房 近地铁,乙烯大院,黄埔区府,3室1厅 ,96.0, 南 , 精装 ,8,1998, 塔楼,3, 4个月以前发布,3650000.0,"38,021元/平",近地铁 VR房源 房本满五年 
中间望园林 区政府旁 科学城 双地铁 近校园,科城山庄峻森园,科学城,4室2厅 ,147.03, 南 北 , 精装 ,18,2015, 塔楼,32, 6个月以前发布,5760000.0,"39,118元/平",VR看装修 房本满五年 
户型方正.中高楼层，采光通风好，业主诚心卖.,广州绿地城,知识城,3室1厅 ,94.13, 南 , 精装 ,33,2017, 板塔结合,7, 一年前发布,3200000.0,"33,996元/平",VR看装修 房本满两年 
中海誉城北苑三室两厅 望小区山景 可观日出  满五唯一,中海誉城北苑,香雪,3室2厅 ,133.73, 东北 , 其他 ,33,2014, 塔楼,48, 一年前发布,4100000.0,"30,659元/平",VR看装修 房本满五年 
精装两房，户型方正实用，采光充足，视野开阔！,宏康花园五期宏康东筑,开发东区,2室2厅 ,81.3, 东南 , 精装 ,20,2009, 塔楼,53, 一年前发布,2050000.0,"25,216元/平",VR看装修 房本满五年 
南向三房漂亮装修 户型方正 保养好 近地铁口,广州绿地城,知识城,3室2厅 ,95.11, 西南 , 精装 ,33,2017, 板塔结合,3, 6个月以前发布,3000000.0,"31,543元/平",VR看装修 房本满两年 
黄埔花园 近裕丰围地铁口 三开间朝南向 中层大两房,黄埔花园,黄埔区府,2室1厅 ,89.24, 南 , 其他 ,14,2006, 塔楼,7, 3个月以前发布,3460000.0,"38,662元/平",近地铁 VR房源 房本满两年 
中高层南向三房 视野采光好 户型方正实用,广州绿地城,知识城,3室2厅 ,114.66, 南 , 精装 ,33,2017, 板塔结合,4, 7个月以前发布,3750000.0,"32,706元/平",VR看装修 房本满两年 
业主置换变现，保养的很好，改善三房！,中海誉城南苑,香雪,3室2厅 ,121.48, 东南 南 , 精装 ,33,2015, 塔楼,1, 7个月以前发布,4390000.0,"36,138元/平",VR看装修 房本满两年 
中高层南向三房 视野采光好 户型方正实用,广州绿地城,知识城,3室2厅 ,95.11, 西南 , 精装 ,33,2017, 板塔结合,5, 7个月以前发布,2850000.0,"29,966元/平",VR看装修 房本满两年 
户型方正实用，配套成熟，交通便利。,广州绿地城,知识城,3室2厅 ,85.42, 北 , 精装 ,33,2017, 板塔结合,7, 8个月以前发布,2730000.0,"31,960元/平",VR看装修 房本满两年 
中高层 位置好 近地铁诚心放盘,广州绿地城,知识城,2室1厅 ,74.43, 北 , 简装 ,33,2017, 板塔结合,1, 9个月以前发布,2500000.0,"33,589元/平",VR房源 房本满两年 
时代天韵 3室2厅 南,时代天韵,知识城,3室2厅 ,107.0, 南 , 精装 ,23,2018, 塔楼,13, 7个月以前发布,3800000.0,"35,515元/平",近地铁 VR看装修 房本满两年 
幸福誉二期中层4房，遥望凤凰湖，诚心放卖。,万科幸福誉,知识城,4室2厅 ,143.25, 东南 , 精装 ,34,2014, 板塔结合,5, 7个月以前发布,5390000.0,"37,627元/平",近地铁 VR看装修 房本满两年 
次新房 满五年唯一 中高层 业主有心卖随时可以看房,丰逸尚居,文冲,3室2厅 ,104.39, 北 , 精装 ,29,2012, 塔楼,1, 5个月以前发布,5200000.0,"49,814元/平",近地铁 VR看装修 房本满五年 
怡港花园 中层两房 户型方正 采光好,怡港花园,黄埔区府,2室1厅 ,76.0, 西 , 精装 ,9,1999, 塔楼,1, 4个月以前发布,2550000.0,"33,509元/平",VR看装修 房本满五年 
南向望花园，视野采光好，保养好,佳兆业城市广场,沙村,3室2厅 ,82.83, 东南 , 精装 ,32,2019, 塔楼,1, 6个月以前发布,2960000.0,"35,736元/平",VR看装修 房本满两年 
泰景花园  中楼层  安静不吵  户型方正  采光好,泰景花园,黄埔区府,3室2厅 ,96.0, 东南 , 其他 ,8,2006, 塔楼,1, 5个月以前发布,3360000.0,"34,915元/平",近地铁 VR看装修 房本满五年 
地铁口南向三房 户型方正，采光通风好,广州绿地城,知识城,3室2厅 ,91.52, 东南 , 简装 ,33,2017, 板塔结合,5, 5个月以前发布,3000000.0,"32,780元/平",VR看装修 房本满两年 
湖光山色，人车分流的幸福誉好房子就在这里,万科幸福誉,知识城,3室2厅 ,87.3, 东北 , 精装 ,33,2014, 板塔结合,8, 6个月以前发布,2480000.0,"28,408元/平",近地铁 VR看装修 房本满两年 
南北通透格局，地铁文冲站旁，采光通风好，位置安静,石化生活区,文冲,2室1厅 ,61.74, 南 北 , 精装 ,6,1980, 塔楼,14, 8个月以前发布,2120000.0,"34,338元/平",近地铁 VR看装修 房本满五年 
