此小区位于广州后花园之都从化流溪河。,翰林国际,旧城区,4室2厅 ,118.34, 南 , 精装 ,11,2018, 板楼,14, 10个月以前发布,1080000.0,"9,127元/平",VR看装修 房本满两年 随时看房 
雅居乐 流溪河边大4房2厅采光好格局实用,雅居乐小院流溪,赤草,4室2厅 ,211.55, 南 , 毛坯 ,3, 塔楼 , 联排别墅 ,31, 5个月以前发布,2350000.0,"11,109元/平",VR房源 房本满五年 随时看房 
方正三房 望花园 格局方正 流溪河边 配套齐全,人盛巴厘天地,神岗镇,3室1厅 ,101.56, 北 , 毛坯 ,17,2013, 塔楼,1, 一年前发布,1110000.0,"10,930元/平",VR看装修 房本满五年 随时看房 
流溪河畔，联排边位别墅，三面采光，大花园，南北对流,珠光流溪御景,赤草,5室2厅 ,263.25, 南 , 毛坯 ,3,2015, 暂无数据,12, 一年前发布,4200000.0,"15,955元/平",VR房源 房本满五年 随时看房 
雅居乐叠墅，此房是上叠墅，格局方正实用。,雅居乐小院流溪,赤草,5室2厅 ,243.69, 南 , 毛坯 ,2,2009, 塔楼,7, 5个月以前发布,2600000.0,"10,670元/平",VR房源 房本满五年 随时看房 
同类户型花园*大，位置安静采光好，出入停车方便,逸泉山庄,赤草,6室2厅 ,296.69, 南 , 毛坯 ,3,2008, 板塔结合,7, 一年前发布,6800000.0,"22,920元/平",VR房源 房本满五年 随时看房 
雅居乐小院流溪 阳台房间都全景对望河景观和别墅,雅居乐小院流溪,赤草,3室2厅 ,116.0, 南 北 , 毛坯 ,18,2015, 塔楼,3, 4个月以前发布,1360000.0,"11,725元/平",VR看装修 房本满两年 随时看房 
大城云山 地铁700米 南向大3房复式,大城云山,太平镇,4室2厅 ,114.25, 东南 , 毛坯 ,11,2016, 塔楼,38, 一年前发布,1650000.0,"14,443元/平",近地铁 VR看装修 房本满五年 随时看房 
荔林春晓 电梯房，视野开阔，户型方正,荔林春晓,太平镇,3室2厅 ,94.56, 东北 , 毛坯 ,18,2016, 塔楼,29, 一年前发布,1000000.0,"10,576元/平",近地铁 VR看装修 房本满两年 随时看房 
精装修双阳台，南北对流，风景好,逸泉山庄,赤草,2室2厅 ,93.99, 南 , 精装 ,15,2010, 塔楼,5, 8个月以前发布,1300000.0,"13,832元/平",近地铁 VR看装修 房本满五年 随时看房 
富力泉天下 3室2厅 南,富力泉天下,温泉镇,3室2厅 ,127.11, 南 , 精装 ,23,2014, 塔楼,0, 10个月以前发布,1200000.0,"9,441元/平",VR看装修 房本满五年 随时看房 
好山，好水，好身体。空气清新环境优美,富力泉天下,温泉镇,2室1厅 ,83.39, 西北 北 , 精装 ,18,2014, 塔楼,5, 一年前发布,750000.0,"8,994元/平",VR看装修 房本满两年 随时看房 
从化温泉富力泉天下 二房带露台 层野山林间满山负离子,富力泉天下,温泉镇,2室1厅 ,81.83, 东北 , 精装 ,18,2013, 塔楼,11, 5个月以前发布,670000.0,"8,188元/平",VR看装修 房本满两年 随时看房 
从化温泉财富小镇 富力泉天下 度假养生别墅 休闲之选,富力泉天下,温泉镇,3室2厅 ,190.96, 东南 , 毛坯 ,3,2013, 塔楼,2, 11个月以前发布,2100000.0,"10,998元/平",VR房源 房本满两年 随时看房 
富力泉天下别墅 能看流溪河 景观好 位置靓 合适请点击,富力泉天下,温泉镇,3室2厅 ,165.9, 东南 , 精装 ,3, 塔楼 , 联排别墅 ,49, 6个月以前发布,2000000.0,"12,056元/平",VR房源 房本满两年 随时看房 
业主急* 户型方正三房  配套全,星汇峰,太平镇,3室2厅 ,108.0, 西南 , 简装 ,12,2010, 塔楼,1, 一年前发布,1300000.0,"12,038元/平",VR看装修 房本满五年 随时看房 
紫泉翠荔嘉高层园西南向的大户型房子,紫泉翠荔嘉园,太平镇,4室2厅 ,138.0, 西南 , 其他 ,18,2010, 塔楼,3, 一年前发布,1790000.0,"12,972元/平",VR看装修 房本满五年 随时看房 
方圆明月山溪 2室2厅 东南 南,方圆明月山溪,温泉镇,2室2厅 ,84.5, 东南 南 , 精装 ,18,2014, 塔楼,1, 2个月以前发布,860000.0,"10,178元/平",VR看装修 房本满五年 随时看房 
逸泉山庄 4室1厅 南,逸泉山庄,赤草,4室1厅 ,151.47, 南 , 其他 ,15,2010, 板楼,1, 7个月以前发布,1800000.0,"11,884元/平",近地铁 VR看装修 房本满五年 随时看房 
一楼大花园    大四房 格局好,紫泉翠荔嘉园,太平镇,4室2厅 ,150.72, 南 , 精装 ,6,2006, 板楼,15, 7个月以前发布,1950000.0,"12,938元/平",VR看装修 房本满五年 随时看房 
大城云山成熟大盘！距离地铁太平站约800米！！！,大城云山,太平镇,3室2厅 ,113.59, 南 北 , 毛坯 ,11,2016, 塔楼,7, 一年前发布,1600000.0,"14,086元/平",近地铁 VR看装修 房本满五年 随时看房 
内街一巷 3室2厅 东南,内街一巷,神岗镇,3室2厅 ,87.19, 东南 , 精装 ,5,2006, 暂无数据,17, 一年前发布,760000.0,"8,717元/平",VR看装修 房本满两年 随时看房 
急急急 2梯4户 采光充足 视野开阔南向电梯三房,星汇峰,太平镇,3室2厅 ,108.79, 南 北 , 毛坯 ,12,2010, 塔楼,2, 5个月以前发布,1180000.0,"10,847元/平",VR看装修 房本满两年 
通风好，采光充足，精装， 视野宽阔,紫泉翠荔嘉园,太平镇,4室2厅 ,138.05, 东南 , 毛坯 ,18,2010, 塔楼,1, 6个月以前发布,1700000.0,"12,315元/平",VR房源 房本满五年 随时看房 
地理位置优越交通方便，小区配套设施齐全小区管理严谨,珠江壹城,神岗镇,3室2厅 ,141.64, 南 北 , 精装 ,28,2017, 板塔结合,11, 一年前发布,1840000.0,"12,991元/平",近地铁 VR看装修 房本满两年 随时看房 
山水城南向望花园 户型好 楼层靓 安静,珠光御景山水城,江浦街,4室2厅 ,142.74, 南 北 , 毛坯 ,18,2014, 板楼,0, 2个月以前发布,1370000.0,"9,598元/平",VR看装修 房本满两年 随时看房 
珠江壹城 大三房 南北对流 采光好,珠江壹城,神岗镇,3室2厅 ,114.0, 西南 , 精装 ,28,2016, 板塔结合,4, 9个月以前发布,1450000.0,"12,720元/平",VR看装修 房本满两年 随时看房 
温泉小镇 景观 漂亮  保养新净  带装修 南北通明户型,方圆明月山溪,温泉镇,2室2厅 ,84.48, 东南 , 精装 ,18,2014, 塔楼,7, 11个月以前发布,820000.0,"9,707元/平",VR看装修 房本满五年 随时看房 
位于流溪河畔，近公园，绿化环境好，空气好,紫泉流溪湾,太平镇,3室2厅 ,88.67, 北 , 毛坯 ,17,2016, 板楼,2, 5个月以前发布,1120000.0,"12,632元/平",VR看装修 房本满两年 随时看房 
位于流溪河畔，近公园，绿化环境好，空气好,紫泉流溪湾,太平镇,3室2厅 ,88.84, 北 , 毛坯 ,17,2016, 板楼,1, 5个月以前发布,1100000.0,"12,382元/平",VR看装修 房本满两年 随时看房 
东方夏湾拿 4室2厅 北,东方夏湾拿,太平镇,4室2厅 ,143.9, 北 , 简装 ,3, 板塔结合 , 独栋别墅 ,15, 3个月以前发布,2430000.0,"16,887元/平",VR房源 房本满五年 随时看房 
此房装修保养好 ，楼层好 实用率高,紫泉翠荔嘉园,太平镇,3室2厅 ,103.93, 西北 , 精装 ,6,2007, 塔楼,1, 6个月以前发布,1230000.0,"11,835元/平",VR看装修 房本满两年 随时看房 
税费低，配套完善，交通方便，装修高大上,紫泉翠荔嘉园,太平镇,4室1厅 ,151.48, 南 , 其他 ,6,2006, 板楼,22, 一年前发布,1660000.0,"10,959元/平",VR房源 房本满五年 随时看房 
景观 漂亮  保养新净  带装修 南北通明户型正,方圆明月山溪,温泉镇,2室2厅 ,84.48, 南 , 精装 ,18,2014, 塔楼,5, 11个月以前发布,900000.0,"10,654元/平",VR看装修 房本满五年 随时看房 
巴厘天地毛坯大三房，中楼层，采光好，生活便利,人盛巴厘天地,神岗镇,3室2厅 ,129.61, 东南 , 毛坯 ,17,2012, 塔楼,0, 一年前发布,1360000.0,"10,494元/平",VR看装修 房本满五年 随时看房 
巴厘天地，小区绿化好，交通便利，生活配套成熟,人盛巴厘天地,神岗镇,3室2厅 ,101.65, 西南 , 毛坯 ,17,2013, 塔楼,29, 一年前发布,900000.0,"8,854元/平",VR看装修 房本满两年 随时看房 
带精装修，格局方正，光线充足！,人盛巴厘天地,神岗镇,3室2厅 ,84.69, 东 , 精装 ,18,2018, 塔楼,16, 一年前发布,1100000.0,"12,989元/平",VR看装修 房本满两年 随时看房 
珠江壹城4房2厅2卫，户型很好，户户朝南,珠江壹城,神岗镇,4室2厅 ,145.78, 西南 , 精装 ,28,2018, 板塔结合,3, 一年前发布,2000000.0,"13,720元/平",近地铁 VR看装修 房本满两年 随时看房 
中高楼层毛坯三房 三房两卫 刚需实用,人盛巴厘天地,神岗镇,3室2厅 ,101.66, 西北 , 毛坯 ,17,2013, 塔楼,2, 一年前发布,1020000.0,"10,034元/平",VR看装修 房本满五年 随时看房 
生活配套，交通便捷，市场就在小区楼下,人盛巴厘天地,神岗镇,3室2厅 ,127.03, 东南 , 毛坯 ,17,2012, 塔楼,0, 3个月以前发布,1180000.0,"9,290元/平",VR看装修 房本满五年 随时看房 
通风采光好 装修保养新 望花园 环境优美 度假养生之选,方圆明月山溪,温泉镇,3室2厅 ,160.35, 南 , 精装 ,16,2012, 塔楼,16, 8个月以前发布,1336000.0,"8,332元/平",VR看装修 房本满五年 随时看房 
紫泉翠荔嘉园楼梯复式 可造空间大 中间位,紫泉翠荔嘉园,太平镇,3室1厅 ,88.98, 东南 , 毛坯 ,6,2007, 塔楼,23, 一年前发布,1090000.0,"12,250元/平",VR看装修 房本满五年 随时看房 
巴厘天地上苑 景观三房 带精装 拎包入住 配套完善,人盛巴厘天地,神岗镇,3室2厅 ,103.18, 东南 , 精装 ,18,2018, 塔楼,14, 一年前发布,1150000.0,"11,146元/平",VR看装修 房本满两年 随时看房 
富力泉天下 3室2厅 南,富力泉天下,温泉镇,3室2厅 ,190.53, 南 , 毛坯 ,3,2014, 塔楼,1, 9个月以前发布,2090000.0,"10,970元/平",VR房源 房本满五年 随时看房 
神岗市场  电梯3房  复式  生活便利,人盛巴厘天地,神岗镇,3室1厅 ,101.65, 东南 , 毛坯 ,17,2013, 塔楼,0, 4个月以前发布,1160000.0,"11,412元/平",VR看装修 房本满两年 随时看房 
珠江壹城~大四房大两厅南北对流,珠江壹城,神岗镇,4室2厅 ,143.66, 西南 , 精装 ,28,2017, 板塔结合,2, 一年前发布,2000000.0,"13,922元/平",近地铁 VR看装修 房本满两年 随时看房 
电梯高层  2梯4户  时代印象旁,云星钱隆天誉,太平镇,4室2厅 ,133.78, 南 , 毛坯 ,25,2017, 塔楼,3, 6个月以前发布,1586000.0,"11,856元/平",VR看装修 房本满两年 随时看房 
地铁口四房、低密度、环境优美、雅居乐物业管理,雅居乐小院流溪,赤草,4室2厅 ,149.68, 东南 , 毛坯 ,6,2017, 塔楼,11, 10个月以前发布,1550000.0,"10,356元/平",VR看装修 房本满两年 随时看房 
此房满两年，南北对流 ，电梯两房，无遮挡。,华标荔苑,太平镇,2室2厅 ,89.65, 东北 , 毛坯 ,12,2013, 塔楼,25, 一年前发布,1180000.0,"13,163元/平",近地铁 VR看装修 房本满五年 随时看房 
业主急卖，证过二，有抵押，业主自还,雅居乐小院流溪,赤草,3室2厅 ,116.44, 北 , 毛坯 ,16,2015, 塔楼,1, 11个月以前发布,1330000.0,"11,423元/平",VR看装修 房本满两年 随时看房 
格局方正无改动，低楼层，大四房带主套。,雅居乐小院流溪,赤草,4室2厅 ,140.37, 南 , 毛坯 ,17,2013, 塔楼,1, 11个月以前发布,1250000.0,"8,906元/平",VR看装修 房本满两年 随时看房 
地铁口四房、一线河景、环境优美、雅居乐物业管理,雅居乐小院流溪,赤草,4室2厅 ,147.39, 南 北 , 毛坯 ,18,2015, 塔楼,2, 1个月以前发布,1550000.0,"10,517元/平",VR看装修 房本满两年 随时看房 
大城云山，地铁口600米东南向电梯3房,大城云山,太平镇,3室2厅 ,105.4, 东南 北 , 其他 ,22,2018, 塔楼,35, 一年前发布,1250000.0,"11,860元/平",近地铁 VR看装修 房本满两年 随时看房 
紫泉流溪湾  电梯三房  格局方正,紫泉流溪湾,太平镇,3室2厅 ,127.66, 东南 , 毛坯 ,18,2016, 板楼,0, 一年前发布,1650000.0,"12,925元/平",VR看装修 房本满两年 随时看房 
交通便利，生活配套全，业主急卖,星汇峰,太平镇,3室1厅 ,100.03, 南 , 毛坯 ,6,2010, 平房,16, 一年前发布,1200000.0,"11,997元/平",VR看装修 房本满五年 随时看房 
大城云山   电梯三房看房方便,大城云山,太平镇,3室2厅 ,125.04, 东南 , 毛坯 ,17,2013, 塔楼,4, 一年前发布,1750000.0,"13,996元/平",近地铁 VR看装修 房本满两年 随时看房 
户型好，格局好，视野宽阔，采光充足,紫泉翠荔嘉园,太平镇,3室1厅 ,103.0, 南 北 , 其他 ,6,2006, 板楼,0, 5个月以前发布,1180000.0,"11,457元/平",VR看装修 房本满五年 随时看房 
比邻流溪河 环境优美 空气清新 设计时尚美观大方,雅居乐小院流溪,赤草,3室2厅 ,129.81, 东南 , 毛坯 ,17,2013, 塔楼,5, 一年前发布,1450000.0,"11,171元/平",VR看装修 房本满五年 随时看房 
大4房2厅联排户型， 南北对流。,东方夏湾拿,太平镇,4室2厅 ,208.0, 南 , 毛坯 ,2,2009, 板塔结合,24, 一年前发布,3300000.0,"15,866元/平",VR房源 房本满两年 随时看房 
雅居乐小院流溪 中高层 三房两厅 望江,雅居乐小院流溪,赤草,3室2厅 ,94.0, 南 , 毛坯 ,16,2015, 塔楼,3, 4个月以前发布,980000.0,"10,426元/平",VR看装修 房本满五年 随时看房 
雅居乐开发管理 紧·邻流溪河 环境优美 大四房,雅居乐小院流溪,赤草,4室2厅 ,117.86, 东南 , 精装 ,16,2015, 塔楼,12, 一年前发布,1238000.0,"10,504元/平",VR看装修 房本满五年 随时看房 
望谷温泉小镇 3室2厅 南,望谷温泉小镇,温泉镇,3室2厅 ,164.65, 南 , 其他 ,18,2013, 塔楼,2, 3个月以前发布,1800000.0,"10,933元/平",VR房源 房本满两年 随时看房 
雅居乐 流溪河边 边位 3房2厅楼层好采光好实用,雅居乐小院流溪,赤草,3室2厅 ,130.1, 北 , 毛坯 ,17,2013, 塔楼,0, 5个月以前发布,1320000.0,"10,147元/平",VR房源 房本满两年 随时看房 
小区后临流溪河，前近地铁口，南向，格局方正,雅居乐小院流溪,赤草,3室2厅 ,140.71, 南 , 毛坯 ,17,2013, 塔楼,5, 5个月以前发布,1250000.0,"8,884元/平",VR看装修 房本满五年 随时看房 
雅居乐小院流溪 4室2厅 南,雅居乐小院流溪,赤草,4室2厅 ,140.83, 南 , 精装 ,17,2013, 塔楼,8, 3个月以前发布,1360000.0,"9,658元/平",VR看装修 房本满五年 随时看房 
紫泉 满五唯一   红木家具 精装修 拧包入住,紫泉翠荔嘉园,太平镇,4室2厅 ,117.17, 西南 , 精装 ,6,2006, 板楼,8, 一年前发布,1360000.0,"11,608元/平",VR房源 房本满五年 随时看房 
中高层 近地铁  户型通透 采光好,紫泉翠荔嘉园,太平镇,4室2厅 ,124.62, 东 , 简装 ,6,2007, 板楼,4, 10个月以前发布,1160000.0,"9,309元/平",VR看装修 房本满五年 随时看房 
珠江壹城 4室2厅 西南,珠江壹城,神岗镇,4室2厅 ,144.0, 西南 , 精装 ,28,2017, 板塔结合,0, 1个月以前发布,1698000.0,"11,792元/平",近地铁 VR看装修 房本满两年 随时看房 
风云岭湿地公园就在小区门口，户型好近市区,雍禾苑,新城片区,3室2厅 ,88.6, 东北 , 毛坯 ,18,2012, 塔楼,2, 5个月以前发布,1265000.0,"14,278元/平",VR看装修 房本满五年 随时看房 
御景绿洲花园 地铁口物业 市一级 南北对流靓户型,名城御景绿洲,江浦街,3室2厅 ,123.09, 北 , 毛坯 ,27,2011, 塔楼,2, 4个月以前发布,1330000.0,"10,806元/平",近地铁 VR看装修 房本满两年 随时看房 
雅居乐开发管理 流溪河边 近地铁口 大四房,雅居乐小院流溪,赤草,3室2厅 ,140.71, 南 , 毛坯 ,17,2013, 塔楼,1, 一年前发布,1700000.0,"12,082元/平",VR看装修 房本满两年 随时看房 
低楼层 大三房  采光好 南北对流,紫泉翠荔嘉园,太平镇,3室2厅 ,105.0, 西南 , 简装 ,6,2006, 板楼,1, 7个月以前发布,1190000.0,"11,334元/平",VR看装修 房本满五年 随时看房 
视野开阔 通风采光好 装修保养新 环境优美,富力泉天下,温泉镇,2室2厅 ,84.1, 东北 , 精装 ,18,2014, 塔楼,1, 9个月以前发布,770000.0,"9,156元/平",VR看装修 房本满五年 随时看房 
独栋别墅 楼顶能看流溪河 花园大 地势高 环境好,富力泉天下,温泉镇,5室2厅 ,228.25, 东南 , 毛坯 ,1,2012, 塔楼,0, 3个月以前发布,2620000.0,"11,479元/平",VR房源 房本满两年 随时看房 
此户型南北对流，有大露台!位置佳，安静，近人工湖。,逸泉山庄,赤草,3室2厅 ,143.97, 南 北 , 精装 ,4,2001, 塔楼,26, 一年前发布,2000000.0,"13,892元/平",近地铁 VR房源 房本满两年 随时看房 
雅居乐 流溪河边  南北对流 独栋别·墅实用200%,雅居乐小院流溪,赤草,8室3厅 ,568.65, 南 北 , 毛坯 ,3, 塔楼 , 双拼别墅 ,0, 2个月以前发布,6680000.0,"11,748元/平",VR房源 房本满两年 随时看房 
紫泉翠荔嘉园  大小区  绿化好  管理好,紫泉翠荔嘉园,太平镇,3室2厅 ,89.34, 南 , 简装 ,6,2007, 塔楼,21, 一年前发布,1080000.0,"12,089元/平",VR看装修 房本满五年 随时看房 
真温泉水入户    温馨 小三房户型,望谷温泉小镇,温泉镇,3室2厅 ,125.85, 南 , 毛坯 ,18,2013, 塔楼,4, 9个月以前发布,1150000.0,"9,138元/平",VR房源 房本满五年 随时看房 
楼层好 大阳台 公立幼儿园 环境美,君源御湖城,江浦街,3室2厅 ,102.62, 南 , 毛坯 ,16,2012, 塔楼,0, 1个月以前发布,820000.0,"7,991元/平",VR看装修 房本满五年 随时看房 
从化温泉富力泉天下 休闲度假精装三房 一线流溪河景,富力泉天下,温泉镇,3室2厅 ,110.13, 南 , 精装 ,18,2013, 塔楼,3, 10个月以前发布,920000.0,"8,354元/平",VR看装修 房本满两年 随时看房 
富力泉天下实用大三房，适合居住，环境优美,富力泉天下,温泉镇,3室2厅 ,126.75, 南 , 精装 ,23,2017, 塔楼,5, 一年前发布,1080000.0,"8,521元/平",VR看装修 房本满五年 随时看房 
富力泉天下  从化温泉别墅 度假养生好去处,富力泉天下,温泉镇,2室2厅 ,82.33, 西北 , 精装 ,18,2013, 塔楼,14, 一年前发布,700000.0,"8,503元/平",VR看装修 房本满五年 随时看房 
荔山雅筑 4室1厅 南,荔山雅筑,赤草,4室1厅 ,167.72, 南 , 精装 ,4,2017, 板楼,9, 7个月以前发布,2800000.0,"16,695元/平",近地铁 VR房源 房本满两年 随时看房 
业主急*，复式户型，格局通透采光充足，保养新,广东动漫城,神岗镇,3室1厅 ,54.12, 南 , 精装 ,11,2011, 塔楼,18, 一年前发布,460000.0,"8,500元/平",房本满五年 随时看房 
东方夏湾拿花园大花园别墅，框架结构,东方夏湾拿,太平镇,4室2厅 ,141.21, 东北 , 毛坯 ,3,2004, 暂无数据,8, 一年前发布,3850000.0,"27,265元/平",VR房源 房本满五年 随时看房 
