合一国际 南向 三房有主套 漂亮装修  中空大厅,合一国际,同和,3室1厅 ,69.16, 南 , 精装 ,18,2006, 塔楼,44, 9个月以前发布,3380000,"48,873元/平",近地铁 VR房源 房本满两年 随时看房 
云裳丽影2期 南向3房 通风采光好,云裳丽影,同和,3室2厅 ,102.46, 东南 , 其他 ,18,2012, 塔楼,2, 6个月以前发布,5050000,"49,288元/平",近地铁 VR看装修 房本满五年 随时看房 
云裳丽影 新上房源147平 高层南向望广州塔 钥匙看房,云裳丽影,同和,5室2厅 ,146.83, 南 , 其他 ,30,2007, 塔楼,53, 一年前发布,7500000,"51,080元/平",近地铁 VR房源 房本满五年 随时看房 
一楼花园+地下室 过五年 使用面积560方,一品湖山,南湖,5室2厅 ,188.63, 东 南 北 , 其他 ,14,2011, 塔楼,8, 3个月以前发布,7880000,"41,775元/平",VR房源 房本满五年 随时看房 
全明三房，户型方正实用，通风采光好,天河御品,京溪,3室1厅 ,109.98, 南 , 精装 ,25,2010, 塔楼,4, 5个月以前发布,5480000,"49,828元/平",近地铁 VR看装修 房本满五年 随时看房 
圣雅堡 小面积三房户型 配套齐全 交通便利,圣雅堡,罗冲围,3室1厅 ,75.22, 东北 , 其他 ,18,2009, 塔楼,1, 3个月以前发布,1950000,"25,924元/平",VR房源 房本满五年 随时看房 
地铁口 满五年 户型通透 东南向采光好,广信春兰花园,京溪,2室2厅 ,73.34, 东南 , 其他 ,9,1995, 塔楼,0, 1个月以前发布,2920000,"39,815元/平",近地铁 VR看装修 房本满五年 随时看房 
满五年少税， 地铁 旁大三房，产权清晰，业主诚意卖,白云高尔夫花园西区,黄石,3室2厅 ,108.89, 东北 , 简装 ,11,2001, 塔楼,110, 一年前发布,3400000,"31,225元/平",VR看装修 房本满五年 
星汇金沙花园，中高层视野宽阔，采光充足，实用三房。,星汇金沙花园,金沙洲,3室2厅 ,94.35, 东北 , 精装 ,32,2014, 塔楼,8, 2个月以前发布,3100000,"32,857元/平",VR看装修 房本满五年 随时看房 
金碧雅苑 东南向两房两厅 户型通透,金碧雅苑,黄边,2室2厅 ,67.9, 东南 , 精装 ,18,2004, 塔楼,34, 6个月以前发布,2480000,"36,525元/平",近地铁 VR房源 房本满五年 随时看房 
南向精装修，满五唯一，双阳台两房，视野开阔采光好,嘉华苑,机场路,2室1厅 ,72.13, 东南 , 精装 ,9,1995, 塔楼,51, 一年前发布,1850000,"25,649元/平",VR看装修 房本满五年 随时看房 
黄石花园电梯高层三房 南向看花园景观 视野采光好,黄石花园,黄石,3室2厅 ,87.27, 南 , 精装 ,14,1997, 塔楼,3, 2个月以前发布,2200000,"25,210元/平",VR房源 房本满五年 随时看房 
富力桃园东南中层望花园两房，厅出阳台通风采光好,富力桃园,罗冲围,2室1厅 ,76, 东南 , 简装 ,16,2003, 塔楼,8, 7个月以前发布,2780000,"36,579元/平",VR房源 房本满五年 随时看房 
地铁盘，采光通风好，房间都南向望花园 格局方便改动,黄石花园,黄石,2室2厅 ,87.27, 南 , 简装 ,14,1997, 塔楼,5, 2个月以前发布,2290000,"26,241元/平",VR看装修 房本满五年 随时看房 
地铁口物业 户型方正 满五唯一,同和信用社宿舍楼,同和,2室1厅 ,73.76, 东南 , 精装 ,8,1996, 塔楼,4, 5个月以前发布,2200000,"29,827元/平",近地铁 VR房源 房本满五年 随时看房 
南湖半岛　产权清晰　精装高层山景四房,雅居乐南湖半岛花园,南湖,4室2厅 ,149.55, 西北 , 精装 ,18,2003, 塔楼,5, 一年前发布,5800000,"38,784元/平",VR房源 房本满五年 随时看房 
万科蓝山 ，户型好，采光好，高楼层,万科蓝山,南湖,3室2厅 ,130, 南 西 , 精装 ,18,2007, 塔楼,19, 一年前发布,3600000,"27,693元/平",VR看装修 房本满五年 随时看房 
"颐和山庄此房满五唯一，望花园依山在建,观闻鸟语花香",颐和山庄,南湖,2室1厅 ,59.3, 南 , 简装 ,11,1999, 塔楼,76, 一年前发布,2250000,"37,943元/平",VR看装修 房本满五年 随时看房 
此房满五没有增值税，精装修一房一厅。,云东小区,同和,1室1厅 ,43.27, 南 , 精装 ,9,1997, 塔楼,16, 一年前发布,1430000,"33,049元/平",近地铁 VR看装修 房本满五年 随时看房 
星汇金沙 全南向 三房两卫 满五唯一  安静望花园,星汇金沙花园,金沙洲,3室1厅 ,95.68, 南 , 精装 ,32,2014, 塔楼,67, 一年前发布,3030000,"31,669元/平",VR看装修 房本满五年 随时看房 
岭南新世界C区三房 中高楼层安静望花园,岭南新世界,嘉禾望岗,3室2厅 ,93.09, 北 , 精装 ,18,2003, 板楼,25, 11个月以前发布,4350000,"46,729元/平",VR房源 房本满五年 随时看房 
满五年 精致三房 全南向 厅出阳台 采光好,翠庭雅轩,梅花园,4室2厅 ,90.76, 南 , 其他 ,8,2000, 塔楼,78, 一年前发布,2390000,"26,334元/平",近地铁 VR看装修 房本满五年 随时看房 
地铁口，标准电梯三房，小区管理。,御鹿华轩,麓景,3室1厅 ,102.91, 北 , 简装 ,9,2000, 塔楼,35, 一年前发布,2900000,"28,180元/平",VR房源 房本满两年 随时看房 
新市花园一期南向厅出阳台两房，户型方正采光好！,新市花园一期,新市,2室1厅 ,62.64, 南 , 其他 ,9,1994, 塔楼,4, 2个月以前发布,1520000,"24,266元/平",VR房源 房本满五年 随时看房 
民航小区，地段好，房子实用，正南向，楼层好,飞行小区,机场路,3室2厅 ,104.08, 南 北 , 简装 ,5,2000, 板楼,10, 3个月以前发布,2800000,"26,903元/平",VR房源 房本满五年 随时看房 
金碧雅苑 东南向两房两厅 户型通透,金碧雅苑,黄边,2室2厅 ,67.9, 东南 , 精装 ,18,2004, 塔楼,34, 6个月以前发布,2480000,"36,525元/平",近地铁 VR房源 房本满五年 随时看房 
地铁盘，采光通风好，房间都南向望花园 格局方便改动,黄石花园,黄石,2室2厅 ,87.27, 南 , 简装 ,14,1997, 塔楼,5, 2个月以前发布,2290000,"26,241元/平",VR看装修 房本满五年 随时看房 
黄石花园电梯高层三房 南向看花园景观 视野采光好,黄石花园,黄石,3室2厅 ,87.27, 南 , 精装 ,14,1997, 塔楼,3, 2个月以前发布,2200000,"25,210元/平",VR房源 房本满五年 随时看房 
满五，阳光充足，楼层好，户型方正,泽德花苑,同德围,2室1厅 ,58.05, 东 , 简装 ,9,1998, 塔楼,8, 10个月以前发布,1450000,"24,979元/平",近地铁 VR看装修 房本满五年 随时看房 
小区环境幽静，装修保养新净，标准两房。,富力桃园,罗冲围,2室1厅 ,81.53, 西南 , 简装 ,31,2007, 塔楼,36, 一年前发布,3200000,"39,250元/平",VR房源 房本满五年 随时看房 
厅出阳台，阳台朝东，光线好；格局方正，无暗房。,积德花园,同德围,2室1厅 ,61.83, 北 , 简装 ,9,1998, 板楼,222, 一年前发布,1300000,"21,026元/平",近地铁 VR看装修 房本满五年 随时看房 
豪 华轻奢装修，高层视野，美的享受，小区楼 王,岭南新世界,嘉禾望岗,3室1厅 ,128.02, 北 东北 , 精装 ,18,2010, 塔楼,18, 7个月以前发布,8600000,"67,178元/平",VR看装修 房本满两年 随时看房 
此房满五唯一 东南朝向单边位 望花园 三房两卫,万科云山花园,东平,3室2厅 ,126.13, 南 , 精装 ,18,2008, 塔楼,8, 9个月以前发布,4950000,"39,246元/平",VR看装修 房本满五年 随时看房 
云山熹景中高层两居室 格局方正舒适 室内明亮通风,云山熹景,梅花园,2室1厅 ,86.06, 北 , 其他 ,16,2008, 板塔结合,9, 5个月以前发布,4400000,"51,128元/平",近地铁 VR看装修 房本满两年 随时看房 
富力城南区 东南向中层望公园 带进门花园,富力城南区,夏茅,2室2厅 ,81.56, 东南 , 精装 ,18,2005, 塔楼,8, 3个月以前发布,2200000,"26,975元/平",VR看装修 房本满两年 随时看房 
金碧雅苑 东向高楼层 看白云山 景观好 无遮挡,金碧雅苑,黄边,2室2厅 ,67.35, 西南 西 , 简装 ,17,2004, 塔楼,0, 3个月以前发布,2800000,"41,574元/平",近地铁 VR房源 房本满五年 随时看房 
与华远别墅为邻，白云山脚下，园中美景尽收眼底，妙哉,利海绿洲花园,东平,3室2厅 ,152.37, 东南 , 其他 ,12,2009, 塔楼,14, 一年前发布,4800000,"31,503元/平",VR看装修 房本满两年 随时看房 
金碧雅苑 满五唯一，户型方正，采光充足 ，视野开阔,金碧雅苑,黄边,2室1厅 ,71.29, 东北 , 简装 ,18,2005, 塔楼,124, 7个月以前发布,2380000,"33,385元/平",近地铁 VR房源 房本满五年 随时看房 
集贤苑 4室2厅 南,集贤苑,永泰,4室2厅 ,116.87, 南 , 其他 ,10,1999, 塔楼,5, 6个月以前发布,4400000,"37,649元/平",VR看装修 房本满五年 随时看房 
金碧雅苑两房 户型方正 产权清晰,金碧雅苑,黄边,2室1厅 ,71.13, 北 , 其他 ,18,2004, 塔楼,70, 10个月以前发布,2400000,"33,742元/平",近地铁 VR看装修 房本满五年 随时看房 
金碧雅苑 经典厅出阳台实用两房 有钥匙看房,金碧雅苑,黄边,2室1厅 ,71.13, 北 , 简装 ,18,2004, 塔楼,36, 3个月以前发布,2490000,"35,007元/平",近地铁 VR房源 房本满两年 随时看房 
云山熹景南北对流四房，配套完善，交通生活便利！,云山熹景,梅花园,4室2厅 ,136, 南 北 , 其他 ,11,2008, 板塔结合,1, 1个月以前发布,7800000,"57,353元/平",近地铁 VR房源 房本满五年 随时看房 
乐嘉路春暖花园 格局方正两房 近地铁 证满五年 无抵押,春暖花园,机场路,2室1厅 ,56.25, 西南 , 其他 ,9,1995, 塔楼,8, 3个月以前发布,1280000,"22,756元/平",近地铁 VR看装修 房本满五年 随时看房 
电梯平层，南向大两房，交通方便，楼间距舒适,广园云苑新村,景泰,2室1厅 ,72.85, 南 , 简装 ,9,1995, 塔楼,26, 一年前发布,2050000,"28,141元/平",VR看装修 房本满两年 随时看房 
景泰新村 电梯2房一梯两房南北对流双阳台,景泰新村,景泰,2室1厅 ,61.59, 南 , 简装 ,8,1992, 塔楼,0,31,1820000,"29,551元/平",VR看装修 房本满五年 随时看房 
低层精装修实用三房，方正安静，新净明亮,白沙新村,机场路,4室1厅 ,59.95, 南 , 精装 ,9,1998, 塔楼,15, 3个月以前发布,1350000,"22,519元/平",VR房源 房本满两年 随时看房 
越秀区御景小区、70方三房一厅、单边位安静、4楼,御景花园,机场路,3室1厅 ,70.86, 北 , 简装 ,9,2009, 塔楼,102, 一年前发布,1700000,"23,991元/平",VR看装修 房本满五年 随时看房 
荷塘月色次新房 毛坯可灵动装修 满五年南向大三房,白云高尔夫花园荷塘月色,黄石,3室2厅 ,92.13, 南 , 其他 ,11,2007, 塔楼,4, 2个月以前发布,4400000,"47,759元/平",近地铁 VR看装修 房本满两年 随时看房 
房满五年，格局好，安静舒适，交通便利,榕溪花园,石井,2室1厅 ,55.72, 东南 , 简装 ,8,1996, 塔楼,2, 1个月以前发布,1050000,"18,845元/平",VR房源 房本满五年 随时看房 
在建14号线 乐嘉路站 证过五年 中层三房 楼龄新颖,嘉利苑,机场路,3室1厅 ,62.7, 东南 , 简装 ,9,1995, 塔楼,32, 一年前发布,1390000,"22,170元/平",近地铁 VR看装修 房本满两年 随时看房 
业主诚意放卖   大空间  看房方便,松柏新村,景泰,3室1厅 ,94.63, 东南 南 , 简装 ,9,1996, 塔楼,15, 9个月以前发布,2100000,"22,192元/平",近地铁 VR房源 房本满两年 随时看房 
云泉居  南向三房带主套  格局方正 旺中带静 诚心出卖,大金钟横路云泉居,景泰,3室1厅 ,109.3, 南 , 简装 ,14,2005, 塔楼,4, 2个月以前发布,3880000,"35,499元/平",VR房源 房本满五年 随时看房 
机场路乐嘉路 电梯三房 精装南向 原单位房 满五年,邮电局宿舍,机场路,3室1厅 ,87.73, 南 , 精装 ,9,1996, 塔楼,0, 1个月以前发布,2580000,"29,409元/平",近地铁 VR看装修 房本满五年 随时看房 
心谊路，大院管理，南北对流，中低楼层，,景观苑,机场路,3室2厅 ,69.14, 北 , 简装 ,9,1998, 塔楼,4, 4个月以前发布,1880000,"27,192元/平",近地铁 VR房源 房本满五年 随时看房 
景泰方正两房，院管理，视野好，采光通风,景泰新村,景泰,2室1厅 ,56.71, 东 北 , 简装 ,8,1995, 塔楼,50, 6个月以前发布,1620000,"28,567元/平",VR看装修 房本满五年 随时看房 
腾龙阁东南向三房，证满五年，业主急卖精装修,腾龙阁,机场路,3室2厅 ,91.34, 东 , 精装 ,12,1999, 塔楼,38, 一年前发布,2800000,"30,655元/平",近地铁 VR看装修 房本满五年 随时看房 
云山雅苑 精装两房 南北对流 双阳台 高层望花园白云山,云山雅苑,景泰,2室1厅 ,61, 南 北 , 精装 ,18,2008, 塔楼,70, 一年前发布,3750000,"61,476元/平",VR看装修 房本满五年 随时看房 
隆康花园 小区管理 安静舒适 视野开阔,隆康花园,白云大道南,3室2厅 ,106.82, 西北 , 其他 ,11,2002, 塔楼,14, 6个月以前发布,4880000,"45,685元/平",近地铁 VR房源 房本满五年 随时看房 
配套设施齐 小区管理 干净整洁 交通便利 读书方便,三元里大道,机场路,2室1厅 ,51.24, 南 , 精装 ,9,1995, 塔楼,1, 1个月以前发布,1060000,"20,687元/平",VR房源 房本满两年 随时看房 
证满五年，产权清晰 格局方正，实用三房，配套齐全,景泰新村,景泰,3室1厅 ,74.25, 北 , 简装 ,9,1990, 塔楼,15, 5个月以前发布,1920000,"25,859元/平",VR看装修 房本满五年 随时看房 
乐嘉路电梯高层两房一厅、证过五年、成熟商圈,乐嘉路,机场路,2室1厅 ,58.64, 西 , 简装 ,9,1996, 塔楼,23, 3个月以前发布,1650000,"28,138元/平",VR看装修 房本满五年 随时看房 
合益小区，低层，照顾老人优选。,合益小区,机场路,3室1厅 ,58, 南 , 其他 ,9,1995, 塔楼,28, 一年前发布,1290000,"22,242元/平",VR看装修 房本满五年 随时看房 
安静望花园 采光通风好 精装修 双地铁 看房方便,金迪城市花园,机场路,2室1厅 ,52.54, 东南 , 简装 ,15,1995, 塔楼,0, 4个月以前发布,1580000,"30,073元/平",近地铁 VR看装修 房本满五年 随时看房 
南向两房，电梯中层，地铁交通便利,中意花苑,机场路,2室1厅 ,88.02, 东南 , 其他 ,15,1998, 塔楼,0, 8个月以前发布,2280000,"25,904元/平",近地铁 VR房源 房本满五年 随时看房 
白兰花园小区 电梯高层 四房户型,广信白兰花园,景泰,4室1厅 ,82, 南 北 , 简装 ,9,1998, 塔楼,142, 一年前发布,3260000,"39,757元/平",近地铁 VR看装修 房本满五年 随时看房 
精装两房，格局方正，视野开阔，交通便利,正升雅境,机场路,2室1厅 ,71.97, 南 , 精装 ,19,2012, 塔楼,11, 5个月以前发布,2580000,"35,849元/平",VR看装修 房本满五年 随时看房 
景泰低层 大两房 间隔方正 地段成熟,景泰新村,景泰,2室1厅 ,76.7, 南 北 , 简装 ,9,1990, 塔楼,0, 1个月以前发布,1680000,"21,904元/平",VR房源 房本满五年 随时看房 
枫溪苑中低楼层  单边位实用两居室  安静明亮适合刚需,枫溪苑,机场路,2室1厅 ,52.61, 北 , 毛坯 ,9,1999, 塔楼,18, 一年前发布,1400000,"26,611元/平",VR看装修 房本满五年 随时看房 
又一居花园  带主套大三房 全新住家精装修 舒适实用,又一居花园,机场路,3室1厅 ,96.08, 东 , 精装 ,9,1998, 塔楼,58, 4个月以前发布,2950000,"30,704元/平",近地铁 VR房源 房本满五年 随时看房 
晓翠苑 2室1厅 西,晓翠苑,机场路,2室1厅 ,42.37, 西 , 精装 ,15,1999, 塔楼,13, 3个月以前发布,1120000,"26,434元/平",VR房源 房本满五年 随时看房 
近地铁，精装三房，南北对流，厅出阳台，环境安静。,丽康居,同德围,3室1厅 ,86.14, 南 , 精装 ,9,2000, 塔楼,30, 9个月以前发布,2150000,"24,960元/平",近地铁 VR房源 房本满五年 随时看房 
地铁电梯物业，满五唯一，双阳台，高楼层视野好,丽康居,同德围,2室1厅 ,82.93, 南 , 简装 ,9,2000, 塔楼,5, 3个月以前发布,1900000,"22,911元/平",近地铁 VR房源 房本满五年 随时看房 
云山熹景 精装三房 中高层 南向满五年,云山熹景,梅花园,3室2厅 ,109.19, 南 , 精装 ,11,2008, 板塔结合,2, 一年前发布,6150000,"56,324元/平",近地铁 VR房源 房本满五年 随时看房 
中层大三房  户型方正实用 近地铁,华德大厦,同德围,3室1厅 ,100.18, 东南 , 简装 ,9,1999, 塔楼,4, 4个月以前发布,2200000,"21,961元/平",近地铁 VR房源 房本满五年 随时看房 
金德苑 电梯2房地铁口，使用率高分摊少 有平台,金德苑,同德围,2室1厅 ,51.9, 南 , 其他 ,9,1997, 塔楼,11, 7个月以前发布,1460000,"28,132元/平",近地铁 VR看装修 房本满五年 随时看房 
恒大三房   业主诚心放卖  看房方便  优质楼层,恒大御府,梅花园,3室1厅 ,91.13, 西北 , 其他 ,18,2016, 塔楼,0, 9个月以前发布,5800000,"63,646元/平",近地铁 VR看装修 房本满两年 随时看房 
白云山下，鸟语花香，精装两房，实惠,外语外贸学院,元下田,2室1厅 ,77.71, 北 , 精装 ,5,2003, 塔楼,27, 6个月以前发布,4120000,"53,018元/平",VR房源 房本满五年 随时看房 
云山居 通风采光好 视野好 满五,云山居,元下田,2室1厅 ,68.93, 西北 , 其他 ,6,2000, 塔楼,0, 2个月以前发布,1860000,"26,984元/平",VR看装修 房本满五年 随时看房 
白云新城傍低密度小区，环境优美，居住舒适,黄石小区,黄石,3室2厅 ,96.49, 北 , 其他 ,9,1999, 塔楼,0, 1个月以前发布,3990000,"41,352元/平",VR房源 房本满五年 随时看房 
