该房子满五年 格局方正 南北对流,碧桂园豪进广场,白江,3室2厅 ,116.77, 南 北 , 毛坯 ,31,2016, 塔楼,0,11,2480000.0,"21,239元/平",近地铁 VR房源 房本满五年 随时看房 
智能化小区，格局好三房，空气清新,实地蔷薇国际,荔城西区,3室2厅 ,96.85, 南 , 简装 ,26,2019, 板楼,4, 7个月以前发布,1700000.0,"17,553元/平",VR看装修 房本满两年 随时看房 
誉山国际，南北对流，户型实用，中高楼层，采光好,合景誉山国际,永和,3室2厅 ,86.05, 南 北 , 精装 ,18,2016, 塔楼,1, 4个月以前发布,1460000.0,"16,967元/平",VR看装修 房本满两年 随时看房 
东景华庭  满五 业主急 交通好  地铁楼盘,东景华庭,白江,2室1厅 ,68.0, 东 , 精装 ,11,2012, 塔楼,55, 8个月以前发布,1340000.0,"19,706元/平",近地铁 VR房源 房本满五年 随时看房 
新塘白江地铁口南向三房二卫出*,新都盛世名门宏城汇,白江,3室1厅 ,90.21, 南 , 精装 ,22,2012, 塔楼,111, 一年前发布,2090000.0,"23,169元/平",近地铁 VR看装修 房本满五年 随时看房 
新塘地铁口实用三房，业主诚心出*,美业阁,新塘北,3室1厅 ,78.6, 南 北 , 简装 ,7,1999, 平房,10, 一年前发布,1150000.0,"14,632元/平",VR房源 房本满五年 随时看房 
新塘公园旁 花园式社区 满五年正规四房 户型好,锦绣新天地,新塘南,4室2厅 ,135.12, 北 , 简装 ,15,2010, 塔楼,1, 11个月以前发布,2500000.0,"18,503元/平",VR看装修 房本满两年 随时看房 
西福蓝湾大三房，科教城板块，毛坯可个性化定制，,西福蓝湾,朱村,3室1厅 ,107.96, 南 , 毛坯 ,26,2017, 板塔结合,22, 11个月以前发布,1700000.0,"15,747元/平",VR看装修 房本满两年 随时看房 
锦绣银苑 总*低 高层两房 视野宽阔 采光好,锦绣银苑,白江,2室2厅 ,81.33, 北 , 简装 ,19,2008, 塔楼,4, 一年前发布,1380000.0,"16,968元/平",VR看装修 房本满两年 随时看房 
凤凰城凤仪苑 3房楼层好翠湖旁环境优美 交通便利,碧桂园凤凰城凤仪苑,凤凰城,3室2厅 ,99.53, 西北 , 简装 ,6,2002, 塔楼,6, 一年前发布,1860000.0,"18,688元/平",VR房源 房本满五年 随时看房 
此房户视野开阔，保养好，户型方正，主阳台看花园,碧桂园凤凰城凤凰名苑,凤凰城,2室1厅 ,76.35, 北 , 精装 ,32,2017, 塔楼,4, 一年前发布,1850000.0,"24,231元/平",VR看装修 房本满两年 随时看房 
中高楼层正规三房 位置安静 厅无遮挡望别墅,碧桂园凤凰城凤妍苑,凤凰城,3室2厅 ,94.28, 西北 , 精装 ,18,2002, 塔楼,1, 10个月以前发布,1700000.0,"18,032元/平",VR房源 房本满五年 随时看房 
汇东国际花园，南北对流，方正三房，视野开阔,汇东国际花园,白江,3室2厅 ,100.51, 南 北 , 毛坯 ,28,2016, 塔楼,33, 一年前发布,2090000.0,"20,794元/平",VR看装修 房本满两年 随时看房 
群星新邨 3室1厅 东北,群星新邨,白江,3室1厅 ,131.42, 东北 , 其他 ,26,2012, 塔楼,2, 5个月以前发布,2460000.0,"18,719元/平",近地铁 VR房源 房本满五年 随时看房 
此房满五 省增值税 按揭没有 省交易时间 采光靓 通透,碧桂园凤凰城凤妍苑,凤凰城,3室2厅 ,99.0, 北 , 其他 ,17,2002, 塔楼,1, 5个月以前发布,1900000.0,"19,192元/平",VR看装修 房本满五年 随时看房 
"户型方正，利用率高，开阔视野，采光通风好 ,",恒大山水城,中新镇,2室1厅 ,74.98, 北 , 精装 ,18,2008, 板塔结合,5, 4个月以前发布,1150000.0,"15,338元/平",VR看装修 房本满五年 随时看房 
全新装修复式楼5房3厅  实用面积高,城市家园二期,新塘北,5室3厅 ,117.71, 东北 , 精装 ,28,2007, 塔楼,10, 6个月以前发布,1900000.0,"16,142元/平",VR房源 房本满五年 随时看房 
房子户型实用，位置朝向好，带全屋家私家电。,碧桂园凤凰城凤馨苑,凤凰城,3室2厅 ,96.95, 东 , 简装 ,18,2002, 塔楼,5, 6个月以前发布,1650000.0,"17,020元/平",VR看装修 房本满两年 随时看房 
广州市增城区石滩碧桂园豪园诚意出*,碧桂园豪园荔山苑,增城碧桂园,3室1厅 ,115.76, 东北 , 简装 ,22,2018, 塔楼,6, 一年前发布,1750000.0,"15,118元/平",VR房源 房本满两年 随时看房 
锦绣天伦毛坯三房  业主诚心出*,敏捷锦绣天伦,新塘北,3室2厅 ,90.06, 南 , 毛坯 ,32,2017, 塔楼,84, 一年前发布,1980000.0,"21,986元/平",VR看装修 房本满两年 随时看房 
310米地铁白江站 高层南北对流3房 刚需上车优选,新都盛世名门宏城汇,白江,3室2厅 ,94.26, 南 , 精装 ,22,2012, 塔楼,3, 2个月以前发布,1990000.0,"21,112元/平",近地铁 VR看装修 房本满五年 随时看房 
南向复式4房，采光充足，可以办营业执照,新景豪庭,白江,4室1厅 ,110.42, 南 , 精装 ,8,2016, 塔楼,3, 3个月以前发布,1700000.0,"15,396元/平",近地铁 房本满两年 随时看房 
新世界花园万象苑，地铁口好房，南北对流,新塘新世界花园万象苑,沙村,3室1厅 ,94.57, 南 北 , 精装 ,16,2009, 塔楼,126, 一年前发布,2500000.0,"26,436元/平",近地铁 VR看装修 房本满五年 随时看房 
金泽豪庭三房，南北对流户型，中间楼层采光好,金泽豪庭,白江,3室1厅 ,125.43, 南 北 , 毛坯 ,26,2007, 塔楼,12, 一年前发布,2490000.0,"19,852元/平",近地铁 VR看装修 房本满两年 随时看房 
汇商新城  南向 大四房  免费两个车位,石滩第一城,石滩镇,4室2厅 ,140.12, 南 , 精装 ,18,2018, 塔楼,11, 一年前发布,1400000.0,"9,992元/平",VR看装修 房本满五年 随时看房 
新康花园  精装南向四房  方正实用  通风采光好,新康花园,白江,4室2厅 ,143.0, 南 , 精装 ,5,2003, 塔楼,6, 一年前发布,2010000.0,"14,056元/平",VR看装修 房本满五年 随时看房 
凤妍苑 东南向望花园 位置安静 看房方便,碧桂园凤凰城凤妍苑,凤凰城,3室1厅 ,99.61, 东南 , 精装 ,18,2002, 塔楼,2, 一年前发布,2030000.0,"20,380元/平",VR看装修 房本满五年 随时看房 
地铁口物业，大花园大别墅次新房,侨建御溪谷北区,中新镇,6室2厅 ,411.93, 南 , 毛坯 ,3,2007, 板塔结合,14, 10个月以前发布,8890000.0,"21,582元/平",近地铁 VR房源 房本满五年 随时看房 
交通方便，过五唯一，诚心放卖。,碧桂园凤凰城凤妍苑,凤凰城,3室1厅 ,100.0, 西北 , 精装 ,17,2002, 塔楼,2, 5个月以前发布,1800000.0,"18,000元/平",VR看装修 房本满五年 随时看房 
荔山苑3房2卫带负一层车位  景观好无遮挡,碧桂园豪园荔山苑,增城碧桂园,3室2厅 ,107.71, 南 , 毛坯 ,22,2018, 塔楼,12, 一年前发布,1380000.0,"12,813元/平",VR房源 房本满两年 随时看房 
满五唯一  诚心出*  保养好.,碧桂园凤凰城凤妍苑,凤凰城,3室2厅 ,99.26, 北 , 精装 ,18,2002, 塔楼,16, 一年前发布,1948000.0,"19,626元/平",VR看装修 房本满五年 随时看房 
高楼层视野采光好，地势高，装修新花园漫坡洋房,海伦春天,永和,3室2厅 ,130.36, 南 , 精装 ,24,2012, 塔楼,5, 一年前发布,2050000.0,"15,726元/平",VR看装修 房本满五年 随时看房 
中间楼层，近地铁，采光充足保养好,东景华庭,白江,3室2厅 ,109.76, 东 , 精装 ,11,2012, 塔楼,22, 一年前发布,2200000.0,"20,044元/平",近地铁 VR看装修 房本满五年 随时看房 
毛坯三房 南向望花园 视野开阔无遮挡,碧桂园城市花园花岸苑,朱村,3室2厅 ,97.0, 南 , 毛坯 ,25,2016, 板塔结合,5, 一年前发布,1810000.0,"18,660元/平",VR房源 房本满两年 随时看房 
锦绣新天地 2室2厅 南,锦绣新天地,新塘南,2室2厅 ,82.78, 南 , 简装 ,17,2009, 塔楼,0, 4个月以前发布,1600000.0,"19,329元/平",VR看装修 房本满两年 随时看房 
碧桂园精装大平层，次顶层，四房三卫,碧桂园城市花园花岸苑,朱村,4室2厅 ,195.58, 南 北 , 精装 ,25,2016, 板塔结合,19, 一年前发布,3370000.0,"17,231元/平",VR房源 房本满两年 随时看房 
房子通风采光好，交易方便快捷，近地铁站，满五,新塘新世界花园万象苑,沙村,3室2厅 ,95.7, 西北 北 , 精装 ,18,2012, 塔楼,53, 6个月以前发布,1970000.0,"20,586元/平",近地铁 VR看装修 房本满五年 随时看房 
小区环境物管很好，看花园精装三房,碧桂园城市花园花岸苑,朱村,3室2厅 ,113.0, 南 北 , 精装 ,25,2016, 板塔结合,4, 一年前发布,2200000.0,"19,470元/平",VR房源 房本满五年 随时看房 
新塘 13号地铁白江站边上南向中层,新都盛世名门宏城汇,白江,3室2厅 ,90.21, 南 , 精装 ,22,2012, 塔楼,8, 一年前发布,2160000.0,"23,945元/平",近地铁 VR看装修 房本满两年 随时看房 
房子满五唯一，户型方正，通风采光好，看房方便,新塘新世界花园万象苑,沙村,2室2厅 ,78.79, 东北 , 精装 ,18,2012, 塔楼,19, 6个月以前发布,1730000.0,"21,958元/平",近地铁 VR看装修 房本满五年 随时看房 
盛世名.门精装小三房，中楼层采光好，南北对流,新都盛世名门宏城汇,白江,3室1厅 ,76.27, 北 , 简装 ,22,2012, 塔楼,113, 一年前发布,1550000.0,"20,323元/平",VR看装修 房本满两年 随时看房 
白江地铁口 精装方正实用2房 满五唯一,新都盛世名门,白江,2室2厅 ,74.18, 北 , 精装 ,11,2012, 塔楼,2, 1个月以前发布,1600000.0,"21,570元/平",近地铁 VR看装修 房本满五年 随时看房 
增城时代廊桥，大四房，户型方正，望花园！,增城时代廊桥,永和,4室2厅 ,113.03, 南 , 精装 ,33,2017, 塔楼,5, 一年前发布,2300000.0,"20,349元/平",VR看装修 房本满两年 随时看房 
配套设施齐全，交通便利，采光充足，视野宽阔,方圆云山诗意二期,荔城西区,3室2厅 ,103.66, 南 , 精装 ,32,2017, 塔楼,40, 6个月以前发布,1550000.0,"14,953元/平",VR房源 房本满两年 随时看房 
金泽豪庭小三房南向 带装修 户型方正，南向望花园,金泽豪庭,白江,3室1厅 ,89.01, 南 , 精装 ,32,2010, 塔楼,11, 一年前发布,1900000.0,"21,346元/平",近地铁 VR看装修 房本满两年 随时看房 
白江地铁口精装两房，楼层视野采光好,东景华庭,白江,2室2厅 ,89.68, 东 , 精装 ,11,2012, 塔楼,0, 1个月以前发布,1610000.0,"17,953元/平",近地铁 VR看装修 房本满五年 随时看房 
小区人车分流，人文环境很好，很适合居住，配套完善,创基丽江国际,增城区府,3室2厅 ,118.21, 南 西 , 毛坯 ,25,2016, 塔楼,36, 7个月以前发布,2050000.0,"17,343元/平",近地铁 VR看装修 房本满两年 随时看房 
中空大户 实用140 精装 四房两厅两卫,恒大山水城,中新镇,4室2厅 ,98.21, 南 , 精装 ,18,2011, 板塔结合,13, 6个月以前发布,1820000.0,"18,532元/平",VR房源 房本满五年 随时看房 
江边电梯顶层复式  主人房望江 增江边环境优美宜居,同创滨江,荔城增江,3室2厅 ,101.11, 南 , 毛坯 ,15,2017, 塔楼,0, 1个月以前发布,2400000.0,"23,737元/平",VR看装修 房本满两年 随时看房 
景新豪苑    南向    毛坯三房 交通便利,景新豪苑,新塘北,3室2厅 ,97.45, 南 , 毛坯 ,11,2016, 塔楼,124, 一年前发布,1600000.0,"16,419元/平",VR看装修 房本满两年 随时看房 
绿湖国际城/大三房/笋/物业好/环境好配套齐,广州敏捷绿湖首府二期,石滩镇,3室2厅 ,109.81, 东北 , 精装 ,32,2017, 塔楼,18, 8个月以前发布,1200000.0,"10,928元/平",VR看装修 房本满两年 随时看房 
尚东阳光雅苑 3室2厅 南,尚东阳光雅苑,沙村,3室2厅 ,106.72, 南 , 毛坯 ,30,2011, 塔楼,4, 一年前发布,2000000.0,"18,741元/平",VR看装修 房本满两年 随时看房 
小区环境优美，中楼层视野开阔，通风采光好,尚东阳光雅苑,沙村,3室1厅 ,108.17, 南 北 , 毛坯 ,32,2014, 塔楼,2, 一年前发布,2580000.0,"23,852元/平",VR看装修 房本满两年 随时看房 
21号线凤岗站地铁口快线，科教城板块，带车位使用权,碧桂园城市花园漫绿苑,朱村,3室2厅 ,102.9, 南 , 精装 ,25,2018, 板塔结合,69, 一年前发布,1680000.0,"16,327元/平",VR看装修 房本满两年 随时看房 
广州海伦堡花园 精装修大三房 业主诚心出*,广州海伦堡,沙村,3室2厅 ,101.23, 北 , 精装 ,11,2007, 塔楼,24, 一年前发布,1900000.0,"18,770元/平",VR看装修 房本满五年 随时看房 
证过5年 楼层好..地铁口新塘站,美景阁,新塘北,2室2厅 ,79.87, 南 , 毛坯 ,7,2004, 板塔结合,12, 6个月以前发布,1260000.0,"15,776元/平",VR看装修 房本满五年 随时看房 
新装，南北对流，视野开阔采光好，位置优越，大三房,顶好大厦,新塘南,3室1厅 ,127.24, 南 , 精装 ,7,2004, 板楼,4, 3个月以前发布,1260000.0,"9,903元/平",VR房源 房本满五年 随时看房 
科教城地铁口南向两房，自带大平台，自家使用,恒展江山时代花园,朱村,2室1厅 ,83.59, 南 , 精装 ,25,2018, 塔楼,3, 3个月以前发布,1320000.0,"15,792元/平",VR房源 房本满两年 随时看房 
房源地理位置好.中高楼层，视野好。,荔城尚东,荔城西区,3室2厅 ,90.0, 东 , 毛坯 ,19,2015, 塔楼,44, 11个月以前发布,1350000.0,"15,000元/平",近地铁 VR看装修 房本满两年 随时看房 
视野开阔 经典户型  地铁就在小区口500米左右,汇港威华雅苑,朱村,3室2厅 ,106.0, 南 , 毛坯 ,31,2018, 塔楼,3, 一年前发布,1680000.0,"15,850元/平",近地铁 VR看装修 房本满两年 随时看房 
此房满五唯一，楼层好，视野开阔，采光充足，配套齐全,百晟汇翠湾,荔城西区,3室2厅 ,112.34, 南 , 毛坯 ,18,2015, 塔楼,0, 7个月以前发布,1580000.0,"14,065元/平",VR看装修 房本满五年 随时看房 
景新豪苑 南向中楼层 户型方正 实用三房,景新豪苑,新塘北,3室2厅 ,101.54, 南 北 , 毛坯 ,11,2016, 塔楼,38, 一年前发布,1630000.0,"16,053元/平",VR看装修 房本满五年 随时看房 
此房证过五年 税费少 阳台望花园 安静不吵,敏捷锦绣天伦,新塘北,3室1厅 ,90.05, 东北 , 毛坯 ,33,2015, 塔楼,6, 7个月以前发布,1760000.0,"19,545元/平",VR看装修 房本满五年 随时看房 
现代城市花园 3室2厅 南 北,现代城市花园,新塘北,3室2厅 ,134.27, 南 北 , 精装 ,24,2007, 塔楼,33, 5个月以前发布,2050000.0,"15,268元/平",近地铁 VR房源 房本满两年 随时看房 
满五年唯一！电梯三房！光线充足！格局好,锦绣御景苑一二期,荔城西区,3室2厅 ,106.84, 北 , 精装 ,17,2013, 塔楼,0, 4个月以前发布,1500000.0,"14,040元/平",VR看装修 房本满两年 随时看房 
海伦堡大三房 业主诚心放卖 少有的户型,广州海伦堡,沙村,3室1厅 ,114.97, 东北 , 精装 ,11,2008, 塔楼,8, 3个月以前发布,1900000.0,"16,527元/平",VR看装修 房本满两年 随时看房 
房子中楼层南向安静 居住体验感好。,广州海伦堡,沙村,3室2厅 ,95.21, 南 北 , 其他 ,18,2012, 塔楼,1, 6个月以前发布,1800000.0,"18,906元/平",VR房源 房本满五年 随时看房 
房子位于小区半山上 楼下人车分流,广州海伦堡,沙村,3室1厅 ,90.59, 南 , 简装 ,18,2008, 塔楼,1, 11个月以前发布,1900000.0,"20,974元/平",VR看装修 房本满五年 随时看房 
花园中的小半岛 四周环湖 景观好,广州海伦堡,沙村,4室2厅 ,169.91, 北 , 精装 ,11,2008, 塔楼,3, 9个月以前发布,3900000.0,"22,954元/平",VR房源 房本满五年 随时看房 
精装三房，配套齐全，小区人车分流,中国铁建国际花园,朱村,3室2厅 ,80.1, 北 , 精装 ,26,2017, 塔楼,3, 一年前发布,1750000.0,"21,848元/平",近地铁 VR看装修 房本满两年 随时看房 
海伦堡花园，满五唯一，格局方正实用，采光充足视野好,广州海伦堡,沙村,3室2厅 ,94.58, 南 , 简装 ,18,2012, 塔楼,3, 3个月以前发布,1860000.0,"19,666元/平",VR看装修 房本满五年 随时看房 
复式精装小三房 面积小空间大 南向对流,保利中航城一期,朱村,3室2厅 ,93.77, 南 , 精装 ,13,2018, 板楼,85, 一年前发布,1960000.0,"20,903元/平",VR房源 房本满两年 随时看房 
碧桂园城市花园 中高楼层 视野开阔 21号线直达天河,碧桂园城市花园花岸苑,朱村,3室2厅 ,113.9, 北 , 精装 ,25,2016, 板塔结合,16, 一年前发布,2000000.0,"17,560元/平",VR房源 房本满五年 随时看房 
三房带主套，南北朝向，高楼层，视野好,汇港威华雅苑,朱村,3室2厅 ,111.97, 南 , 毛坯 ,32,2018, 塔楼,3, 8个月以前发布,1480000.0,"13,218元/平",近地铁 VR看装修 房本满两年 随时看房 
嘉汇四季阳光 4室2厅 南,嘉汇四季阳光,荔城西区,4室2厅 ,141.22, 南 , 毛坯 ,18,2016, 塔楼,17, 一年前发布,2400000.0,"16,995元/平",VR看装修 房本满两年 随时看房 
中森茗苑 南向望花园 过五年唯一,中森茗苑,新塘北,3室2厅 ,87.54, 南 , 精装 ,24,2014, 塔楼,9, 7个月以前发布,1600000.0,"18,278元/平",VR看装修 房本满五年 随时看房 
此房为3房2卫 中楼层 环境优美 采光好,恒展江山时代花园,朱村,3室2厅 ,90.09, 南 北 , 精装 ,24,2018, 塔楼,47, 一年前发布,1900000.0,"21,091元/平",近地铁 VR看装修 房本满两年 随时看房 
东南向大三房 户型方正 中楼层 单边位通风采光好,广州敏捷绿湖首府一期,石滩镇,3室1厅 ,121.88, 东南 , 毛坯 ,26,2016, 塔楼,0, 1个月以前发布,1430000.0,"11,733元/平",VR房源 房本满五年 随时看房 
海伦堡电梯高层四房，东南向，视野开阔，证满五年,广州海伦堡,沙村,4室2厅 ,116.45, 东 , 其他 ,11,2008, 塔楼,6, 一年前发布,2200000.0,"18,893元/平",VR看装修 房本满五年 随时看房 
证过5年 楼层好..地铁口新塘站,美景阁,新塘北,2室2厅 ,79.87, 南 , 毛坯 ,7,2004, 板塔结合,12, 6个月以前发布,1260000.0,"15,776元/平",VR看装修 房本满五年 随时看房 
