西门口版块 中层精装三房 东南朝向 拎包入住,光复北路,龙津,3室1厅 ,73.38, 东 南 , 精装 ,10,1995, 板楼,0,5,2300000.0,"31,344元/平",VR看装修 房本满两年 随时看房 
龙津东路 2室1厅 西南,龙津东路,龙津,2室1厅 ,38.15, 西南 , 其他 ,9,1997, 塔楼,0,15,1300000.0,"34,077元/平",近地铁 VR房源 房本满两年 
世纪广场 方正两房带阳台  满五 乐贤坊 近地铁,世纪广场,龙津,2室1厅 ,53.21, 东 , 精装 ,9,1997, 塔楼,0,9,2650000.0,"49,803元/平",近地铁 VR看装修 房本满五年 
荷柳苑 中高楼层 户型方正 视野开阔,荷柳苑,南岸路,2室1厅 ,65.14, 东南 , 其他 ,9,1997, 塔楼,0,8,1620000.0,"24,870元/平",VR看装修 房本满两年 
富力广场高层两房，东南向，过五唯一，光线很好,富力广场D区,中山八,2室1厅 ,66.75, 东南 , 简装 ,26,2005, 塔楼,1,8,3800000.0,"56,929元/平",近地铁 VR看装修 房本满五年 
万科海上传奇 34房 双钥匙 可夜观白鹅潭美景,万科海上传奇,芳村,2室0厅 ,34.06, 西 , 其他 ,17,2016, 板塔结合,4, 一年前发布,1300000.0,"38,168元/平",近地铁 房本满两年 随时看房 
珠岛花园 2室2厅 北,珠岛花园,大坦沙,2室2厅 ,75.05, 北 , 简装 ,17,1995, 板塔结合,0, 1个月以前发布,2850000.0,"37,975元/平",VR看装修 房本满两年 随时看房 
新世界凯粤湾望江二房，装修保养新，高层景观好,新世界凯粤湾,滘口,2室2厅 ,88.3, 东北 , 精装 ,33,2015, 塔楼,55, 6个月以前发布,4090000.0,"46,320元/平",近地铁 VR房源 房本满两年 随时看房 
新世界凯粤湾 户型方正两房 品质小区交通便利配套成熟,新世界凯粤湾,滘口,2室1厅 ,83.81, 东北 , 精装 ,33,2015, 塔楼,5,31,3550000.0,"42,358元/平",近地铁 VR看装修 房本满五年 随时看房 
富力广场 B区 东南单边 全明三房两卫 装修保养新净,富力广场B区,中山八,3室1厅 ,102.03, 东南 , 简装 ,23,2005, 塔楼,8, 4个月以前发布,4780000.0,"46,849元/平",近地铁 VR看装修 房本满两年 随时看房 
恒荔湾畔 满五年 高层看花园 保养好 光线充足,恒荔湾畔,芳村,2室1厅 ,72.73, 南 , 简装 ,31,2008, 塔楼,7, 8个月以前发布,3950000.0,"54,311元/平",近地铁 VR看装修 房本满五年 随时看房 
桥东小区  舒适小区 两房户型 各付各税 有电梯到三楼,桥东小区,滘口,2室1厅 ,71.67, 东南 , 简装 ,9,1995, 塔楼,244, 一年前发布,1420000.0,"19,814元/平",近地铁 VR看装修 房本满两年 随时看房 
原装电梯花园小区裕兴苑，全明三房，业主诚心出,裕兴苑,陈家祠,3室1厅 ,92.52, 南 , 精装 ,9,2001, 塔楼,174, 3个月以前发布,4650000.0,"50,260元/平",VR看装修 房本满五年 随时看房 
文昌花园中高层两房 长寿路地铁A旁,文昌花园,西关,2室1厅 ,75.2, 东 , 简装 ,32,2000, 塔楼,6, 4个月以前发布,2920000.0,"38,830元/平",近地铁 VR看装修 房本满五年 随时看房 
近地铁 望江小复式楼 海上传奇 少有个人名义放盘,万科海上传奇,芳村,1室1厅 ,27.65, 南 , 精装 ,17,2016, 板塔结合,12, 一年前发布,1150000.0,"41,592元/平",近地铁 房本满五年 随时看房 
怡福花园 实用小两房 十一号线 配套齐全,怡福花园,滘口,2室1厅 ,41.0, 南 北 , 简装 ,9,1999, 塔楼,5, 3个月以前发布,1180000.0,"28,781元/平",VR看装修 房本满两年 随时看房 
广雅居 2室1厅 南,广雅居,西村,2室1厅 ,80.36, 南 , 其他 ,9,2000, 塔楼,6, 2个月以前发布,2000000.0,"24,889元/平",近地铁 VR看装修 房本满五年 随时看房 
邦华星际一期 2房2厅南向 买一层一层 交通方便,邦华星际广场一期,龙溪,2室2厅 ,68.31, 南 , 简装 ,22,2015, 塔楼,2, 2个月以前发布,1500000.0,"21,959元/平",房本满五年 随时看房 
万科海上传奇 2室2厅 东南,万科海上传奇,芳村,2室2厅 ,53.39, 东南 , 其他 ,17,2016, 板塔结合,0,25,2400000.0,"44,953元/平",近地铁 房本满两年 随时看房 
原装电梯小区 有停车场 楼龄新  双地铁1/8号线 配套齐,骏业阁,西关,1室1厅 ,28.34, 东 , 其他 ,25,2008, 塔楼,0, 1个月以前发布,1200000.0,"42,343元/平",近地铁 VR看装修 房本满五年 随时看房 
户型好实用一手业主少有放小两房，小区管里。旺中带静,骏业阁,西关,2室1厅 ,49.69, 西 , 精装 ,27,2008, 塔楼,2,27,2115000.0,"42,564元/平",近地铁 VR房源 房本满五年 随时看房 
富力广场T区 东南靓向 厅出阳台 户型方正,富力广场T区,中山八,2室1厅 ,75.32, 南 , 简装 ,19,2005, 塔楼,4,21,4060000.0,"53,904元/平",VR房源 房本满五年 随时看房 
刚需上车两房  南北通透  精准装修拎包入住,荔港南湾,南岸路,2室1厅 ,63.1, 南 北 , 精装 ,32,2008, 塔楼,1,31,2900000.0,"45,959元/平",近地铁 VR房源 房本满五年 随时看房 
荔尚国际 一房一厅 全新装修 拎包入住 随时可看房,荔尚国际,西关,1室1厅 ,42.83, 东 , 精装 ,17,2008, 塔楼,0,26,2130000.0,"49,732元/平",VR看装修 房本满五年 随时看房 
广钢鹤平小区，低楼层2房，满五唯一商品房,广钢鹤平小区,鹤洞,1室1厅 ,41.07, 东南 , 毛坯 ,5,1997, 塔楼,0,25,750000.0,"18,262元/平",近地铁 VR看装修 房本满五年 随时看房 
花园小区电梯精装一房 彩虹桥地铁上,西华苑,西华路,1室1厅 ,26.92, 南 , 精装 ,21,2002, 板楼,0,24,1320000.0,"49,035元/平",近地铁 VR看装修 房本满两年 随时看房 
隆庆小区 2室1厅 南,隆庆小区,西华路,2室1厅 ,42.43, 南 , 其他 ,9,1999, 塔楼,0,17,1700000.0,"40,066元/平",近地铁 VR看装修 房本满五年 随时看房 
陈家祠西门口双地铁商圈 楼龄新 低楼层 有平台使用,金花小区,西华路,2室1厅 ,37.57, 东 , 简装 ,9,2003, 塔楼,0,20,1490000.0,"39,660元/平",近地铁 VR看装修 房本满五年 随时看房 
房子实用面积大，间隔合理，业主急*，北向双层三房。,中海锦汇华庭（A区）,广钢新城,3室2厅 ,71.0, 西北 , 精装 ,21,2019, 塔楼,12, 一年前发布,2800000.0,"39,437元/平",近地铁 房本满两年 
业主诚意放卖.精装修自住保养好.,乐怡居,花地湾,2室1厅 ,81.65, 南 , 精装 ,31,1996, 塔楼,14, 一年前发布,2990000.0,"36,620元/平",近地铁 VR看装修 房本满两年 
长寿路站 宝源北街大院管理两房,宝源路,西关,2室1厅 ,53.56, 东 西 , 简装 ,8,1986, 塔楼,13, 一年前发布,2150000.0,"40,142元/平",近地铁 VR看装修 房本满五年 
房间大 格局好 配套成熟 交通方便 入住率高,中海花湾壹号（C区）,广钢新城,3室2厅 ,68.61, 南 , 精装 ,36,2018, 塔楼,9, 6个月以前发布,3200000.0,"46,641元/平",近地铁 房本满两年 
南北对流望花园安静，，，，，，，，，,保利塞纳维拉,龙溪,3室1厅 ,93.9, 北 , 精装 ,18,2015, 板楼,1, 2个月以前发布,3200000.0,"34,079元/平",VR看装修 房本满五年 
保利公园九里 精致一房 望花园泳池 养老不错,保利公园九里,龙溪,1室1厅 ,56.46, 东北 , 精装 ,21,2014, 塔楼,56, 一年前发布,2050000.0,"36,309元/平",VR看装修 房本满两年 
此房满五年，精装大三房，厅出阳台,恒利翠竹苑,鹤洞,3室2厅 ,107.1, 北 , 精装 ,33,2007, 塔楼,28, 一年前发布,4100000.0,"38,282元/平",近地铁 VR看装修 房本满五年 
空置随时看房 中间楼层 三房 视野采光好,中海锦汇华庭（A区）,广钢新城,3室1厅 ,71.6, 东北 , 精装 ,21,2019, 塔楼,41, 一年前发布,2470000.0,"34,498元/平",近地铁 房本满两年 
富力广场T区 安静望花园 三房带主套 一手业主满五,富力广场T区,中山八,3室2厅 ,111.34, 西北 , 其他 ,19,2005, 塔楼,1,23,5900000.0,"52,991元/平",VR看装修 房本满五年 
钢琴厂宿舍 2室1厅 西南,钢琴厂宿舍,茶滘,2室1厅 ,46.75, 西南 , 其他 ,9,1992, 塔楼,0,20,1450000.0,"31,017元/平",VR看装修 房本满五年 
光复北路加装电梯高层，楼邻新，东南向，三房,光复北路,龙津,3室1厅 ,74.54, 东 北 , 其他 ,9,1988, 塔楼,0,20,3180000.0,"42,662元/平",近地铁 VR看装修 房本满两年 
郭村小区低层一房一厅  交通方便 房出阳台,郭村小区,滘口,1室1厅 ,44.29, 东 , 精装 ,9,1994, 塔楼,0,24,1190000.0,"26,869元/平",VR看装修 房本满五年 
此房满5非唯一，户型方正，大阳台,珠岛花园,大坦沙,1室1厅 ,38.07, 东南 南 , 精装 ,9,1995, 板塔结合,0,30,1480000.0,"38,876元/平",VR看装修 房本满五年 
荔港南湾  实用三房  采光通风好  厅出阳台,荔港南湾,南岸路,3室1厅 ,76.08, 东北 , 精装 ,32,2004, 塔楼,0,21,3400000.0,"44,690元/平",近地铁 VR看装修 房本满两年 
荔港南湾 高层江景三房 安静舒适 南北对流,荔港南湾,南岸路,3室1厅 ,110.9, 北 , 其他 ,34,2008, 塔楼,0,26,5590000.0,"50,406元/平",近地铁 VR房源 房本满五年 
富力广场皇坐S4栋 21年精装 高层尽揽荔湾湖景观,富力广场S区,中山八,4室3厅 ,174.99, 西北 北 西南 , 精装 ,24,2005, 塔楼,0,23,10300000.0,"58,861元/平",近地铁 VR房源 房本满两年 
厅出阳台，采光好，小区管理，满五年,东浚荔景苑,中山八,3室2厅 ,112.59, 东北 , 其他 ,37,1998, 塔楼,1,22,4730000.0,"42,011元/平",近地铁 VR看装修 房本满五年 
福盛花苑 新上好房 近地铁 配套成熟完善 小区管理,福盛花苑,广钢新城,3室1厅 ,78.12, 西北 , 简装 ,8,1998, 塔楼,0,31,2100000.0,"26,882元/平",近地铁 VR看装修 房本满两年 
此房过五、东向通透格局、采光充足 、配套设施齐全,珠岛花园,大坦沙,2室1厅 ,45.0, 东 , 其他 ,9,1995, 板塔结合,0,27,1800000.0,"40,000元/平",近地铁 VR看装修 房本满两年 
逸翠湾少有精装三房  高层视野开阔,逸翠湾,黄沙,3室2厅 ,103.05, 东 北 , 其他 ,49,2009, 塔楼,1,27,6650000.0,"64,532元/平",近地铁 VR看装修 房本满两年 
福盛花苑，满五年，原装3房，采光充足，通风良好,福盛花苑,广钢新城,3室1厅 ,78.65, 西南 , 其他 ,6,1998, 塔楼,1,31,2050000.0,"26,065元/平",近地铁 VR房源 房本满五年 
广钢观鹤小区，近鹤洞地铁，满五，社区舒适，环境美,广钢观鹤小区,广钢新城,2室2厅 ,60.62, 南 北 , 其他 ,8,1997, 塔楼,0,31,2200000.0,"36,292元/平",VR看装修 房本满两年 
陈家祠双地铁  金花小区厅出阳台 2房 保养好 有电梯位,金花小区,西华路,2室1厅 ,49.44, 东 , 简装 ,9,1999, 塔楼,0,28,2050000.0,"41,465元/平",近地铁 VR看装修 房本满五年 
光复大厦 厅出阳台 间隔很方正 产权清晰,光复大厦,人民路,3室1厅 ,83.13, 东南 , 简装 ,28,2000, 塔楼,0,25,3550000.0,"42,705元/平",近地铁 VR看装修 房本满五年 
新装修 安静望花园 11号地铁线 全明屋,如意阁,芳村,2室1厅 ,51.79, 北 , 其他 ,8,2001, 塔楼,0,21,1400000.0,"27,033元/平",VR看装修 房本满两年 
陈家祠1/8号线双地铁大院管理户型方正采光三房配套全,龙津东路,龙津,3室1厅 ,59.56, 南 , 精装 ,8,1990, 塔楼,3,29,2280000.0,"38,281元/平",近地铁 VR看装修 房本满两年 
此房满五年唯一，格局方正实用，房屋通风，光线好,芬芳小区,汾水,3室1厅 ,82.69, 北 , 简装 ,9,1996, 塔楼,3, 一年前发布,2300000.0,"27,815元/平",VR看装修 房本满五年 
芳村地铁 新小区 丽和华庭 正规两房 东南向 ！,丽和华庭,茶滘,2室1厅 ,64.0, 东南 , 简装 ,14,2011, 塔楼,11, 一年前发布,3400000.0,"53,125元/平",近地铁 VR看装修 房本满两年 
茶滘小区 电梯三房 东南向 厅出阳台,茶滘路10-30号小区,茶滘,3室2厅 ,94.01, 东南 , 简装 ,9,1998, 塔楼,2, 11个月以前发布,3260000.0,"34,678元/平",VR看装修 房本满五年 
广佛地铁鹤洞站旁，满五免重税，电梯已加装可使用。,芳华阁,鹤洞,2室1厅 ,75.21, 东南 , 精装 ,9,1994, 塔楼,3, 一年前发布,2370000.0,"31,512元/平",近地铁 VR看装修 房本满五年 
朝花园平台，望广州塔 夜景好 证满五年,乐怡居,花地湾,2室1厅 ,76.58, 东 东南 , 精装 ,31,1996, 塔楼,1, 一年前发布,3220000.0,"42,048元/平",近地铁 VR房源 房本满五年 
南向高层，基本全新大三房带阳台，无需装修可直住。,远大芳华都汇,西朗,3室2厅 ,113.53, 西南 , 精装 ,28,2010, 塔楼,64, 一年前发布,2300000.0,"20,259元/平",房本满两年 
业主自住 装修保养好 近地铁 配套齐全,红棉苑南区,花地湾,3室1厅 ,100.44, 东 东南 西南 , 简装 ,9,2000, 塔楼,2, 一年前发布,3700000.0,"36,838元/平",近地铁 VR看装修 房本满五年 
邦华星际广场一期 2室1厅 南,邦华星际广场一期,龙溪,2室1厅 ,66.54, 南 , 其他 ,22,2015, 塔楼,10, 一年前发布,1750000.0,"26,300元/平",房本满五年 
邦华星际 南向 复式精装2房2卫 双阳台  采光通风好,邦华星际广场一期,龙溪,2室2厅 ,66.1, 南 , 其他 ,22,2015, 塔楼,18, 一年前发布,1400000.0,"21,181元/平",房本满五年 
芳村地铁站 怡芳苑电梯对流大两房 商品房 满五唯一,怡芳苑,花地湾,2室2厅 ,83.2, 北 , 简装 ,9,1998, 塔楼,0, 4个月以前发布,3150000.0,"37,861元/平",近地铁 VR看装修 房本满五年 
中海锦汇华庭（A区） 3室1厅 南,中海锦汇华庭（A区）,广钢新城,3室1厅 ,71.0, 南 , 精装 ,21,2019, 塔楼,10, 一年前发布,2580000.0,"36,339元/平",近地铁 房本满两年 
芳村花园 南向大2房 望花园 采光好,芳村花园,坑口,2室2厅 ,96.48, 南 , 精装 ,32,1999, 塔楼,3, 1个月以前发布,3250000.0,"33,686元/平",近地铁 VR看装修 房本满两年 
新世界凯粤湾 看江三房 五号线  产权清晰 配套齐全,新世界凯粤湾,滘口,3室1厅 ,91.85, 南 北 , 简装 ,33,2012, 塔楼,4, 6个月以前发布,4300000.0,"46,816元/平",近地铁 VR看装修 房本满两年 
中海锦汇华庭A区，复式三房精装，交通便利配套完善。,中海锦汇华庭（A区）,广钢新城,3室2厅 ,71.0, 东北 , 精装 ,21,2019, 塔楼,9, 一年前发布,2700000.0,"38,029元/平",近地铁 房本满五年 
三房东南向  满五唯一，采光充足，视野宽阔,金鹤苑,西朗,3室1厅 ,73.47, 东南 , 简装 ,7,2000, 板楼,55, 一年前发布,1780000.0,"24,228元/平",VR看装修 房本满五年 
南向三房  可明火  可注册公司  优惠,中海锦汇华庭（A区）,广钢新城,3室1厅 ,55.0, 南 , 精装 ,21,2019, 塔楼,1, 1个月以前发布,1980000.0,"36,000元/平",近地铁 房本满两年 
鸿图苑小区 低楼层实用三房 近花地湾 南北向 满五年,鸿图苑,汾水,3室1厅 ,80.54, 南 , 简装 ,9,1995, 塔楼,6, 一年前发布,2300000.0,"28,558元/平",VR看装修 房本满两年 
汾水金兰苑 电梯南向3房 证满5年唯一物业,金兰苑,汾水,3室2厅 ,107.0, 南 , 其他 ,22,2001, 塔楼,14, 11个月以前发布,3180000.0,"29,720元/平",VR看装修 房本满五年 
电梯三房 装修保养新 采光好 交通便利,远大芳华都汇,西朗,3室2厅 ,113.53, 南 , 精装 ,28,2010, 塔楼,0, 1个月以前发布,2150000.0,"18,938元/平",房本满两年 
富力环市西苑电梯楼小区管理   高楼层  阳台望花园,富力环市西苑,西村,2室1厅 ,69.36, 东 , 简装 ,15,2000, 塔楼,8, 7个月以前发布,3800000.0,"54,787元/平",近地铁 VR看装修 房本满两年 
邦华星际一期  4房复式2层带装修  交通方便  上学近,邦华星际广场一期,龙溪,4室1厅 ,84.26, 东南 , 简装 ,22,2015, 塔楼,2, 4个月以前发布,1800000.0,"21,363元/平",房本满五年 
怡芳苑 1室1厅 东南,怡芳苑,花地湾,1室1厅 ,38.24, 东南 , 精装 ,9,1998, 塔楼,0, 1个月以前发布,1650000.0,"43,149元/平",近地铁 VR房源 房本满两年 
陈家祠广场旁 原装电梯南向大两房,汇鑫阁,龙津,2室2厅 ,87.04, 南 , 精装 ,22,1999, 塔楼,0,29,4150000.0,"47,680元/平",近地铁 VR看装修 房本满五年 
芬芳小区 2室1厅 南,芬芳小区,汾水,2室1厅 ,60.04, 南 , 其他 ,9,1996, 塔楼,0,24,1550000.0,"25,817元/平",VR看装修 房本满五年 
桥东小区 1室1厅 东南,桥东小区,滘口,1室1厅 ,51.78, 东南 , 简装 ,9,1995, 塔楼,1,23,1580000.0,"30,514元/平",VR看装修 房本满五年 
电梯 大院管理 六号线和八号线文化公园站,六二三路,和平西,2室1厅 ,108.17, 南 , 简装 ,8,1989, 塔楼,0,29,4100000.0,"37,904元/平",近地铁 VR看装修 房本满五年 
环翠园  两房户型  东南向  厅出阳台,环翠园,南岸路,2室1厅 ,64.85, 南 , 简装 ,9,1994, 塔楼,1, 1个月以前发布,2200000.0,"33,925元/平",近地铁 VR看装修 房本满五年 
鸿图苑 2室1厅 南,鸿图苑,汾水,2室1厅 ,63.16, 南 , 其他 ,9,1995, 塔楼,0, 1个月以前发布,1750000.0,"27,708元/平",近地铁 VR房源 房本满两年 
接龙里小区 2室1厅 南,接龙里小区,芳村,2室1厅 ,50.53, 南 , 其他 ,8,2005, 塔楼,0,23,1300000.0,"25,728元/平",近地铁 VR看装修 房本满五年 
文昌雅居 3室2厅 东北,文昌雅居,龙津,3室2厅 ,86.31, 东北 , 其他 ,32,2005, 塔楼,0,30,5000000.0,"57,931元/平",VR看装修 房本满五年 
黄沙地铁站，詹天佑旁，框架结构,丛桂路,黄沙,3室1厅 ,73.84, 北 , 其他 ,9,1994, 塔楼,0,20,1950000.0,"26,409元/平",近地铁 VR看装修 房本满五年 
温馨家园靓装修，低楼层，双地铁沿线，广钢新城旁,华丽苑,鹤洞,1室1厅 ,50.59, 东北 , 精装 ,9,1996, 塔楼,1,24,1380000.0,"27,279元/平",近地铁 VR房源 房本满五年 
花地河湾中空复式5房 保养良好 望花地河视野开阔,花地河湾,西朗,5室2厅 ,75.18, 东南 , 其他 ,22,2009, 塔楼,0,28,3050000.0,"40,570元/平",VR房源 房本满五年 
温馨家园靓装修，低楼层，双地铁沿线，广钢新城旁,华丽苑,鹤洞,1室1厅 ,56.29, 东北 , 精装 ,9,1996, 塔楼,1,24,1480000.0,"26,293元/平",近地铁 VR房源 房本满五年 
满五不唯一，全明三房，南北通透望花园，装修保养新,富力广场B区,中山八,3室2厅 ,87.78, 南 北 , 精装 ,23,2005, 塔楼,0,25,4500000.0,"51,265元/平",近地铁 VR看装修 房本满五年 
一线江景，南北对流，三代同堂宜居大宅,荔港南湾,南岸路,4室2厅 ,142.98, 西南 , 精装 ,34,2008, 塔楼,0,28,7880000.0,"55,113元/平",VR房源 房本满五年 
