南北通透双阳台！一线瞰湖！看房方便,南沙奥园,南沙湾,3室1厅 ,134.16, 南 北 , 精装 ,11,2012, 塔楼,0,5,2050000.0,"15,281元/平",VR房源 房本满两年 随时看房 
一线蕉门河景，视野宽阔，采光充足，交通便利,逸涛雅苑,进港大道,3室2厅 ,109.48, 东南 , 精装 ,3, 塔楼 , 双拼别墅 ,157, 一年前发布,4340000.0,"39,642元/平",VR房源 房本满五年 
南沙境界 中高楼层 视野开阔 保养好 诚心放卖,南沙境界家园,黄阁,3室1厅 ,97.26, 南 , 精装 ,26,2013, 板塔结合,4, 10个月以前发布,2120000.0,"21,798元/平",VR看装修 房本满五年 
南沙珠江湾 4室1厅 南,南沙珠江湾,南沙湾,4室1厅 ,163.57, 南 , 精装 ,18,2012, 板塔结合,5, 4个月以前发布,3090000.0,"18,891元/平",VR看装修 房本满五年 
富佳花园二次装修过东南向大三房,富佳花园,进港大道,3室2厅 ,97.0, 东南 , 精装 ,11,2005, 塔楼,5, 6个月以前发布,1850000.0,"19,073元/平",VR看装修 房本满五年 
此房产证满五年，省税费！看小区园林景观,南沙奥园,南沙湾,4室2厅 ,149.74, 东南 , 毛坯 ,9,2012, 塔楼,10, 一年前发布,2400000.0,"16,028元/平",VR看装修 房本满五年 
富力唐宁花园 南向精装修三房，诚意出,南沙·富力唐宁,南沙港,3室1厅 ,107.83, 南 , 精装 ,11,2014, 塔楼,1, 6个月以前发布,2050000.0,"19,012元/平",VR房源 房本满五年 
位于黄山鲁森林公园内 税费少 环境好 空气清晰,广州星河丹堤,金洲,5室2厅 ,370.0, 东南 南 , 毛坯 ,3, 塔楼 , 独栋别墅 ,5, 4个月以前发布,10750000.0,"29,055元/平",VR房源 房本满两年 
南沙奥园 养生大盘  南北对流  户型方正,南沙奥园,南沙湾,4室2厅 ,177.35, 南 , 其他 ,9,2012, 塔楼,16, 一年前发布,2960000.0,"16,691元/平",VR看装修 房本满五年 
南沙湾海景别墅 时代物业 环境好,时代南湾,南沙港,5室3厅 ,227.0, 南 , 毛坯 ,3, 板塔结合 , 联排别墅 ,4, 5个月以前发布,9200000.0,"40,529元/平",VR房源 房本满五年 
时代南湾大四房出*，南北通透，看湖看海,时代南湾,南沙港,4室2厅 ,170.0, 南 北 , 精装 ,19,2012, 板塔结合,138, 一年前发布,4200000.0,"24,706元/平",VR看装修 房本满五年 
99方高层三房，带装修，大入户花园,大岗翡翠蓝湾北区,大岗镇,3室2厅 ,98.0, 北 , 简装 ,18,2011, 塔楼,12, 一年前发布,1480000.0,"15,103元/平",VR看装修 房本满五年 
时代南湾 四房三卫，湖景房，装修保养好，采光充足,时代南湾,南沙港,4室2厅 ,166.59, 南 , 其他 ,32,2015, 板塔结合,36, 一年前发布,4650000.0,"27,913元/平",VR看装修 房本满五年 
南沙奥园高层复式 看山看海看湖 精装修,南沙奥园,南沙湾,5室2厅 ,294.61, 西南 东北 , 精装 ,16,2012, 塔楼,10, 5个月以前发布,6200000.0,"21,045元/平",近地铁 VR房源 房本满五年 
公寓型住宅顶楼复式， 民水民电，满五产权,南沙奥园,南沙湾,3室2厅 ,172.13, 东南 , 简装 ,7,2012, 塔楼,82, 一年前发布,2000000.0,"11,620元/平",近地铁 VR房源 房本满五年 
中大城 南向大两房 户型方正 带入户花园 成熟商圈,中大城,金洲,2室1厅 ,87.28, 南 , 简装 ,30,2014, 塔楼,41, 一年前发布,1950000.0,"22,342元/平",VR看装修 房本满五年 
过五唯一的房子，欢迎过来品鉴。。。。。。。。。,南沙境界家园,黄阁,4室2厅 ,143.11, 东南 南 , 精装 ,4,2007, 塔楼,6, 4个月以前发布,3200000.0,"22,361元/平",VR看装修 房本满两年 
南沙后花园   可三世同堂   看房提前约,皇家花园,金洲,4室2厅 ,178.9, 南 , 精装 ,8,1995, 塔楼,4, 5个月以前发布,2475000.0,"13,835元/平",VR看装修 房本满五年 
中层好房，满五唯一.免个税.增值税.,南沙碧桂园,金洲,3室2厅 ,109.0, 北 , 精装 ,11,2007, 板塔结合,12, 一年前发布,2200000.0,"20,184元/平",VR看装修 房本满五年 
此房满五唯一，税费少，高层南向两房,广晟海韵兰庭,进港大道,2室1厅 ,73.46, 南 , 精装 ,18,2012, 塔楼,17, 5个月以前发布,1500000.0,"20,420元/平",VR看装修 房本满五年 
此房南北对流，楼层好，视野开阔，小区环境好可看湖。,碧桂园天玺湾,进港大道,4室2厅 ,183.89, 南 北 , 精装 ,30,2014, 板塔结合,255, 一年前发布,4900000.0,"26,647元/平",VR房源 房本满五年 
阳光城领悦大三房两卫，次新小区，户型方正,阳光城丽景湾领悦,进港大道,4室2厅 ,130.76, 西南 , 精装 ,9,2017, 塔楼,3, 9个月以前发布,2450000.0,"18,737元/平",VR看装修 房本满两年 
碧桂园天玺湾精装高层南北对流满五唯一，看房方便,碧桂园天玺湾,进港大道,4室2厅 ,180.79, 南 , 其他 ,30,2014, 板塔结合,0, 4个月以前发布,5300000.0,"29,316元/平",VR房源 房本满五年 
碧桂园三房两卫，东南向好楼层，无抵押,碧桂园天玺湾,进港大道,3室2厅 ,124.43, 东南 , 精装 ,18,2014, 板塔结合,1, 2个月以前发布,3350000.0,"26,923元/平",VR房源 房本满五年 
美福花园 东南向大三房 望山景望公园 满五 无欠款,美福花园,进港大道,3室2厅 ,100.95, 东南 , 精装 ,21,2009, 塔楼,0, 1个月以前发布,1600000.0,"15,850元/平",VR房源 房本满五年 
满五唯一 视野开阔 自住装修保养好  诚心放卖,南沙碧桂园豪庭,金洲,2室1厅 ,79.41, 东北 , 精装 ,18,2012, 塔楼,9, 7个月以前发布,1850000.0,"23,297元/平",近地铁 VR看装修 房本满五年 
格局方正 光线充足 户型实用 不浪费空间,南沙境界家园,黄阁,5室2厅 ,210.15, 东 东南 南 北 东北 , 精装 ,4,2007, 塔楼,170, 一年前发布,3660000.0,"17,417元/平",VR房源 房本满五年 
笋房出*，满五，无欠款，带阁楼，靠山，空气好。,南沙碧桂园,金洲,3室2厅 ,100.82, 南 , 简装 ,6,2007, 板塔结合,10, 一年前发布,2100000.0,"20,830元/平",VR看装修 房本满五年 
明珠湾区物业，央企品牌，质量保证，诚心挂盘,南沙金茂湾,明珠湾,1室1厅 ,50.15, 北 , 毛坯 ,12,2016, 塔楼,0, 9个月以前发布,730000.0,"14,557元/平",房本满两年 随时看房 
业主诚心放卖，看房方便，随时可签，办公专用,南沙万达广场,金洲,2室1厅 ,83.71, 东南 , 简装 ,28,2017, 塔楼,11, 一年前发布,1000000.0,"11,947元/平",房本满两年 随时看房 
中层楼层采光好，精装修经典单间，一线江景！,南沙金茂湾,明珠湾,1室0厅 ,45.69, 南 , 精装 ,18,2016, 塔楼,1, 一年前发布,850000.0,"18,604元/平",房本满两年 随时看房 
业主低于发票放卖 没有任何欠款 随时可以看房,创鸿嘉园,金洲,2室1厅 ,50.89, 北 , 毛坯 ,21,2013, 塔楼,0, 2个月以前发布,500000.0,"9,826元/平",房本满五年 随时看房 
南向复式，中间楼层，配套成熟，交通方便,南沙大都汇,金洲,1室1厅 ,49.89, 南 , 精装 ,22,2015, 塔楼,2, 4个月以前发布,610000.0,"12,227元/平",房本满两年 随时看房 
金洲成熟地段 业主急*，看房方便,南沙万达广场,金洲,1室0厅 ,39.0, 西 , 精装 ,26,2017, 塔楼,2, 一年前发布,450000.0,"11,539元/平",近地铁 房本满五年 随时看房 
采光充足，配套设施齐全，交通便利,南沙金茂湾,明珠湾,1室1厅 ,41.0, 南 东北 , 精装 ,18,2016, 塔楼,5, 一年前发布,695000.0,"16,952元/平",房本满两年 随时看房 
格局方正  交通方便    诚意出*  方便看房,凯德新玥,榄核镇,2室1厅 ,59.76, 东 , 毛坯 ,22,2015, 塔楼,10, 一年前发布,750000.0,"12,551元/平",房本满五年 随时看房 
南沙金茂湾 1室2厅 南,南沙金茂湾,明珠湾,1室2厅 ,73.38, 南 , 毛坯 ,12,2016, 塔楼,5, 5个月以前发布,1168000.0,"15,918元/平",房本满两年 随时看房 
凯德新玥 2室1厅 南,凯德新玥,榄核镇,2室1厅 ,59.76, 南 , 毛坯 ,22,2015, 塔楼,79, 一年前发布,620000.0,"10,375元/平",房本满两年 随时看房 
金州地铁站繁华地段南沙万达广场业主诚意放卖,南沙万达广场,金洲,1室1厅 ,52.68, 南 , 精装 ,27,2017, 塔楼,5, 一年前发布,510000.0,"9,682元/平",房本满两年 随时看房 
小区环境好，有泳池，面积小，总*低，环境好.,创鸿嘉园,金洲,1室1厅 ,50.0, 北 , 精装 ,21,2013, 塔楼,4, 一年前发布,740000.0,"14,800元/平",房本满五年 随时看房 
毛坯装修，设计随意；综合配套好。,南沙金茂湾,明珠湾,1室1厅 ,50.99, 南 , 毛坯 ,10,2016, 塔楼,3, 一年前发布,850000.0,"16,670元/平",房本满两年 随时看房 
南沙金茂湾  业主诚意放卖 看房方便,南沙金茂湾,明珠湾,1室1厅 ,39.54, 南 , 精装 ,26,2016, 板塔结合,0, 2个月以前发布,680000.0,"17,198元/平",房本满两年 随时看房 
明珠湾  品牌五星物业管理  实用空间,中交汇通中心,明珠湾,2室1厅 ,48.21, 南 , 毛坯 ,30,2020, 板塔结合,10, 一年前发布,870000.0,"18,047元/平",房本满两年 随时看房 
复式精装修 视野开阔装修保养好小区管理好！,富力天海湾,明珠湾,1室1厅 ,54.0, 北 , 精装 ,22,2016, 塔楼,1, 4个月以前发布,550000.0,"10,186元/平",房本满两年 随时看房 
顶楼复式带天台，全新装修未住过。业主诚意出卖。,南沙金茂湾,明珠湾,2室1厅 ,52.49, 南 , 精装 ,10,2016, 塔楼,14, 7个月以前发布,1060000.0,"20,195元/平",房本满两年 随时看房 
南沙*达东南向小户型，繁华商圈,南沙万达广场,金洲,1室0厅 ,49.61, 东 , 精装 ,28,2017, 塔楼,4, 一年前发布,500000.0,"10,079元/平",房本满五年 随时看房 
地段优越，配套齐全，交通方便......,南沙城,金洲,2室1厅 ,81.87, 南 , 其他 ,18,2013, 塔楼,13, 一年前发布,1090000.0,"13,314元/平",房本满两年 随时看房 
南沙金茂湾高档小区，灵山岛尖CBD旁,南沙金茂湾,明珠湾,2室1厅 ,50.58, 东 , 毛坯 ,15,2016, 塔楼,3, 一年前发布,1050000.0,"20,760元/平",房本满五年 随时看房 
南沙金茂湾 复式 精装修 真心出卖,南沙金茂湾,明珠湾,1室1厅 ,48.77, 北 , 精装 ,12,2016, 塔楼,4, 一年前发布,1080000.0,"22,145元/平",房本满两年 随时看房 
地铁口       复式两房   首付低,越秀滨海汇,金洲,1室0厅 ,47.88, 北 , 其他 ,21,2019, 板塔结合,5, 6个月以前发布,560000.0,"11,696元/平",近地铁 房本满两年 随时看房 
地铁口，楼下购物商场，毛坯南向带阳台,越秀滨海汇,金洲,1室1厅 ,48.14, 南 , 毛坯 ,21,2019, 板塔结合,40, 7个月以前发布,600000.0,"12,464元/平",近地铁 房本满五年 随时看房 
明珠湾板块，综合体小区，品牌五星物业管理,南沙金茂湾,明珠湾,1室1厅 ,48.86, 南 , 其他 ,12,2017, 塔楼,8, 3个月以前发布,790000.0,"16,169元/平",房本满两年 随时看房 
业主诚意、层高5米中空，采光好,南沙金茂湾,明珠湾,3室2厅 ,88.48, 南 西南 , 毛坯 ,12,2016, 塔楼,1, 7个月以前发布,2500000.0,"28,255元/平",房本满两年 随时看房 
南沙金州商圈不需要购房资格毛坯朝南有阳台通风采光好,敏捷君御国际,金洲,1室0厅 ,72.4, 南 , 毛坯 ,24,2013, 塔楼,0, 6个月以前发布,720000.0,"9,945元/平",房本满五年 随时看房 
"明珠湾CBD大户型边位,户型方正采光好",南沙金茂湾,明珠湾,1室1厅 ,97.85, 东北 , 毛坯 ,12,2016, 塔楼,2, 一年前发布,1760000.0,"17,987元/平",房本满两年 随时看房 
此房采光充足，中间楼层，交通便利，,中海联南沙国贸中心,金洲,2室2厅 ,58.15, 东南 , 精装 ,26,2016, 塔楼,0, 一年前发布,930000.0,"15,994元/平",房本满五年 随时看房 
越秀滨海汇 1室1厅 北,越秀滨海汇,金洲,1室1厅 ,47.92, 北 , 毛坯 ,21,2019, 板塔结合,5, 一年前发布,700000.0,"14,608元/平",近地铁 房本满五年 随时看房 
创鸿嘉园 3室2厅 西北 东北,创鸿嘉园,金洲,3室2厅 ,50.89, 西北 东北 , 简装 ,21,2013, 塔楼,0, 5个月以前发布,650000.0,"12,773元/平",房本满两年 随时看房 
楼龄新，环境优雅，一线观江景无遮挡，采光通风好,南沙金茂湾,明珠湾,1室1厅 ,39.16, 南 , 其他 ,26,2016, 板塔结合,7, 一年前发布,700000.0,"17,876元/平",房本满两年 随时看房 
一线海景，格局方正，采光通明，业主诚心放盘,中交汇通中心,明珠湾,2室1厅 ,51.07, 南 , 其他 ,10,2020, 塔楼,3, 8个月以前发布,1060000.0,"20,756元/平",房本满五年 随时看房 
南沙    小户型  13000  每平方,南沙万达广场,金洲,1室0厅 ,55.88, 西北 , 精装 ,27,2017, 塔楼,0, 一年前发布,580000.0,"10,380元/平",房本满五年 随时看房 
地段好，近区府、南沙医院、金洲地铁站，旺达广场。,南沙万达广场,金洲,1室1厅 ,58.0, 东北 , 精装 ,29,2017, 塔楼,0, 10个月以前发布,920000.0,"15,863元/平",房本满两年 随时看房 
*达广场地铁口， 人气旺！配套齐全， 适合*,南沙万达广场,金洲,1室1厅 ,63.02, 南 , 精装 ,26,2017, 塔楼,2, 一年前发布,1050000.0,"16,662元/平",近地铁 房本满两年 随时看房 
此房户型方正，通风景观佳，复式设计使用率高,中交汇通中心,明珠湾,1室1厅 ,51.0, 南 , 毛坯 ,10,2020, 塔楼,36, 一年前发布,1200000.0,"23,530元/平",房本满五年 随时看房 
金洲地铁口 *达广场  交通便利,南沙万达广场,金洲,1室0厅 ,49.41, 东南 , 精装 ,26,2017, 塔楼,9, 一年前发布,500000.0,"10,120元/平",近地铁 房本满五年 随时看房 
南沙金茂湾高档小区，灵山岛尖CBD旁！,南沙金茂湾,明珠湾,1室1厅 ,50.58, 北 , 毛坯 ,15,2016, 塔楼,1, 一年前发布,1200000.0,"23,725元/平",房本满两年 随时看房 
奥园中环广场，高楼层南向办公室，进港大道边,奥园中环广场,金洲,1室0厅 ,48.3, 东 , 简装 ,22,2013, 塔楼,1, 6个月以前发布,688000.0,"14,245元/平",房本满五年 随时看房 
富力天海湾 1室1厅 南,富力天海湾,明珠湾,1室1厅 ,53.19, 南 , 毛坯 ,22,2016, 塔楼,0, 一年前发布,1000000.0,"18,801元/平",房本满两年 随时看房 
高层采光办公室，自用不错，进港大道,奥园中环广场,金洲,1室0厅 ,61.0, 北 , 简装 ,18,2013, 塔楼,0, 7个月以前发布,920000.0,"15,082元/平",房本满五年 随时看房 
奥园中环广场，高楼层南向办公室，进港大道边,奥园中环广场,金洲,1室0厅 ,45.41, 北 , 简装 ,18,2013, 塔楼,0, 7个月以前发布,670000.0,"14,755元/平",房本满五年 随时看房 
南沙金茂湾 1室1厅 南,南沙金茂湾,明珠湾,1室1厅 ,50.15, 南 , 简装 ,12,2016, 塔楼,1, 5个月以前发布,950000.0,"18,944元/平",房本满两年 随时看房 
金茂湾 业主诚心卖 可随时看房,南沙金茂湾,明珠湾,2室2厅 ,50.58, 北 , 毛坯 ,15,2016, 塔楼,3, 3个月以前发布,720000.0,"14,235元/平",房本满两年 随时看房 
南沙金茂湾 2室2厅 北,南沙金茂湾,明珠湾,2室2厅 ,47.98, 北 , 毛坯 ,15,2016, 塔楼,0, 3个月以前发布,720000.0,"15,007元/平",房本满两年 随时看房 
房子方正保养好，看房方便业主开门,南沙万达广场,金洲,1室1厅 ,53.0, 南 , 精装 ,29,2017, 塔楼,1, 6个月以前发布,800000.0,"15,095元/平",房本满五年 随时看房 
南沙万达广场63.9平一房一厅望蕉门河双子桥夜景美,南沙万达广场,金洲,1室1厅 ,63.9, 南 , 精装 ,29,2017, 塔楼,22, 一年前发布,750000.0,"11,738元/平",房本满五年 随时看房 
离地铁600米50.89方只需65*,创鸿嘉园,金洲,1室1厅 ,50.89, 北 , 毛坯 ,21,2013, 塔楼,30, 一年前发布,550000.0,"10,808元/平",房本满五年 随时看房 
商用自用两相宜，总*低、值得拥有,凯德新玥,榄核镇,1室1厅 ,46.85, 西 , 毛坯 ,22,2015, 塔楼,3, 一年前发布,400000.0,"8,538元/平",房本满五年 随时看房 
明珠湾岛上一线海景，格局方正，采光通明,中交汇通中心,明珠湾,2室1厅 ,54.84, 东南 , 精装 ,10,2020, 塔楼,3, 11个月以前发布,1455000.0,"26,532元/平",房本满五年 随时看房 
金洲板块 精装高层大单间 通风采光好,敏捷君御国际,金洲,1室1厅 ,38.7, 北 , 精装 ,24,2013, 塔楼,37, 一年前发布,320000.0,"8,269元/平",房本满五年 随时看房 
创鸿嘉园 1室1厅 北,创鸿嘉园,金洲,1室1厅 ,50.89, 北 , 毛坯 ,21,2013, 塔楼,0, 一年前发布,830000.0,"16,310元/平",房本满五年 随时看房 
楼层好，视野开阔，交通便利，配套齐全,星河壹号公馆,金洲,1室1厅 ,37.86, 北 , 精装 ,19,2018, 塔楼,0, 9个月以前发布,940000.0,"24,829元/平",房本满两年 随时看房 
凯德新玥中楼层视野无遮挡采光通风好,凯德新玥,榄核镇,1室1厅 ,47.0, 东 , 精装 ,22,2015, 塔楼,8, 一年前发布,450000.0,"9,575元/平",房本满两年 随时看房 
业主诚心放卖 配套完善 总*低,南沙万达广场,金洲,1室1厅 ,39.52, 东 北 , 精装 ,29,2016, 塔楼,3, 一年前发布,550000.0,"13,918元/平",房本满五年 随时看房 
南沙万达广场有钥匙带装修近地铁.,南沙万达广场,金洲,1室1厅 ,38.9, 南 北 , 精装 ,27,2017, 塔楼,2, 一年前发布,568000.0,"14,602元/平",房本满两年 随时看房 
金洲1房 业主诚心卖 看房随时,南沙万达广场,金洲,1室0厅 ,50.0, 南 , 精装 ,27,2017, 塔楼,1, 9个月以前发布,530000.0,"10,600元/平",房本满五年 随时看房 
南沙万达广场   首付20  小户型,南沙万达广场,金洲,1室0厅 ,53.0, 东南 , 精装 ,29,2017, 塔楼,5, 10个月以前发布,580000.0,"10,944元/平",房本满五年 随时看房 
南沙城 1室1厅 南,南沙城,金洲,1室1厅 ,43.01, 南 , 其他 ,14,2014, 塔楼,1, 5个月以前发布,720000.0,"16,741元/平",房本满五年 随时看房 
交通便利，产权清晰，毛坯改造性强，办公注册开公司。,敏捷君御国际,金洲,1室1厅 ,125.9, 西 , 毛坯 ,24,2013, 塔楼,20, 一年前发布,2770000.0,"22,002元/平",房本满五年 随时看房 
越秀滨海汇 1室0厅 北,越秀滨海汇,金洲,1室0厅 ,49.0, 北 , 毛坯 ,21,2019, 板塔结合,4, 一年前发布,613000.0,"12,511元/平",近地铁 房本满两年 随时看房 
金洲地铁口 交通便利 配套成熟,中大城,金洲,2室1厅 ,50.16, 东南 , 毛坯 ,20,2013, 塔楼,0, 3个月以前发布,850000.0,"16,946元/平",房本满两年 随时看房 
