珠光新城御景二期 一线江景南向4房  视野开阔,珠光新城御景二期,珠江新城东,4室2厅 ,154.26, 南 北 , 精装 ,27,2017, 塔楼,84, 7个月以前发布,22800000.0,"147,803元/平",近地铁 VR看装修 房本满两年 随时看房 
保利中辰 西南两房 采光视野好 楼龄新,保利中辰广场,龙口西,2室2厅 ,87.44, 西南 , 精装 ,27,2012, 塔楼,3, 7个月以前发布,9800000.0,"112,077元/平",近地铁 VR看装修 房本满五年 随时看房 
利雅湾 3室1厅 北,利雅湾,珠江新城中,3室1厅 ,90.49, 北 , 其他 ,31,2004, 塔楼,0, 1个月以前发布,13000000.0,"143,663元/平",近地铁 VR房源 房本满两年 随时看房 
德埔小区 一梯两户 南北双阳台 无遮挡 采光好,德埔小区,石牌,3室1厅 ,75.86, 南 北 , 精装 ,8,1993, 塔楼,54, 6个月以前发布,4390000.0,"57,870元/平",近地铁 VR看装修 房本满五年 随时看房 
全新未入住，一手毛坯，任意改造。,金碧华府,珠江新城东,3室2厅 ,156.54, 南 , 毛坯 ,27,2001, 塔楼,80, 7个月以前发布,25500000.0,"162,898元/平",近地铁 VR房源 房本满五年 随时看房 
春江花园 21号棠东站300米 精致小三房 包增值税,春江花园,棠下,3室1厅 ,77.27, 北 , 精装 ,16,2000, 塔楼,9, 3个月以前发布,3800000.0,"49,179元/平",近地铁 VR房源 房本满两年 随时看房 
骏景花园 南苑南向 四房看房方便,骏景花园,棠下,4室2厅 ,154.02, 南 , 精装 ,14,2003, 塔楼,4, 5个月以前发布,8000000.0,"51,878元/平",VR房源 房本满五年 随时看房 
侨怡苑  大三居 得房率高 户型方正 通风舒适,侨怡苑,体育中心,3室2厅 ,82.33, 东 南 , 精装 ,9,1992, 塔楼,3, 5个月以前发布,7600000.0,"92,312元/平",近地铁 VR看装修 房本满五年 随时看房 
南向两房 户型正，采光好，业主好 说话，电梯装好,金富苑,天润路,2室1厅 ,76.34, 南 , 简装 ,9,1999, 塔楼,11, 一年前发布,5500000.0,"72,047元/平",近地铁 VR看装修 房本满五年 随时看房 
棠德原装电梯南向两房，安静无噪音，房间全南向,棠德花苑,棠下,2室1厅 ,63.54, 南 , 精装 ,29,1997, 塔楼,17, 3个月以前发布,2360000.0,"37,142元/平",VR看装修 房本满五年 随时看房 
2010年东御苑 南向四房 看房有钥匙 安静看花园,骏景花园,棠下,4室2厅 ,133.54, 南 , 简装 ,11,2008, 塔楼,10, 2个月以前发布,6930000.0,"51,878元/平",VR房源 房本满五年 随时看房 
龙口东档案馆 明亮三房  两梯四户 居住人群素质高,龙口东档案馆房改,龙口东,2室2厅 ,97.57, 北 , 简装 ,18,1997, 塔楼,17, 10个月以前发布,6880000.0,"70,514元/平",VR看装修 房本满五年 随时看房 
电梯房，满五唯一，房子架空层，南向采光好，南北对流,华颖花园,员村,2室2厅 ,78.25, 南 , 简装 ,8,1990, 塔楼,20, 6个月以前发布,3780000.0,"48,307元/平",VR房源 房本满五年 随时看房 
名门大厦 全南向三房带主套，光线好,名门大厦,珠江新城西,3室2厅 ,117.46, 南 , 其他 ,33,1997, 塔楼,4, 3个月以前发布,8280000.0,"70,493元/平",近地铁 VR房源 房本满五年 随时看房 
穗东花园 满五年，省税费，电梯高层  大三房,穗东花园,天河公园,3室2厅 ,85.6, 北 , 精装 ,9,1997, 塔楼,7, 2个月以前发布,4480000.0,"52,337元/平",近地铁 VR看装修 房本满五年 随时看房 
金融城旁 安静南向望花园三房 近地铁口 户型方正实用,穗茵园,天河公园,3室1厅 ,79.45, 北 , 精装 ,9,1999, 塔楼,150, 7个月以前发布,3920000.0,"49,340元/平",近地铁 VR房源 房本满五年 随时看房 
配套小区，加拿大公立幼儿园，户型方正精装修，可拎包,加拿大花园,华景新城,3室1厅 ,79.26, 东 , 其他 ,25,1995, 塔楼,20, 一年前发布,4080000.0,"51,477元/平",VR看装修 房本满五年 随时看房 
南向望小蛮腰 金穗大厦电梯三房， 看房方便,金穗大厦,体育中心,3室2厅 ,113.48, 南 , 简装 ,33,1997, 板塔结合,53, 一年前发布,5580000.0,"49,172元/平",近地铁 VR房源 房本满五年 随时看房 
华景新城，80方安静电梯两房，精装修保养好,华景新城豪门阁,华景新城,2室1厅 ,80.26, 西北 , 精装 ,9,2001, 塔楼,311, 一年前发布,4490000.0,"55,854元/平",VR看装修 房本满五年 随时看房 
暨南花园高层电梯，全明户型，产权清晰，视野无遮挡。,暨南花园,石牌,2室2厅 ,89.11, 西北 , 简装 ,28,1997, 塔楼,14, 一年前发布,5850000.0,"65,650元/平",VR房源 房本满五年 随时看房 
棠德花园标准方正两房，双阳台，视野好,棠德花苑,棠下,2室1厅 ,63.25, 南 , 简装 ,9,1997, 塔楼,85, 一年前发布,2130000.0,"33,676元/平",近地铁 VR房源 房本满五年 随时看房 
星河苑 3室1厅 东 北,星河苑,沙河,3室1厅 ,85.73, 东 北 , 简装 ,9,1993, 塔楼,17, 4个月以前发布,1990000.0,"23,213元/平",近地铁 VR房源 房本满五年 随时看房 
方正三房 楼层靓视野开阔 通风采光好 安静 过五唯一,理想蓝堡国际花园,天河公园,3室2厅 ,106.04, 东北 , 精装 ,29,2004, 塔楼,4, 3个月以前发布,10600000.0,"99,963元/平",近地铁 VR房源 房本满两年 随时看房 
东南向三房，视野采光好，有钥匙随时看房，诚心卖,华景新城陶然庭苑,华景新城,3室2厅 ,92.18, 南 , 精装 ,35,2007, 塔楼,10, 2个月以前发布,5150000.0,"55,854元/平",VR房源 房本满五年 随时看房 
豪景花园正规三房一厅，南北对流，光线好,豪景花园,沙河,3室1厅 ,99.76, 北 , 简装 ,19,2009, 塔楼,177, 一年前发布,3200000.0,"32,077元/平",VR看装修 房本满五年 随时看房 
新上天朗明居2期 户型方正 产权清晰 业主诚心卖,富力天朗明居,棠下,2室1厅 ,66.9, 东北 , 简装 ,26,2004, 塔楼,14, 7个月以前发布,3400000.0,"50,725元/平",近地铁 VR房源 房本满五年 随时看房 
骏景西苑高楼层正南向，视野开阔，采光通风皆佳。,骏景花园,棠下,4室2厅 ,137.83, 南 , 精装 ,24,2006, 板楼,53, 6个月以前发布,7160000.0,"51,878元/平",近地铁 VR房源 房本满五年 随时看房 
东园小区 南向安静 大三房   视野采光好  满五年,东园小区,石牌,3室1厅 ,93.38, 南 北 , 其他 ,8,1992, 塔楼,18, 6个月以前发布,4000000.0,"42,836元/平",近地铁 VR看装修 房本满五年 随时看房 
大型社区，小区配套成熟完善，房子采光通风好,华景新城丽景园,华景新城,3室2厅 ,92.45, 东 , 简装 ,9,1996, 塔楼,12, 10个月以前发布,5170000.0,"55,854元/平",VR看装修 房本满五年 随时看房 
华阳，双阳台大三房，南北通透对流；,珠委大院,林和,3室2厅 ,83.15, 南 西 北 , 简装 ,6,1997, 板楼,14, 10个月以前发布,6480000.0,"77,932元/平",近地铁 VR看装修 房本满五年 随时看房 
天河北 华阳 实用三房 通风采光佳,远东大厦,林和,3室1厅 ,112.75, 东北 , 毛坯 ,27,2003, 塔楼,16, 10个月以前发布,8850000.0,"78,493元/平",近地铁 VR房源 房本满五年 随时看房 
南国花园 东向小3房 方正实用 带阳台,南国花园,珠江新城东,3室2厅 ,108.58, 东 , 其他 ,28,2006, 塔楼,7, 4个月以前发布,7290000.0,"67,058元/平",近地铁 VR看装修 房本满五年 随时看房 
体育东六运小区，电梯三房，南北通透，天台可利用使用,六运小区,天河南,3室2厅 ,77.77, 南 北 , 简装 ,8,1997, 板楼,13, 4个月以前发布,5750000.0,"73,936元/平",近地铁 VR看装修 房本满五年 随时看房 
金融城旁 安静南向望花园三房 近地铁口 户型方正实用,穗茵园,天河公园,3室1厅 ,79.45, 北 , 精装 ,9,1999, 塔楼,150, 7个月以前发布,3920000.0,"49,340元/平",近地铁 VR房源 房本满五年 随时看房 
德埔小区 一梯两户 南北双阳台 无遮挡 采光好,德埔小区,石牌,3室1厅 ,75.86, 南 北 , 精装 ,8,1993, 塔楼,54, 6个月以前发布,4390000.0,"57,870元/平",近地铁 VR看装修 房本满五年 随时看房 
此物业满五年，采光好，精装修，品质小区，适合居家,金海花园,龙口东,2室2厅 ,74.25, 北 , 精装 ,30,2002, 塔楼,66, 8个月以前发布,6000000.0,"80,809元/平",近地铁 VR看装修 房本满五年 随时看房 
华景新城绿茵居 小区地理位置优越 交通出行方便,华景新城绿茵居,华景新城,3室1厅 ,103.36, 东南 北 , 其他 ,9,1995, 塔楼,0, 5个月以前发布,5780000.0,"55,854元/平",VR看装修 房本满五年 随时看房 
华景新城，精装修方正三房，近地铁,华景新城怡翠居,华景新城,3室2厅 ,98.59, 南 北 , 其他 ,9,1996, 塔楼,7, 9个月以前发布,5510000.0,"55,854元/平",VR看装修 房本满五年 随时看房 
【店长强烈推荐】汇景旁 双省级 东南向三居室 诚心卖,半山雍景苑,汇景新城,3室1厅 ,86.96, 东南 , 其他 ,13,2001, 塔楼,25, 一年前发布,5000000.0,"57,498元/平",VR看装修 房本满五年 随时看房 
高层两房 采光好 视野开阔 出行便利,喜洋居,华景新城,2室2厅 ,78.74, 西 , 毛坯 ,21,2006, 塔楼,14, 一年前发布,4100000.0,"52,071元/平",VR房源 房本满两年 随时看房 
电梯三房 户型方正 采光通风好,尚雅苑,天河南,3室1厅 ,79.25, 南 北 , 精装 ,8,1992, 塔楼,5, 6个月以前发布,4860000.0,"61,325元/平",VR看装修 房本满五年 随时看房 
天河公园 南向好户型两房 精装修保养好 诚心包税卖,乐雅苑,员村,2室1厅 ,67.98, 南 , 其他 ,9,2000, 塔楼,1, 1个月以前发布,3400000.0,"50,015元/平",近地铁 VR看装修 房本满两年 随时看房 
校园环境，南北对流，一梯两户，格局方正，业主诚心卖,农工商学院,粤垦,3室1厅 ,68.35, 南 , 精装 ,8,1996, 板楼,5, 2个月以前发布,2700000.0,"39,503元/平",VR看装修 房本满两年 随时看房 
满五唯一！南向大户型，看小区花园，小区配套齐全！,时代花生二期,沙太南,5室2厅 ,173.02, 南 , 其他 ,18,2008, 塔楼,19, 7个月以前发布,8300000.0,"47,972元/平",近地铁 VR看装修 房本满五年 随时看房 
真房实jia 谈jia找链家 安静 大三房,银利花苑,沙太南,3室1厅 ,114.65, 东南 西北 北 , 简装 ,9,1996, 塔楼,13, 3个月以前发布,3360000.0,"29,307元/平",VR房源 房本满五年 随时看房 
文化大院内房子，大三房，采光好，户型正,文化大院,水荫,3室2厅 ,89.48, 东 南 北 , 简装 ,7,1992, 塔楼,33, 一年前发布,4780000.0,"53,420元/平",近地铁 VR看装修 房本满五年 随时看房 
天韵阁高层东南向三房通风采光好出行方便,天韵阁,天河公园,3室2厅 ,97.27, 东南 , 简装 ,9,1995, 塔楼,271, 一年前发布,3080000.0,"31,665元/平",近地铁 VR看装修 房本满两年 随时看房 
天河区、天河城、太古汇，广州中习位,广梅汕铁路大厦,天河南,1室1厅 ,76.26, 北 西 , 精装 ,29,2001, 塔楼,15, 一年前发布,3900000.0,"51,141元/平",近地铁 VR看装修 房本满五年 随时看房 
侨苑小区  南北三房  满五年  高楼层  有电梯,侨苑小区(天河区),体育中心,3室2厅 ,100.78, 南 北 , 其他 ,8,1997, 塔楼,6, 6个月以前发布,6100000.0,"60,528元/平",近地铁 VR看装修 房本满五年 随时看房 
此房满五年不唯一户口没占用，无抵押，无遮挡近地铁,中海康城,黄村,2室2厅 ,75.42, 北 , 精装 ,12,2002, 塔楼,14, 5个月以前发布,4050000.0,"53,700元/平",近地铁 VR看装修 房本满五年 随时看房 
珠江新城  高层单位  配套成熟 业主诚心卖 省一scho0l,名门大厦,珠江新城西,3室2厅 ,121.2, 东北 , 精装 ,33,1997, 塔楼,1, 1个月以前发布,8880000.0,"73,268元/平",近地铁 VR房源 房本满五年 随时看房 
珠江新城低密度园林小区，地理位置优越,保利香槟花园,珠江新城西,2室1厅 ,88.0, 西 北 , 简装 ,21,2004, 塔楼,43, 一年前发布,10250000.0,"116,478元/平",近地铁 VR看装修 房本满五年 随时看房 
燕塘地铁口 采光通风好 大三房,燕塘广场,燕塘,3室1厅 ,102.26, 东南 , 简装 ,9,1995, 塔楼,65, 一年前发布,2800000.0,"27,382元/平",近地铁 VR看装修 房本满两年 随时看房 
业主诚意出*，复式两房，采光好，视野好。,橡树园,沙太南,2室1厅 ,57.63, 西北 , 精装 ,13,2004, 塔楼,68, 一年前发布,2430000.0,"42,166元/平",VR房源 房本满五年 随时看房 
天河区新房未入住过，可自行随意装修入住。,天健上城,车陂,2室2厅 ,75.76, 西南 , 其他 ,13,2016, 塔楼,10, 一年前发布,5880000.0,"77,614元/平",VR看装修 房本满五年 随时看房 
林海山庄 东南向大三房，满五年，产权清晰,保利林海山庄,龙洞,3室2厅 ,112.0, 东南 , 精装 ,15,2008, 塔楼,29, 一年前发布,5600000.0,"50,000元/平",VR看装修 房本满五年 随时看房 
天河北 华阳精装两房 ，全明格局，采光通风好。,华翰大厦,体育中心,2室1厅 ,56.83, 西南 , 精装 ,22,2004, 塔楼,29, 一年前发布,3970000.0,"69,858元/平",近地铁 VR看装修 房本满五年 随时看房 
珠江新城北，小区外墙、地面已翻新，户型方正，三阳台,育蕾小区,天河南,3室2厅 ,103.74, 北 , 精装 ,9,1990, 塔楼,3, 2个月以前发布,6200000.0,"59,765元/平",近地铁 VR看装修 房本满五年 随时看房 
六运电梯房，中高楼层，业主给增值税，精装修适宜住家,六运小区,天河南,2室2厅 ,79.11, 东南 南 , 精装 ,9,1992, 塔楼,133, 一年前发布,5000000.0,"63,204元/平",近地铁 VR看装修 房本满两年 随时看房 
林海山庄高楼层南向三房看小区，视野开阔，光线充足,保利林海山庄,龙洞,3室1厅 ,98.99, 东 南 , 精装 ,25,1996, 塔楼,19, 4个月以前发布,5660000.0,"57,178元/平",VR房源 房本满五年 随时看房 
满五 免增值税费 小区环境好 使用率高,天河山庄,沙河,2室2厅 ,75.64, 南 , 其他 ,7,1996, 塔楼,8, 3个月以前发布,2380000.0,"31,465元/平",VR房源 房本满五年 随时看房 
远洋三房 满二 楼龄新 环境优美,远洋天骄,天河客运站,3室2厅 ,89.82, 北 , 精装 ,19,2017, 塔楼,8, 一年前发布,5600000.0,"62,347元/平",VR看装修 房本满两年 随时看房 
店长推荐 厅出阳台 东向望小区 位置安静 户型方正,天一新村,粤垦,3室2厅 ,110.16, 东 , 精装 ,6,2003, 塔楼,241, 一年前发布,4850000.0,"44,027元/平",VR房源 房本满五年 随时看房 
此房过五不唯一，低楼层通风采光好，距离地铁口近,天福居,沙河,3室2厅 ,85.02, 南 , 精装 ,9,1995, 塔楼,2, 8个月以前发布,3070000.0,"36,110元/平",VR看装修 房本满五年 随时看房 
地铁口大两房，出门就是六号线植物园,保利世纪绿洲二期,龙洞,2室1厅 ,90.0, 东南 , 精装 ,18,2004, 塔楼,81, 一年前发布,4340000.0,"48,223元/平",近地铁 VR房源 房本满五年 随时看房 
汇景新城，风景优美，有家的感觉。,汇景新城棕榈园,汇景新城,3室2厅 ,109.0, 北 , 简装 ,29,2004, 塔楼,18, 一年前发布,10680000.0,"97,982元/平",VR房源 房本满五年 随时看房 
汇景新城，居住环境好，緑化緑高。静中带静。,汇景新城棕榈园,汇景新城,3室2厅 ,129.0, 东南 南 , 简装 ,29,2004, 塔楼,13, 一年前发布,15500000.0,"120,156元/平",VR房源 房本满五年 随时看房 
刚需三房  南向厅出阳台 实用性高 满五年,保利林海山庄,龙洞,3室1厅 ,99.85, 南 , 其他 ,25,1996, 塔楼,4, 4个月以前发布,5800000.0,"58,088元/平",VR房源 房本满五年 随时看房 
俯瞰云山 天然氧吧养生居所 温馨实用三房 采光通风好,天河山庄,沙河,3室1厅 ,84.22, 北 , 简装 ,7,1996, 塔楼,4, 2个月以前发布,2570000.0,"30,516元/平",VR房源 房本满五年 随时看房 
华阳，双阳台，高楼层视野无遮挡,峻林,林和,3室2厅 ,161.37, 南 北 , 精装 ,33,2012, 板塔结合,1, 9个月以前发布,12910000.0,"79,969元/平",近地铁 VR看装修 房本满五年 随时看房 
天河石牌暨南大学门口总费用低小两房,新陶苑,石牌,2室1厅 ,54.89, 东 西 , 简装 ,8,1994, 塔楼,2, 2个月以前发布,2800000.0,"51,012元/平",VR看装修 房本满两年 随时看房 
天河北 华阳东向三房 中楼层采光好,海棠阁,林和,3室1厅 ,93.57, 东 , 简装 ,20,1998, 塔楼,3, 5个月以前发布,7380000.0,"78,872元/平",VR房源 房本满五年 随时看房 
华阳，双阳台，高楼层视野无遮挡,峻林,林和,3室2厅 ,161.37, 南 北 , 精装 ,33,2012, 板塔结合,1, 9个月以前发布,12910000.0,"79,969元/平",近地铁 VR看装修 房本满五年 随时看房 
都市兰亭花园  满五年 无增值税 装修保养好,都市兰亭花园,员村,2室1厅 ,76.86, 东 , 其他 ,11,2002, 塔楼,11, 4个月以前发布,5500000.0,"71,559元/平",近地铁 VR看装修 房本满五年 随时看房 
金融城 急卖笋盘 急降52* 安静望小区花园 店长力荐!,美林海岸花园,员村,1室1厅 ,48.0, 西北 , 精装 ,12,2004, 塔楼,13, 4个月以前发布,4200000.0,"87,500元/平",近地铁 VR看装修 房本满五年 随时看房 
塞拉维笋盘双向对流，中低楼层采光好,赛拉维,员村,2室1厅 ,70.89, 东 西 , 简装 ,19,2002, 塔楼,18, 一年前发布,4500000.0,"63,479元/平",VR看装修 房本满五年 随时看房 
东南向复式六房，视野开阔，诚心卖，满五唯一省税费。,福金莲花园,员村,3室2厅 ,127.13, 南 , 其他 ,27,2003, 塔楼,3, 5个月以前发布,7790000.0,"61,276元/平",近地铁 VR房源 房本满五年 随时看房 
南向高层大三房，旺中带静，全新装修保养好,汇峰苑,珠江新城中,3室2厅 ,166.07, 南 , 其他 ,48,2008, 塔楼,6, 6个月以前发布,13130000.0,"79,017元/平",VR房源 房本满五年 随时看房 
