豪利花园，房子精装修，拎包入住，看房方便，欢迎咨询,豪利花园,镜湖大道,3室1厅 ,98.96, 南 , 精装 ,16,2014, 塔楼,2,28,1790000.0,"18,089元/平",VR房源 房本满两年 随时看房 
颐和盛世小区曲静 配套设施完善,颐和盛世,炭步,2室1厅 ,98.0, 东北 , 毛坯 ,25,2011, 塔楼,3, 一年前发布,800000.0,"8,164元/平",VR看装修 房本满两年 随时看房 
天马河畔环境优美，有*大平台可独立使用。,天马河壹号,铁路西,3室2厅 ,101.87, 南 , 毛坯 ,16,2013, 塔楼,11, 一年前发布,1790000.0,"17,572元/平",近地铁 VR看装修 房本满五年 随时看房 
南华时代城 大小区 大5房 南北对流 交通便利 配套齐全,南华时代城,铁路西,4室2厅 ,153.77, 南 , 毛坯 ,19,2010, 塔楼,9, 4个月以前发布,2400000.0,"15,608元/平",VR看装修 房本满五年 随时看房 
天马河壹号一期 3室2厅 东北,天马河壹号一期,铁路西,3室2厅 ,91.07, 东北 , 精装 ,18,2009, 塔楼,5, 3个月以前发布,1400000.0,"15,373元/平",近地铁 VR看装修 房本满两年 随时看房 
配套成熟 小区环境好 交通便利 格局好,祈福辉煌台,铁路西,3室1厅 ,117.37, 北 , 精装 ,28,2015, 塔楼,2, 7个月以前发布,1900000.0,"16,189元/平",VR房源 房本满五年 随时看房 
万科天景花园 3室1厅 东,万科天景花园,铁路西,3室1厅 ,89.13, 东 , 简装 ,31,2006, 塔楼,4, 6个月以前发布,1400000.0,"15,708元/平",近地铁 VR看装修 房本满两年 随时看房 
路劲物业   精装婚房 地铁口公园教育笋盘 业主急卖,路劲天隽峰,旧区,3室2厅 ,96.23, 东南 南 , 精装 ,32,2018, 塔楼,0, 1个月以前发布,2570000.0,"26,707元/平",近地铁 VR看装修 房本满两年 随时看房 
新都城市花园精装大2房出*，看花园，新区优质小区,新都城市花园,新区,2室2厅 ,84.7, 西 , 精装 ,9,2007, 塔楼,27, 一年前发布,1702000.0,"20,095元/平",近地铁 VR看装修 房本满五年 随时看房 
广州北站地铁口 交通便利 全新未入住,祈福辉煌台,铁路西,4室1厅 ,143.03, 北 , 精装 ,28,2015, 塔楼,3, 7个月以前发布,2350000.0,"16,431元/平",VR房源 房本满五年 随时看房 
交通便利，出行方便，中楼层，视野开阔。,祈福辉煌台,铁路西,2室2厅 ,86.87, 北 , 简装 ,28,2009, 塔楼,0, 6个月以前发布,1300000.0,"14,965元/平",VR房源 房本满五年 随时看房 
大平台  温馨两房  马赛克低层 刚需上车房,丽景楼,旧区,2室1厅 ,103.45, 南 , 其他 ,8,2009, 塔楼,0, 1个月以前发布,800000.0,"7,734元/平",VR房源 房本满五年 随时看房 
安静不靠路，南向，三房带主套，可以四房,雅宝新城名门世家,秀全街,3室2厅 ,148.78, 南 , 精装 ,28,2012, 塔楼,10, 一年前发布,2150000.0,"14,451元/平",VR看装修 房本满五年 随时看房 
，不靠高速高铁，望花园，安静舒适,雅宝新城,秀全街,3室1厅 ,143.99, 南 , 其他 ,12,2003, 塔楼,4, 一年前发布,2100000.0,"14,585元/平",VR房源 房本满五年 随时看房 
一楼相当于二三楼的光线差不多，光线很好的，也通风,富力金港城东区,花东镇,2室1厅 ,78.54, 北 , 精装 ,11,2013, 塔楼,14, 一年前发布,880000.0,"11,205元/平",VR看装修 房本满五年 随时看房 
云峰花园四期 地铁口机组车 户型方正 采光好,云峰花园4期,镜湖大道,2室1厅 ,85.53, 北 , 毛坯 ,11,2012, 塔楼,28, 一年前发布,1500000.0,"17,538元/平",近地铁 VR看装修 房本满五年 随时看房 
东南向带主套三房 发展商装修保养好 有钥匙看房方便,雅居乐锦城花语集,秀全街,3室2厅 ,99.0, 南 , 精装 ,25,2008, 塔楼,1, 2个月以前发布,1680000.0,"16,970元/平",VR看装修 房本满五年 随时看房 
南向，采光好，视野开阔，装修保养好，双地铁口。,天马丽苑二期,铁路西,3室2厅 ,97.55, 南 , 精装 ,35,2015, 塔楼,1, 8个月以前发布,1480000.0,"15,172元/平",VR看装修 房本满两年 随时看房 
此房屋户型方正 步梯中层好通风 钥匙在手  随时可看房,怡翠苑,旧区,3室2厅 ,94.42, 南 , 简装 ,8,2003, 塔楼,2, 2个月以前发布,1220000.0,"12,921元/平",VR房源 房本满五年 随时看房 
"户型户型实用 ,南向望天马河,使用率高,采光充足",天马河壹号一期,铁路西,3室1厅 ,91.62, 西南 , 其他 ,18,2012, 塔楼,12, 一年前发布,1430000.0,"15,608元/平",近地铁 VR看装修 房本满五年 随时看房 
富丽花园 南向 位置安静 中等装修 格局好,富丽花园,铁路西,4室2厅 ,109.0, 南 , 其他 ,9,2001, 塔楼,0, 1个月以前发布,1250000.0,"11,468元/平",VR看装修 房本满两年 随时看房 
粤华小区，环境优美，安静舒适！,粤华小区,铁路西,3室1厅 ,97.05, 南 , 简装 ,8,2000, 塔楼,0, 1个月以前发布,1120000.0,"11,541元/平",近地铁 VR看装修 房本满五年 随时看房 
：近人民公园，花都广场，交通及配套成熟一应俱全。,美力盈彩花苑,旧区,3室2厅 ,141.35, 南 , 精装 ,20,2010, 塔楼,7, 5个月以前发布,2380000.0,"16,838元/平",VR看装修 房本满五年 随时看房 
保利城花园 望花园2房2厅 中间楼层 保养好,保利城花园,铁路西,2室2厅 ,80.58, 北 , 其他 ,26,2012, 塔楼,21, 9个月以前发布,1130000.0,"14,024元/平",近地铁 VR看装修 房本满五年 随时看房 
天马丽苑地铁口物业 拎包入住 天马河,天马丽苑二期,铁路西,3室2厅 ,94.75, 北 , 简装 ,33,2007, 塔楼,3, 一年前发布,1438000.0,"15,177元/平",VR看装修 房本满五年 随时看房 
银燕大厦三房    南向望花园,花都银燕大厦,旧区,3室2厅 ,103.43, 南 , 精装 ,15,2002, 塔楼,71, 一年前发布,1800000.0,"17,404元/平",近地铁 VR看装修 房本满五年 随时看房 
近地铁，南向看花园，舒适两房.,翠华花园,铁路西,2室2厅 ,82.58, 南 , 简装 ,7,2006, 塔楼,7, 5个月以前发布,1150000.0,"13,926元/平",近地铁 VR房源 房本满五年 随时看房 
祈福万景峰 南向 精装修 小区环境好 配套成熟,祈福万景峰,铁路西,2室1厅 ,75.29, 南 , 精装 ,28,2018, 塔楼,4, 4个月以前发布,1380000.0,"18,330元/平",VR房源 房本满两年 随时看房 
南向望花园，带装修三房，户型方正,宝铼雅居,铁路西,3室2厅 ,110.14, 南 , 其他 ,18,2013, 塔楼,15, 9个月以前发布,1390000.0,"12,621元/平",VR看装修 房本满五年 随时看房 
花都银燕大厦 2室2厅 南 北,花都银燕大厦,旧区,2室2厅 ,125.46, 南 北 , 精装 ,15,2002, 塔楼,19, 一年前发布,1480000.0,"11,797元/平",近地铁 VR看装修 房本满五年 随时看房 
地铁口，*科物业， 精装小三房，带200方阳光露台。,万科天景花园,铁路西,3室2厅 ,89.0, 东 , 精装 ,31,2006, 塔楼,105, 一年前发布,1830000.0,"20,562元/平",近地铁 VR房源 房本满五年 随时看房 
锦砖外墙 马上电梯房  方便看房 还*就卖,银雅轩,旧区,3室2厅 ,98.0, 东南 , 简装 ,8,2007, 板楼,131, 一年前发布,1270000.0,"12,960元/平",VR看装修 房本满五年 随时看房 
花都区府板块电梯楼，13000每平，南向不靠路,百合豪园,旧区,3室1厅 ,142.56, 南 , 简装 ,11,2007, 塔楼,1, 1个月以前发布,1770000.0,"12,416元/平",VR看装修 房本满五年 随时看房 
锦东花园A区  区府旁  高档小区 配套成熟 中楼层,骏威锦东花园A区,新区,3室1厅 ,100.0, 北 , 毛坯 ,22,2012, 塔楼,0, 2个月以前发布,2800000.0,"28,000元/平",VR看装修 房本满两年 随时看房 
房子四房，户型方正，税费低，融创茂，轻轨旁,祈福都会花园,花山镇,4室1厅 ,138.41, 东北 , 精装 ,11,2011, 塔楼,6, 4个月以前发布,1480000.0,"10,693元/平",VR看装修 房本满五年 随时看房 
热橙大三房中楼层南向看花园，实用方正，采光通风,雅居乐万科热橙,花山镇,3室1厅 ,93.85, 南 , 精装 ,15,2017, 平房,4, 7个月以前发布,1550000.0,"16,516元/平",VR看装修 房本满两年 随时看房 
毛坯南向五房，视野一望无际，可按自己爱好装修。,天湖峰境,北兴镇,5室2厅 ,202.52, 南 , 毛坯 ,29,2010, 塔楼,259, 一年前发布,1700000.0,"8,395元/平",VR看装修 房本满五年 随时看房 
祈福辉煌台 广州北站地铁口 南向大三房带主套 望花园,祈福辉煌台,铁路西,3室2厅 ,122.67, 南 , 精装 ,28,2007, 塔楼,3, 5个月以前发布,1900000.0,"15,489元/平",近地铁 VR房源 房本满五年 随时看房 
花都区府板块电梯楼，13000每平，南向不靠路,百合豪园,旧区,3室1厅 ,142.56, 南 , 简装 ,11,2007, 塔楼,1, 1个月以前发布,1770000.0,"12,416元/平",VR看装修 房本满五年 随时看房 
航都花园 锦砖电梯 大面积中层4房，采光好,航都花园,新区,4室2厅 ,160.1, 北 , 简装 ,16,2003, 塔楼,12, 4个月以前发布,2150000.0,"13,430元/平",近地铁 VR房源 房本满五年 随时看房 
锦东花园A区  区府旁  高档小区 配套成熟 中楼层,骏威锦东花园A区,新区,3室1厅 ,100.0, 北 , 毛坯 ,22,2012, 塔楼,0, 2个月以前发布,2800000.0,"28,000元/平",VR看装修 房本满两年 随时看房 
区府板块 中间位置 一梯两户 有大花园 产权清晰,锦尚名苑,新区,4室2厅 ,139.41, 南 , 毛坯 ,6,2005, 板楼,2, 2个月以前发布,2850000.0,"20,444元/平",近地铁 VR看装修 房本满五年 随时看房 
"户型户型实用 ,南向望天马河,使用率高,采光充足",天马河壹号一期,铁路西,3室1厅 ,91.62, 西南 , 其他 ,18,2012, 塔楼,12, 一年前发布,1430000.0,"15,608元/平",近地铁 VR看装修 房本满五年 随时看房 
此房屋户型方正 步梯中层好通风 钥匙在手  随时可看房,怡翠苑,旧区,3室2厅 ,94.42, 南 , 简装 ,8,2003, 塔楼,2, 2个月以前发布,1220000.0,"12,921元/平",VR房源 房本满五年 随时看房 
南向，采光好，视野开阔，装修保养好，双地铁口。,天马丽苑二期,铁路西,3室2厅 ,97.55, 南 , 精装 ,35,2015, 塔楼,1, 8个月以前发布,1480000.0,"15,172元/平",VR看装修 房本满两年 随时看房 
碧泰豪苑大型小区九年义务教育 区府旁 精装三房望花园,碧泰豪苑,旧区,3室1厅 ,94.74, 北 , 精装 ,16,2015, 塔楼,4, 3个月以前发布,1670000.0,"17,628元/平",VR看装修 房本满两年 随时看房 
近地铁   距离花都汽车城地铁站三*米左右,万科天景花园,铁路西,3室2厅 ,94.06, 东南 , 精装 ,21,2008, 塔楼,105, 一年前发布,1380000.0,"14,672元/平",近地铁 VR看装修 房本满五年 随时看房 
保利城三房，采光充足，户型方正实用，配套设施齐全,保利城花园,铁路西,3室1厅 ,135.36, 南 西南 , 简装 ,26,2010, 塔楼,2, 一年前发布,1880000.0,"13,889元/平",VR看装修 房本满两年 随时看房 
保利城花园，中间楼层，南向望花园采光好,保利城花园,铁路西,3室2厅 ,102.34, 南 , 精装 ,26,2011, 塔楼,5, 5个月以前发布,1550000.0,"15,146元/平",VR看装修 房本满五年 随时看房 
天马丽苑地铁口物业 拎包入住 天马河,天马丽苑二期,铁路西,3室2厅 ,94.75, 北 , 简装 ,33,2007, 塔楼,3, 一年前发布,1438000.0,"15,177元/平",VR看装修 房本满五年 随时看房 
地铁口 南向精装修 电梯三房方正户型,祈福辉煌台,铁路西,3室2厅 ,109.44, 南 , 其他 ,28,2009, 塔楼,11, 一年前发布,1670000.0,"15,260元/平",VR房源 房本满两年 随时看房 
骏威锦东A区 地里位置优越 配套成熟，毛坯房，有钥匙,骏威锦东花园A区,新区,3室1厅 ,100.0, 南 , 毛坯 ,24,2012, 塔楼,19, 11个月以前发布,3020000.0,"30,200元/平",近地铁 VR看装修 房本满五年 随时看房 
精装三房 南北对流望花园 格局方正实用 业主诚心卖,宝铼雅居,铁路西,3室2厅 ,122.29, 南 北 , 简装 ,18,2013, 塔楼,0, 6个月以前发布,1450000.0,"11,858元/平",VR看装修 房本满五年 随时看房 
银燕大厦三房    南向望花园,花都银燕大厦,旧区,3室2厅 ,103.43, 南 , 精装 ,15,2002, 塔楼,71, 一年前发布,1800000.0,"17,404元/平",近地铁 VR看装修 房本满五年 随时看房 
：近人民公园，花都广场，交通及配套成熟一应俱全。,美力盈彩花苑,旧区,3室2厅 ,141.35, 南 , 精装 ,20,2010, 塔楼,7, 5个月以前发布,2380000.0,"16,838元/平",VR看装修 房本满五年 随时看房 
保利城花园 望花园2房2厅 中间楼层 保养好,保利城花园,铁路西,2室2厅 ,80.58, 北 , 其他 ,26,2012, 塔楼,21, 9个月以前发布,1130000.0,"14,024元/平",近地铁 VR看装修 房本满五年 随时看房 
粤华小区，环境优美，安静舒适！,粤华小区,铁路西,3室1厅 ,97.05, 南 , 简装 ,8,2000, 塔楼,0, 1个月以前发布,1120000.0,"11,541元/平",近地铁 VR看装修 房本满五年 随时看房 
稀有五房单证，中楼层，保养好房子正在出租中,天湖峰境,北兴镇,5室2厅 ,238.21, 南 , 精装 ,28,2008, 塔楼,10, 一年前发布,2500000.0,"10,495元/平",VR看装修 房本满五年 随时看房 
格局方正实用 附带150方大平台 业主诚心卖,好美嘉园,炭步,4室2厅 ,139.21, 南 , 毛坯 ,17,2011, 塔楼,0, 1个月以前发布,1560000.0,"11,207元/平",VR看装修 房本满五年 随时看房 
精装南向三房 户型方正 满五 采光好 通风好,富力金港城东区,花东镇,3室2厅 ,98.03, 南 , 精装 ,11,2014, 塔楼,10, 一年前发布,1230000.0,"12,548元/平",VR看装修 房本满五年 随时看房 
富丽花园 南向 位置安静 中等装修 格局好,富丽花园,铁路西,4室2厅 ,109.0, 南 , 其他 ,9,2001, 塔楼,0, 1个月以前发布,1250000.0,"11,468元/平",VR看装修 房本满两年 随时看房 
远洋芙蓉墅.香港开发商.贝尔高林精心设计,远洋芙蓉墅,狮岭镇,5室2厅 ,210.68, 南 , 精装 ,2, 板塔结合 , 联排别墅 ,54, 一年前发布,5200000.0,"24,682元/平",VR房源 房本满两年 
精致两房户型，业主诚意出*！！,尚品雅居领秀,秀全街,2室2厅 ,77.0, 南 , 毛坯 ,11,2014, 塔楼,36, 一年前发布,900000.0,"11,689元/平",VR看装修 房本满五年 随时看房 
雅居乐锦城花漾集单证三房，房优*笋,雅居乐锦城花漾集,秀全街,3室2厅 ,115.42, 西南 , 其他 ,32,2008, 塔楼,6, 一年前发布,1750000.0,"15,163元/平",VR看装修 房本满五年 随时看房 
雅宝新城亚瑟公馆 3室2厅 南,雅宝新城亚瑟公馆,秀全街,3室2厅 ,156.9, 南 , 其他 ,19,2009, 塔楼,5, 5个月以前发布,1950000.0,"12,429元/平",VR房源 房本满五年 随时看房 
雅宝名居 高层南北对流 景观好望秀全水库,雅宝新城雅宝名居,秀全街,3室2厅 ,152.0, 南 , 毛坯 ,29,2017, 塔楼,29, 一年前发布,1900000.0,"12,500元/平",VR房源 房本满五年 随时看房 
电梯金河湾  方正两房 装修不错 可公积金,金河湾花园一期,旧区,2室2厅 ,85.3, 北 , 其他 ,8,2005, 塔楼,1, 7个月以前发布,1360000.0,"15,944元/平",近地铁 VR看装修 房本满两年 随时看房 
急！北站新房，未住过，双卫设计，空间大,祈福天龙苑,铁路西,3室2厅 ,91.78, 北 , 其他 ,27,2014, 塔楼,14, 7个月以前发布,1560000.0,"16,998元/平",近地铁 VR房源 房本满两年 随时看房 
四季花园南向三房，位于花都中轴线上,鼎信四季花园,花城街,3室2厅 ,118.68, 南 , 毛坯 ,17,2012, 塔楼,2, 6个月以前发布,1880000.0,"15,841元/平",VR看装修 房本满两年 随时看房 
融创B区大4房，户型方正，采光通风好！,广州融创文旅城B3区,花城街,4室2厅 ,132.82, 东南 , 简装 ,33,2018, 塔楼,0, 1个月以前发布,3600000.0,"27,105元/平",VR看装修 房本满两年 随时看房 
永愉花园 区府物业 旁边就是骏威小 有钥匙随时可看房,永愉花园,新区,3室2厅 ,105.0, 北 , 简装 ,13,2007, 塔楼,46, 一年前发布,1820000.0,"17,334元/平",近地铁 VR看装修 房本满五年 随时看房 
融创*达5房南北对流户型小区绿化好税费低配套齐全,广州融创文旅城A3区,花城街,5室2厅 ,139.47, 南 , 其他 ,33,2018, 塔楼,34, 一年前发布,4880000.0,"34,990元/平",VR看装修 房本满两年 随时看房 
天马河壹号精装三房 一线看河  距离地铁口300米,天马河壹号一期,铁路西,3室2厅 ,93.0, 东南 , 精装 ,12,2012, 塔楼,8, 一年前发布,1650000.0,"17,742元/平",近地铁 VR看装修 房本满五年 随时看房 
南向 格局方正 房子保养好，诚意出*,天马丽苑二期,铁路西,3室2厅 ,97.8, 南 , 精装 ,35,2007, 塔楼,7, 一年前发布,1550000.0,"15,849元/平",VR看装修 房本满五年 随时看房 
朗悦君廷 南向大四房 靓装修 望花园 户型方正,朗悦君廷,镜湖大道,4室2厅 ,123.76, 南 , 其他 ,17,2007, 塔楼,2, 2个月以前发布,1780000.0,"14,383元/平",VR房源 房本满两年 随时看房 
祈福万景峰，舒适两房保养新净 采光充足,祈福万景峰,铁路西,2室2厅 ,77.42, 北 , 精装 ,27,2017, 塔楼,251, 一年前发布,1260000.0,"16,275元/平",近地铁 VR房源 房本满五年 随时看房 
天马丽苑二期  房子保养好  视野开阔,天马丽苑二期,铁路西,3室1厅 ,96.23, 东南 , 简装 ,33,2013, 塔楼,9, 5个月以前发布,1520000.0,"15,796元/平",VR房源 房本满五年 随时看房 
天马河壹号五期  东南向 中楼层 视野无遮挡,天马河壹号五期,铁路西,3室2厅 ,110.89, 东南 , 其他 ,18,2015, 塔楼,70, 一年前发布,1700000.0,"15,331元/平",近地铁 VR看装修 房本满五年 随时看房 
路劲10楼 精装三房 有车位 地铁口花果山公园 楼层好,路劲天隽峰,旧区,3室2厅 ,111.18, 南 , 精装 ,32,2019, 塔楼,5, 4个月以前发布,3350000.0,"30,132元/平",近地铁 VR看装修 房本满两年 随时看房 
保利花城花园 4室2厅 南,保利花城花园,花城街,4室2厅 ,161.4, 南 , 其他 ,27,2014, 塔楼,6, 6个月以前发布,3990000.0,"24,722元/平",VR看装修 房本满五年 随时看房 
房子格局方正，南向望花园，不靠路，证过五年,俊怡云山御居,铁路西,3室2厅 ,121.11, 南 , 毛坯 ,18,2012, 塔楼,0, 1个月以前发布,2200000.0,"18,166元/平",近地铁 VR看装修 房本满五年 随时看房 
