实用大复式！过5年，唯一物业，税费低,锦绣生态园,钟村,4室2厅 ,202.67, 东北 , 精装 ,17,2007, 塔楼,1,18,5000000.0,"24,671元/平",VR房源 房本满五年 随时看房 
电梯三房高层，格局方正使用率95%,富丽家园百乐园,大石,3室1厅 ,92.9, 东南 , 其他 ,7,1995, 塔楼,0,15,2350000.0,"25,297元/平",VR看装修 房本满五年 
富丽家园富昌花园 2室1厅 东,富丽家园富昌花园,大石,2室1厅 ,46.6, 东 , 简装 ,9,1995, 塔楼,0,15,1130000.0,"24,249元/平",近地铁 VR房源 房本满两年 
华南新城南区 3室2厅 南 北,华南新城南区,华南新城,3室2厅 ,102.7, 南 北 , 其他 ,12,2011, 板塔结合,0,15,3550000.0,"34,567元/平",VR房源 房本满五年 
雅居乐高层南向望花园 采光通风好 视野开阔 地铁,广州雅居乐花园时光九篇,雅居乐,2室2厅 ,82.45, 南 北 , 精装 ,9,2010, 塔楼,0,14,3050000.0,"36,884元/平",VR看装修 房本满五年 
实用三房 社区成熟 业主诚意出 看园景,朗陶居,桥南,3室1厅 ,87.5, 北 , 简装 ,7,2001, 塔楼,0,17,2130000.0,"24,343元/平",VR看装修 房本满五年 
南向，装修保养好，过五税小，近缤纷汇，出入方便,祈福新村翠怡居,祈福新村,3室2厅 ,83.3, 南 , 其他 ,5,2000, 板楼,0,16,2500000.0,"30,013元/平",VR房源 房本满五年 
金山谷八期 近地铁 出行方便 精装修两房 户型方正,金山谷八期,金山谷,2室1厅 ,75.49, 南 , 精装 ,21,2013, 塔楼,1,12,2700000.0,"35,767元/平",近地铁 VR看装修 房本满五年 
用心精美装修，南北对流格局，近D铁,祈福新村C区,祈福新村,2室2厅 ,74.1, 北 , 精装 ,4,1995, 板楼,0,12,2000000.0,"26,991元/平",近地铁 VR看装修 房本满两年 
18号线地铁物业 电梯精装两房 满五唯一,珠江花园,厦滘,2室1厅 ,79.5, 东北 , 其他 ,28,1998, 塔楼,1,13,2250000.0,"28,302元/平",近地铁 VR房源 房本满五年 
祈福新村天湖居 3室2厅 东北,祈福新村天湖居,祈福新村,3室2厅 ,101.75, 东北 , 精装 ,19,2003, 塔楼,0,15,2900000.0,"28,502元/平",VR房源 房本满五年 
店长推荐：地铁口精装两房 南向近湖边 采光好拎包入住,祈福新村C区,祈福新村,2室2厅 ,68.9, 南 , 其他 ,3,1995, 板楼,0,11,1600000.0,"23,223元/平",VR看装修 房本满两年 
户型方正，中间楼层，装修保养好，光线好,金沙湾花园,沙湾,3室2厅 ,103.18, 北 , 精装 ,6,2007, 塔楼,0,14,2410000.0,"23,358元/平",VR看装修 房本满两年 
江南新村 2室1厅 南,江南新村,市桥北,2室1厅 ,77.8, 南 , 简装 ,8,1998, 板楼,1,16,1480000.0,"19,024元/平",近地铁 VR看装修 房本满五年 
精装修2房，保养采光好，西南向,广州星河湾悦心园,星河湾,2室2厅 ,92.76, 南 , 精装 ,18,2001, 塔楼,0,11,3140000.0,"33,759元/平",VR看装修 房本满两年 
海龙湾 一期精装两房 过五年 不唯一 免重税 拎包入住,海龙湾,南浦,2室1厅 ,83.59, 南 , 其他 ,11,2004, 塔楼,0,11,2680000.0,"32,062元/平",VR房源 房本满五年 
此房满五唯一园内 保养好 视野开阔 光线充足 业主急卖,锦绣生态园趣园,钟村,3室2厅 ,95.38, 北 , 精装 ,6,2005, 塔楼,0,11,2280000.0,"23,905元/平",VR看装修 房本满五年 
万科欧泊 3室1厅 西北,万科欧泊,万博,3室1厅 ,94.29, 西北 , 其他 ,42,2012, 板塔结合,0,12,4290000.0,"45,408元/平",VR房源 房本满两年 
2003年精致小区电梯南向2房，拎包入住，过5年，诚意卖,彩晴轩,市桥北,2室2厅 ,75.0, 南 , 简装 ,8,2003, 塔楼,0,15,2350000.0,"31,334元/平",VR看装修 房本满五年 
江景小区，单边位中间楼层，南向方正格局，视野开阔,锦绣银湾,大石,3室2厅 ,115.91, 南 , 精装 ,28,2007, 板塔结合,0,12,4380000.0,"37,788元/平",VR房源 房本满五年 随时看房 
翠山蓝天三房两卫 高层望番禺CBD 实用户型 过五年,华南碧桂园翠山蓝天苑,华南碧桂园,3室1厅 ,109.71, 北 , 其他 ,7,2007, 塔楼,0,11,5200000.0,"47,398元/平",VR房源 房本满五年 
时代倾城 中层采光保养好 2房 满五 无按揭 业主诚心卖,时代倾城(番禺区),南村,2室2厅 ,75.09, 北 , 其他 ,33,2014, 塔楼,0,10,2390000.0,"31,829元/平",VR看装修 房本满五年 
A区南向带露台两房 各付各税 近毓贤校 诚心出,祈福新村A区,祈福新村,2室1厅 ,48.33, 南 , 其他 ,4,1994, 平房,0,12,1240000.0,"25,657元/平",VR房源 房本满两年 
近地铁 15年 电梯 精装  南向 满五唯一,温馨里,市桥北,2室1厅 ,70.41, 南 , 精装 ,11,2013, 塔楼,0,13,2380000.0,"33,803元/平",VR看装修 房本满五年 
此房已经加装电梯，满五，望花园很安静，近地铁,东华花园,市桥东,3室2厅 ,91.0, 南 , 其他 ,7,2004, 板楼,0,15,2980000.0,"32,748元/平",VR房源 房本满五年 
广州奥林匹克花园 2室1厅 南,广州奥林匹克花园,洛溪,2室1厅 ,86.34, 南 , 精装 ,15,2002, 塔楼,0,9,3480000.0,"40,306元/平",VR房源 房本满五年 
荷景花园一区 3室2厅 南,荷景花园一区,沙湾,3室2厅 ,118.3, 南 , 其他 ,8,1995, 塔楼,0,10,1950000.0,"16,484元/平",VR看装修 房本满五年 
中层2房 地铁 仲元  生活配套齐全,吉祥北园,洛溪,2室1厅 ,62.8, 南 , 精装 ,7,1993, 板塔结合,0,13,1600000.0,"25,478元/平",VR看装修 房本满五年 
南向中楼层，前后望花园 保养新净,南国奥林匹克花园,汉溪长隆,3室2厅 ,102.07, 西南 , 其他 ,6,2006, 板楼,4, 11个月以前发布,3750000.0,"36,740元/平",VR看装修 房本满五年 随时看房 
东涌路 3室2厅 西北,东涌路,市桥,3室2厅 ,93.0, 西北 , 简装 ,7,1990, 塔楼,1, 7个月以前发布,1480000.0,"15,914元/平",VR看装修 房本满五年 随时看房 
南奥南北对流大三房  有钥匙方便看房,南国奥林匹克花园,汉溪长隆,3室1厅 ,114.95, 南 北 , 其他 ,5,2006, 板楼,24, 一年前发布,3850000.0,"33,493元/平",VR看装修 房本满五年 随时看房 
楼层好，看园景，采光充足，配套设施齐全，交通便利,东涌路,市桥,2室1厅 ,80.1, 南 , 简装 ,7,1992, 板楼,0, 11个月以前发布,1380000.0,"17,229元/平",VR看装修 房本满五年 随时看房 
电梯中间楼层 南向户型 莲花山景区,倚莲半岛花园,莲花山,3室2厅 ,120.78, 南 , 其他 ,16,2014, 塔楼,19, 一年前发布,3000000.0,"24,839元/平",VR看装修 房本满五年 随时看房 
大西路 格局方正  采光充足  配套完善,田心社区,市桥,3室2厅 ,88.52, 南 , 简装 ,7,2000, 塔楼,2, 一年前发布,1450000.0,"16,381元/平",VR看装修 房本满五年 随时看房 
满5年 南向 大四房 剑桥郡 望花园 低密度,广州雅居乐花园剑桥郡,雅居乐,4室2厅 ,175.35, 南 , 精装 ,24,2010, 塔楼,7, 7个月以前发布,7500000.0,"42,772元/平",近地铁 VR房源 房本满五年 随时看房 
北丽园  ，房子满五年，通风采光好，随时可以看房,北丽园,市桥,4室2厅 ,142.3, 南 北 , 简装 ,7,1995, 塔楼,0, 4个月以前发布,2350000.0,"16,515元/平",近地铁 VR看装修 房本满五年 随时看房 
近地铁口，天台自用，省级 小  学 ，南北对流，满五,禺雅园,市桥,4室1厅 ,96.77, 南 , 其他 ,8,1999, 板楼,18, 一年前发布,1580000.0,"16,328元/平",VR看装修 房本满两年 随时看房 
倚莲半岛花园 3室2厅 东,倚莲半岛花园,莲花山,3室2厅 ,119.57, 东 , 其他 ,16,2014, 塔楼,5, 一年前发布,2600000.0,"21,745元/平",VR看装修 房本满五年 随时看房 
地铁口 中间楼层 过五年省中税,氮肥厂宿舍,市桥,3室2厅 ,83.7, 南 , 其他 ,7,2000, 塔楼,2, 一年前发布,2200000.0,"26,285元/平",近地铁 VR看装修 房本满五年 随时看房 
锦绣半岛 双证 中高楼层 大三房,锦绣半岛西区,南浦,3室2厅 ,117.0, 南 北 , 精装 ,17,2009, 塔楼,306, 一年前发布,2940000.0,"25,129元/平",VR看装修 房本满五年 随时看房 
康富花园   小区管理   离地铁300米左右,康富花园,市桥,4室1厅 ,104.6, 南 , 简装 ,8,1998, 塔楼,6, 一年前发布,2200000.0,"21,033元/平",近地铁 VR看装修 房本满五年 随时看房 
荷景花园   采光充足 交通便利 配套齐全 房子格局方正,荷景花园六区,沙湾,4室1厅 ,121.0, 东南 , 其他 ,7,1995, 塔楼,2, 3个月以前发布,1600000.0,"13,224元/平",VR房源 房本满五年 随时看房 
康裕大厦实用大三房，通风采光好，中层视野开阔,康裕大厦,市桥,3室2厅 ,112.0, 南 , 简装 ,17,1998, 塔楼,46, 一年前发布,2630000.0,"23,483元/平",近地铁 VR看装修 房本满五年 随时看房 
靓户型方正，业主诚心卖，通风采光好,倚莲半岛花园,莲花山,3室2厅 ,145.9, 东南 , 其他 ,16,2014, 塔楼,6, 一年前发布,3100000.0,"21,248元/平",VR看装修 房本满两年 随时看房 
碧桂园一期中层，无按揭，方便交楼，满5年,广州碧桂园丽苑,南浦,3室2厅 ,102.5, 南 北 , 简装 ,7,1998, 塔楼,4, 1个月以前发布,2680000.0,"26,147元/平",近地铁 VR看装修 房本满五年 随时看房 
如意花园，厅出阳台，高楼层，精装修,如意花园,洛溪,3室2厅 ,105.8, 南 , 精装 ,7,1993, 塔楼,8, 一年前发布,2760000.0,"26,087元/平",近地铁 VR看装修 房本满五年 随时看房 
芷兰湾电梯 南向三房 低楼层 采光视野好 满5年,顺德碧桂园芷兰湾,顺德碧桂园,3室2厅 ,96.27, 东南 , 简装 ,18,2009, 塔楼,3, 一年前发布,1650000.0,"17,140元/平",VR看装修 房本满五年 随时看房 
媒体北区 两房 交通方便 看房提前约的,亚运城媒体北村,亚运城,2室1厅 ,76.73, 东 , 其他 ,18,2010, 塔楼,1, 一年前发布,2310000.0,"30,106元/平",近地铁 VR看装修 房本满五年 随时看房 
荷景一区 大三房 采光好 户型方正,荷景花园一区,沙湾,3室2厅 ,103.6, 南 , 精装 ,8,1995, 塔楼,31, 一年前发布,1430000.0,"13,804元/平",VR看装修 房本满两年 随时看房 
星海园  小区管理 户型好方正南北对流 框架结构,星海园,市桥,3室1厅 ,90.4, 南 北 , 其他 ,7,1999, 塔楼,0, 5个月以前发布,2000000.0,"22,124元/平",VR看装修 房本满两年 随时看房 
光明南路 平台位 采光好 实用面积大,光明南路,市桥,3室2厅 ,103.0, 南 , 其他 ,7,1992, 塔楼,3, 9个月以前发布,1780000.0,"17,282元/平",VR房源 房本满五年 随时看房 
珠殿园，满五唯一，税费少，南向，低楼层,珠殿苑,市桥,2室2厅 ,68.6, 东南 南 , 其他 ,7,1996, 塔楼,0,9,1600000.0,"23,324元/平",VR看装修 房本满五年 
布查特官邸I期 1室1厅 南,布查特官邸I期,汉溪长隆,1室1厅 ,86.86, 南 , 其他 ,23,2010, 塔楼,0,1,3030000.0,"34,850元/平",VR房源 房本满五年 
外观漂亮，户型方正，有二次装修，过五唯一，景观好,华南碧桂园漾翠苑,华南碧桂园,2室1厅 ,59.5, 南 , 其他 ,7,2001, 塔楼,0,9,2350000.0,"39,496元/平",VR房源 房本满五年 
祈福新村天湖居 南向 望湖 大两房 证过5年,祈福新村天湖居,祈福新村,2室1厅 ,77.58, 西南 , 其他 ,19,2002, 板楼,0,12,2180000.0,"28,101元/平",VR房源 房本满两年 
祈福新村C区 此房过五年，采光充足，装修保养好,祈福新村C区,祈福新村,3室2厅 ,85.3, 南 , 其他 ,4,1995, 板楼,1,9,2200000.0,"25,792元/平",VR房源 房本满五年 
房产证过5年唯一，南北对流，户型实用,祈福新村祈福名都,祈福新村,2室2厅 ,80.89, 北 , 精装 ,32,2014, 塔楼,0,9,2800000.0,"34,615元/平",VR看装修 房本满五年 
盈翠苑 3室2厅 南 北,盈翠苑,市桥北,3室2厅 ,97.77, 南 北 , 精装 ,6,2002, 塔楼,0,8,2520000.0,"25,775元/平",近地铁 VR看装修 房本满五年 
房子满五唯一南向，格局方正，大花园,富丽家园乳芳园,大石,2室1厅 ,49.96, 南 , 简装 ,8,1995, 塔楼,0,14,1380000.0,"27,623元/平",VR看装修 房本满五年 
近地铁 雅居乐管理 证过五年唯一 税费少,鸿禧华庭,市桥,2室1厅 ,90.37, 北 , 精装 ,25,2004, 塔楼,0,12,3200000.0,"35,410元/平",近地铁 VR看装修 房本满五年 
华侨城(番禺) 2室1厅 西南,华侨城(番禺),市桥,2室1厅 ,68.5, 西南 , 简装 ,14,1999, 塔楼,0,10,1680000.0,"24,526元/平",VR看装修 房本满五年 
雅澜苑一楼全新装修保养漂亮两房 过五年唯一安静宜居,雅澜苑,洛溪,2室1厅 ,52.9, 北 , 其他 ,6,2000, 塔楼,1,12,1700000.0,"32,137元/平",近地铁 VR房源 房本满五年 
华海大厦，满五，电梯高层，采光通风,华海大厦,市桥,3室2厅 ,119.0, 东南 , 其他 ,16,2000, 塔楼,0,15,2400000.0,"20,169元/平",近地铁 VR看装修 房本满五年 
保养新净 拎包入住 南北对流 视野宽阔 采光好,祈福新村翠怡居,祈福新村,2室2厅 ,57.6, 北 , 精装 ,5,2000, 板楼,0,12,1420000.0,"24,653元/平",VR房源 房本满两年 
省级南阳里，框架结构，满五唯一，南北对流，采光充足,西华园,市桥,2室1厅 ,73.6, 南 , 精装 ,7,1997, 塔楼,0,12,1300000.0,"17,664元/平",VR看装修 房本满五年 
广地花园二期 小高层 南北通透 户型方正 看房方便,广地花园,星河湾,3室2厅 ,104.0, 南 北 , 其他 ,7,2006, 板塔结合,0,9,2520000.0,"24,176元/平",VR房源 房本满五年 
祈福缤纷汇 2室1厅 西,祈福缤纷汇,祈福新村,2室1厅 ,55.37, 西 , 精装 ,33,2017, 板塔结合,0,3,1980000.0,"35,760元/平",近地铁 VR房源 房本满两年 
店长推荐：精致三居室，品质人车分流小区，中高楼层,万科欧泊,万博,3室2厅 ,94.09, 南 , 其他 ,42,2012, 板塔结合,0,11,4280000.0,"45,408元/平",VR看装修 房本满五年 
无抵押满五唯一，南向单边位，独立天台+储物间,昊龙花园南区,桥南,3室2厅 ,94.8, 南 , 精装 ,5,2007, 塔楼,1,15,2460000.0,"25,950元/平",VR看装修 房本满五年 
广州雅居乐花园时光九篇 2室2厅 南,广州雅居乐花园时光九篇,雅居乐,2室2厅 ,80.04, 南 , 其他 ,9,2010, 塔楼,0,7,2960000.0,"36,884元/平",VR房源 房本满五年 
长堤西路 3室2厅 东南,长堤西路,市桥,3室2厅 ,80.3, 东南 , 简装 ,8,1990, 塔楼,0,15,1270000.0,"15,816元/平",VR看装修 房本满五年 
保利香逸花园 精致三房  南 北向 户型方正,保利香逸花园,桥南,3室2厅 ,104.76, 南 北 , 精装 ,18,2012, 塔楼,0,8,4450000.0,"42,479元/平",VR看装修 房本满五年 随时看房 
康怡居 南向三房套房 过五年唯一无按揭 低总J,祈福新村康怡居,祈福新村,3室2厅 ,93.73, 东南 南 , 其他 ,6,2002, 板楼,0,15,2120000.0,"22,619元/平",VR房源 房本满五年 
东华电梯三房两卫，视野采光好，精装可拎包入住,东华花园,市桥东,3室1厅 ,106.8, 南 北 , 精装 ,7,2004, 板楼,1,13,2600000.0,"24,345元/平",VR房源 房本满五年 
洛湖居 两房南向 视野好 满五,芳华花园洛湖居,洛溪,2室1厅 ,69.5, 南 , 精装 ,7,1999, 塔楼,0,12,1980000.0,"28,490元/平",近地铁 VR房源 房本满五年 
新地大三房，产权清晰，视野开阔。,广州雅居乐花园新地沁园,雅居乐,3室1厅 ,92.88, 南 , 其他 ,18,2010, 塔楼,1,14,3430000.0,"36,884元/平",VR房源 房本满五年 
房子层高4.5米可以装修高档上档次，出行方便业主诚*,广州雅居乐花园剑桥郡,雅居乐,3室2厅 ,101.36, 西北 , 其他 ,32,2010, 塔楼,32, 一年前发布,5280000.0,"52,092元/平",近地铁 VR房源 房本满五年 随时看房 
此房满五税少，南向望园林向阳，配套齐全，绿化好,金海岸花园皇玛,番禺客运站,3室2厅 ,141.5, 南 , 精装 ,8,2002, 塔楼,1, 5个月以前发布,5500000.0,"38,870元/平",VR看装修 房本满五年 随时看房 
如意花园中高层，南向，采光通风好,如意花园,洛溪,5室0厅 ,101.89, 东南 , 简装 ,7,1993, 板楼,2, 一年前发布,2500000.0,"24,537元/平",近地铁 VR看装修 房本满两年 随时看房 
满五，南北对流，格局方正实用刚需三房,番中宿舍,市桥,3室2厅 ,121.2, 南 , 其他 ,7,1998, 塔楼,6, 一年前发布,2700000.0,"22,278元/平",近地铁 VR看装修 房本满五年 随时看房 
中海蓝湾 望江小区 人车分流 人文环境好,中海蓝湾,洛溪,4室1厅 ,175.5, 东南 , 精装 ,36,2003, 塔楼,1, 5个月以前发布,8300000.0,"47,294元/平",近地铁 VR看装修 房本满五年 随时看房 
祈福新村月明轩  大夫山脚下高层复式  带大露台,祈福新村月明轩,祈福新村,4室2厅 ,164.8, 南 北 , 简装 ,6,2004, 塔楼,97, 一年前发布,4200000.0,"25,486元/平",VR房源 房本满五年 随时看房 
番禺广场 电梯复式 高层视野好 动静分离户型,东怡新区东雅园,东怡新区,4室1厅 ,157.9, 东北 , 精装 ,12,2000, 塔楼,10, 一年前发布,5050000.0,"31,983元/平",VR房源 房本满五年 随时看房 
框架结构，单边东南向采光好，拎包入住，一梯一户,江南花苑,市桥,3室2厅 ,102.36, 南 , 其他 ,7,1998, 板楼,22, 4个月以前发布,1650000.0,"16,120元/平",VR看装修 房本满五年 随时看房 
店长推荐 雅湖南北前后花园 带地下室 实用率高 诚意卖,广州雅居乐花园雅湖居,雅居乐,4室2厅 ,146.39, 南 北 , 精装 ,1,2006, 塔楼,184, 10个月以前发布,5400000.0,"36,884元/平",VR房源 房本满五年 随时看房 
康裕园 三房户型方正 一梯一户密度低,康裕园,市桥,3室2厅 ,125.2, 南 , 简装 ,7,1993, 塔楼,8, 6个月以前发布,2550000.0,"20,368元/平",VR看装修 房本满五年 随时看房 
证满五年，小区管理，交通便捷，采光好、格局方正。,康裕园,市桥,4室2厅 ,123.3, 南 , 简装 ,7,1997, 塔楼,23, 一年前发布,2650000.0,"21,493元/平",VR看装修 房本满五年 随时看房 
康裕大厦，格局方正，中高楼层，采光通风好,康裕大厦,市桥,3室1厅 ,97.0, 北 , 简装 ,17,1998, 塔楼,2, 一年前发布,2500000.0,"25,774元/平",VR房源 房本满五年 随时看房 
南向三房 通风采光好 满五年 低楼层,北丽园,市桥,3室2厅 ,110.79, 南 , 简装 ,5,1990, 板楼,11, 一年前发布,2300000.0,"20,760元/平",近地铁 VR看装修 房本满五年 随时看房 
广州产权芷兰湾南向精装3房2卫满五年唯一拎包入住,顺德碧桂园芷兰湾,顺德碧桂园,3室2厅 ,97.23, 南 , 精装 ,18,2009, 板塔结合,78, 一年前发布,1490000.0,"15,325元/平",VR看装修 房本满五年 随时看房 
祈福新村迎风阁  南向  采光好 视野宽阔,祈福新村迎风阁,祈福新村,5室2厅 ,149.02, 南 , 精装 ,20,2005, 塔楼,28, 一年前发布,5260000.0,"35,298元/平",VR房源 房本满五年 随时看房 
